Bug 1,Bug 2,bmfu,bmfb,prod,comp,type,prior,vers,crypto1,general1,java1,networking1,crypto2,general2,java2,networking2,cosine_similarity,class
8270,1412,3.83,1.89,0.0,0.0,0.0,1.0,0.0,15.42,17.73,13.78,14.67,10.23,12.3,5.44,8.46,0.983,dup
8270,1181,4.65,0.0,0.0,0.0,0.0,1.0,0.0,15.42,17.73,13.78,14.67,16.32,26.46,19.8,19.49,0.992,dup
8269,8152,19.79,25.32,0.0,0.0,1.0,1.0,0.0,15.42,17.73,13.78,14.67,15.82,18.36,14.39,16.6,0.999,dup
8269,7617,14.17,13.52,0.0,0.0,1.0,1.0,0.0,15.42,17.73,13.78,14.67,14.99,18.96,16.28,16.56,0.998,dup
8269,7378,21.25,27.21,0.0,0.0,1.0,1.0,0.0,15.42,17.73,13.78,14.67,19.01,23.19,16.33,20.21,0.999,dup
8269,6866,3.88,0.0,0.0,0.0,0.0,1.0,0.0,15.42,17.73,13.78,14.67,14.25,25.51,16.4,17.36,0.987,dup
8269,6751,2.0,0.0,0.0,0.0,1.0,1.0,0.0,15.42,17.73,13.78,14.67,21.81,26.05,16.87,19.11,0.998,dup
8269,6654,1.08,0.0,0.0,0.0,1.0,1.0,0.0,15.42,17.73,13.78,14.67,6.68,21.51,11.48,13.47,0.948,dup
8269,5874,3.7,0.0,0.0,0.0,1.0,1.0,0.0,15.42,17.73,13.78,14.67,16.19,28.34,19.81,18.86,0.988,dup
8269,5495,2.48,0.0,0.0,0.0,1.0,1.0,0.0,15.42,17.73,13.78,14.67,2.12,2.23,0.85,2.68,0.956,dup
8269,5417,2.68,0.0,0.0,0.0,0.0,1.0,0.0,15.42,17.73,13.78,14.67,10.16,14.61,9.82,11.75,0.996,dup
8269,4843,1.86,0.0,0.0,0.0,0.0,1.0,0.0,15.42,17.73,13.78,14.67,8.01,8.68,9.52,11.17,0.982,dup
8269,3063,4.09,1.89,0.0,0.0,1.0,1.0,0.0,15.42,17.73,13.78,14.67,18.79,34.7,24.8,21.91,0.984,dup
8269,1413,2.69,1.89,0.0,0.0,0.0,1.0,0.0,15.42,17.73,13.78,14.67,13.37,26.36,13.76,17.91,0.978,dup
8269,1412,3.83,1.89,0.0,0.0,0.0,1.0,0.0,15.42,17.73,13.78,14.67,10.23,12.3,5.44,8.46,0.983,dup
8269,1181,4.65,0.0,0.0,0.0,0.0,1.0,0.0,15.42,17.73,13.78,14.67,16.32,26.46,19.8,19.49,0.992,dup
8251,6291,4.76,0.0,0.0,0.0,1.0,1.0,0.0,12.09,20.87,17.78,11.25,7.67,14.07,14.51,12.71,0.981,dup
8251,3705,5.54,0.0,0.0,0.0,1.0,1.0,0.0,12.09,20.87,17.78,11.25,8.3,19.69,20.24,15.68,0.981,dup
8231,3104,2.7,0.0,0.0,0.0,0.0,1.0,0.0,17.32,19.91,16.94,17.82,23.22,49.4,32.44,28.91,0.974,dup
8178,8177,54.02,82.88,0.0,0.0,1.0,1.0,0.0,16.6,24.86,16.01,22.68,16.6,24.86,16.01,22.68,1.0,dup
8163,3620,11.83,0.0,0.0,0.0,0.0,1.0,0.0,20.53,18.2,12.4,20.13,34.64,31.72,23.42,29.7,0.997,dup
8152,7617,12.72,11.63,0.0,0.0,1.0,1.0,0.0,15.82,18.36,14.39,16.6,14.99,18.96,16.28,16.56,0.998,dup
8152,7378,19.59,25.32,0.0,0.0,1.0,1.0,0.0,15.82,18.36,14.39,16.6,19.01,23.19,16.33,20.21,0.999,dup
8152,6866,3.68,0.0,0.0,0.0,0.0,1.0,0.0,15.82,18.36,14.39,16.6,14.25,25.51,16.4,17.36,0.987,dup
8152,6751,1.78,0.0,0.0,0.0,1.0,1.0,0.0,15.82,18.36,14.39,16.6,21.81,26.05,16.87,19.11,0.996,dup
8152,6654,1.08,0.0,0.0,0.0,1.0,1.0,0.0,15.82,18.36,14.39,16.6,6.68,21.51,11.48,13.47,0.949,dup
8152,5874,1.49,0.0,0.0,0.0,1.0,1.0,0.0,15.82,18.36,14.39,16.6,16.19,28.34,19.81,18.86,0.987,dup
8152,5495,3.6,1.92,0.0,0.0,1.0,1.0,0.0,15.82,18.36,14.39,16.6,2.12,2.23,0.85,2.68,0.962,dup
8152,5417,5.18,1.92,0.0,0.0,0.0,1.0,0.0,15.82,18.36,14.39,16.6,10.16,14.61,9.82,11.75,0.997,dup
8152,4843,3.19,1.92,0.0,0.0,0.0,1.0,0.0,15.82,18.36,14.39,16.6,8.01,8.68,9.52,11.17,0.987,dup
8152,3063,2.42,0.0,0.0,0.0,1.0,1.0,0.0,15.82,18.36,14.39,16.6,18.79,34.7,24.8,21.91,0.982,dup
8152,1413,2.56,0.0,0.0,0.0,0.0,1.0,0.0,15.82,18.36,14.39,16.6,13.37,26.36,13.76,17.91,0.979,dup
8152,1412,3.49,1.92,0.0,0.0,0.0,1.0,0.0,15.82,18.36,14.39,16.6,10.23,12.3,5.44,8.46,0.981,dup
8152,1181,3.2,0.0,0.0,0.0,0.0,1.0,0.0,15.82,18.36,14.39,16.6,16.32,26.46,19.8,19.49,0.992,dup
8111,8110,10.8,1.48,0.0,0.0,0.0,1.0,0.0,13.03,18.52,15.09,18.78,27.12,36.96,29.65,30.82,0.996,dup
8107,8106,18.34,27.28,0.0,0.0,1.0,1.0,0.0,15.56,20.26,15.93,18.0,14.06,16.95,13.68,14.86,0.999,dup
8103,6283,4.57,0.0,0.0,0.0,0.0,1.0,0.0,17.82,26.0,17.88,19.97,14.15,20.65,12.41,15.67,0.999,dup
8103,4153,15.33,1.16,0.0,0.0,1.0,1.0,0.38,17.82,26.0,17.88,19.97,18.61,39.35,26.58,28.94,0.992,dup
8103,3029,1.16,0.0,0.0,0.0,0.0,1.0,0.0,17.82,26.0,17.88,19.97,8.08,10.29,8.8,12.86,0.981,dup
8103,3027,1.16,0.0,0.0,0.0,1.0,1.0,0.0,17.82,26.0,17.88,19.97,8.08,10.29,8.8,12.86,0.981,dup
8103,1618,5.86,0.0,0.0,0.0,0.0,1.0,0.0,17.82,26.0,17.88,19.97,19.77,28.87,22.71,22.26,0.999,dup
8097,7933,6.85,0.99,0.0,1.0,1.0,1.0,0.0,16.5,25.96,23.33,25.52,19.14,30.31,24.83,31.0,0.999,dup
8097,7496,9.31,4.55,0.0,1.0,1.0,1.0,0.0,16.5,25.96,23.33,25.52,25.05,38.85,31.99,37.48,0.999,dup
8096,8094,14.63,41.33,0.0,0.0,1.0,1.0,0.32,19.56,22.2,18.76,21.94,12.13,13.18,12.26,11.72,0.997,dup
8016,877,4.06,0.0,0.0,1.0,1.0,1.0,0.0,6.85,15.42,15.58,11.29,8.35,19.49,13.97,14.61,0.988,dup
8000,6783,5.59,1.28,0.0,0.0,1.0,1.0,0.0,10.17,20.66,10.76,13.35,17.05,33.2,18.19,20.92,1.0,dup
8000,1573,4.09,0.0,0.0,0.0,1.0,1.0,0.0,10.17,20.66,10.76,13.35,26.86,36.21,30.39,28.78,0.981,dup
8000,1151,4.74,6.38,0.0,0.0,1.0,1.0,0.0,10.17,20.66,10.76,13.35,19.86,21.44,14.28,16.93,0.973,dup
7987,7147,8.9,5.9,0.0,1.0,1.0,1.0,0.33,11.79,14.58,15.28,13.66,18.34,21.98,21.56,18.74,0.999,dup
7971,4484,5.88,0.98,0.0,0.0,1.0,1.0,1.0,17.76,27.14,23.55,22.16,25.42,40.44,34.8,29.59,0.999,dup
7950,7949,8.07,4.9,0.0,0.0,0.0,1.0,0.0,7.67,13.47,9.87,10.98,13.4,15.99,13.02,13.91,0.991,dup
7933,7496,10.91,1.91,0.0,1.0,1.0,1.0,0.0,19.14,30.31,24.83,31.0,25.05,38.85,31.99,37.48,1.0,dup
7879,7878,26.52,76.22,0.0,0.0,1.0,1.0,0.32,14.89,21.48,14.71,19.02,14.89,21.48,14.71,19.02,1.0,dup
7798,6574,5.54,5.48,0.0,0.0,1.0,1.0,0.0,17.6,23.75,17.46,21.88,18.51,28.69,21.16,22.01,0.997,dup
7798,5669,17.64,20.94,0.0,0.0,1.0,0.5,0.33,17.6,23.75,17.46,21.88,21.53,31.61,24.0,26.59,0.999,dup
7662,2519,5.6,6.54,0.0,1.0,1.0,1.0,0.0,11.46,11.46,8.93,11.46,10.48,15.39,9.2,11.52,0.988,dup
7662,1171,2.91,0.0,0.0,1.0,1.0,1.0,0.0,11.46,11.46,8.93,11.46,17.26,23.79,19.3,21.19,0.991,dup
7626,7607,35.61,66.08,0.0,0.0,1.0,1.0,0.0,23.93,36.48,26.72,30.22,20.58,29.17,20.32,26.28,0.999,dup
7626,7600,35.61,66.08,0.0,0.0,0.0,1.0,0.0,23.93,36.48,26.72,30.22,20.58,29.17,20.32,26.28,0.999,dup
7626,6141,6.03,3.4,0.0,0.0,1.0,1.0,0.0,23.93,36.48,26.72,30.22,15.88,20.23,15.18,15.09,0.996,dup
7617,7378,14.32,13.57,0.0,0.0,1.0,1.0,0.0,14.99,18.96,16.28,16.56,19.01,23.19,16.33,20.21,0.996,dup
7617,6866,1.64,0.0,0.0,0.0,0.0,1.0,0.0,14.99,18.96,16.28,16.56,14.25,25.51,16.4,17.36,0.99,dup
7617,6751,0.0,0.0,0.0,0.0,1.0,1.0,0.0,14.99,18.96,16.28,16.56,21.81,26.05,16.87,19.11,0.992,dup
7617,6654,0.86,0.0,0.0,0.0,1.0,1.0,0.0,14.99,18.96,16.28,16.56,6.68,21.51,11.48,13.47,0.956,dup
7617,5874,3.41,0.0,0.0,0.0,1.0,1.0,0.0,14.99,18.96,16.28,16.56,16.19,28.34,19.81,18.86,0.991,dup
7617,5495,1.2,0.0,0.0,0.0,1.0,1.0,0.0,14.99,18.96,16.28,16.56,2.12,2.23,0.85,2.68,0.947,dup
7617,5417,1.74,0.0,0.0,0.0,0.0,1.0,0.0,14.99,18.96,16.28,16.56,10.16,14.61,9.82,11.75,0.996,dup
7617,4843,1.2,0.0,0.0,0.0,0.0,1.0,0.0,14.99,18.96,16.28,16.56,8.01,8.68,9.52,11.17,0.989,dup
7617,3063,2.52,1.83,0.0,0.0,1.0,1.0,0.0,14.99,18.96,16.28,16.56,18.79,34.7,24.8,21.91,0.988,dup
7617,1413,2.61,1.83,0.0,0.0,0.0,1.0,0.0,14.99,18.96,16.28,16.56,13.37,26.36,13.76,17.91,0.979,dup
7617,1412,2.52,1.83,0.0,0.0,0.0,1.0,0.0,14.99,18.96,16.28,16.56,10.23,12.3,5.44,8.46,0.971,dup
7617,1181,2.89,0.0,0.0,0.0,0.0,1.0,0.0,14.99,18.96,16.28,16.56,16.32,26.46,19.8,19.49,0.996,dup
7607,7600,43.62,89.41,0.0,0.0,0.0,1.0,0.0,20.58,29.17,20.32,26.28,20.58,29.17,20.32,26.28,1.0,dup
7607,6141,6.88,3.19,0.0,0.0,1.0,1.0,0.0,20.58,29.17,20.32,26.28,15.88,20.23,15.18,15.09,0.994,dup
7605,5195,6.77,11.21,0.0,0.0,1.0,1.0,0.0,17.51,23.59,21.45,22.53,18.13,26.6,19.49,23.33,0.997,dup
7600,6141,6.88,3.19,0.0,0.0,0.0,1.0,0.0,20.58,29.17,20.32,26.28,15.88,20.23,15.18,15.09,0.994,dup
7530,7341,2.11,0.0,0.0,0.0,1.0,1.0,0.0,17.38,21.28,16.37,12.0,15.96,21.37,13.1,15.73,0.989,dup
7509,7508,38.02,65.22,0.0,0.0,1.0,1.0,0.0,14.34,21.4,14.01,18.94,14.34,21.4,14.01,18.94,1.0,dup
7509,7507,18.39,24.71,0.0,0.0,1.0,1.0,0.0,14.34,21.4,14.01,18.94,11.48,11.26,8.54,9.81,0.985,dup
7508,7507,18.39,24.71,0.0,0.0,1.0,1.0,0.0,14.34,21.4,14.01,18.94,11.48,11.26,8.54,9.81,0.985,dup
7476,7474,3.78,0.82,0.0,0.0,1.0,1.0,0.0,20.58,28.65,24.27,28.21,15.01,19.23,16.26,17.14,0.998,dup
7460,7459,31.85,82.99,0.0,0.0,1.0,1.0,0.0,18.37,23.32,15.69,18.19,18.37,23.32,15.69,18.19,1.0,dup
7458,6721,8.91,1.66,0.0,1.0,1.0,1.0,0.0,25.26,37.21,28.56,30.23,23.17,41.56,35.1,33.3,0.996,dup
7452,7451,47.81,112.27,0.0,0.0,1.0,1.0,0.0,25.21,35.09,29.09,30.42,25.74,35.51,29.67,30.84,1.0,dup
7452,7450,47.81,112.27,0.0,0.0,1.0,1.0,0.0,25.21,35.09,29.09,30.42,25.74,35.51,29.67,30.84,1.0,dup
7451,7450,49.48,117.28,0.0,0.0,1.0,1.0,0.0,25.74,35.51,29.67,30.84,25.74,35.51,29.67,30.84,1.0,dup
7403,5807,14.31,14.43,0.0,1.0,1.0,1.0,0.0,12.58,22.51,21.38,19.05,11.25,26.52,22.17,22.28,0.996,dup
7396,4475,5.51,0.0,0.0,0.0,1.0,1.0,0.0,22.52,25.05,22.33,20.64,24.73,31.51,26.81,29.53,0.996,dup
7378,6866,3.73,0.0,0.0,0.0,0.0,1.0,0.0,19.01,23.19,16.33,20.21,14.25,25.51,16.4,17.36,0.989,dup
7378,6751,4.96,0.0,0.0,0.0,1.0,1.0,0.0,19.01,23.19,16.33,20.21,21.81,26.05,16.87,19.11,0.997,dup
7378,6654,1.08,0.0,0.0,0.0,1.0,1.0,0.0,19.01,23.19,16.33,20.21,6.68,21.51,11.48,13.47,0.955,dup
7378,5874,2.73,0.0,0.0,0.0,1.0,1.0,0.0,19.01,23.19,16.33,20.21,16.19,28.34,19.81,18.86,0.988,dup
7378,5495,2.33,2.33,0.0,0.0,1.0,1.0,0.0,19.01,23.19,16.33,20.21,2.12,2.23,0.85,2.68,0.968,dup
7378,5417,2.53,2.33,0.0,0.0,0.0,1.0,0.0,19.01,23.19,16.33,20.21,10.16,14.61,9.82,11.75,0.998,dup
7378,4843,1.78,0.0,0.0,0.0,0.0,1.0,0.0,19.01,23.19,16.33,20.21,8.01,8.68,9.52,11.17,0.983,dup
7378,3063,5.66,1.73,0.0,0.0,1.0,1.0,0.0,19.01,23.19,16.33,20.21,18.79,34.7,24.8,21.91,0.984,dup
7378,1413,6.25,1.73,0.0,0.0,0.0,1.0,0.0,19.01,23.19,16.33,20.21,13.37,26.36,13.76,17.91,0.984,dup
7378,1412,3.56,4.06,0.0,0.0,0.0,1.0,0.0,19.01,23.19,16.33,20.21,10.23,12.3,5.44,8.46,0.986,dup
7378,1181,4.44,0.0,0.0,0.0,0.0,1.0,0.0,19.01,23.19,16.33,20.21,16.32,26.46,19.8,19.49,0.992,dup
7274,7273,17.45,49.58,0.0,0.0,1.0,1.0,1.0,6.19,12.57,6.48,9.23,6.19,12.57,6.48,9.23,1.0,dup
7264,7263,16.86,26.89,0.0,0.0,1.0,1.0,0.0,4.83,6.54,8.47,8.47,4.83,6.54,8.47,8.47,1.0,dup
7169,7168,43.19,90.84,0.0,0.0,1.0,1.0,0.0,20.19,37.01,25.03,27.42,19.95,36.63,24.74,27.14,1.0,dup
7169,6454,8.62,4.56,0.0,0.0,1.0,1.0,0.0,20.19,37.01,25.03,27.42,19.67,30.35,24.71,23.02,0.997,dup
7169,2607,16.89,3.45,0.0,0.0,1.0,1.0,0.0,20.19,37.01,25.03,27.42,21.13,41.23,32.95,31.05,0.997,dup
7169,1717,8.87,2.16,0.0,0.0,1.0,1.0,0.0,20.19,37.01,25.03,27.42,18.38,27.12,19.79,21.79,0.997,dup
7169,1398,13.68,2.22,0.0,0.0,1.0,1.0,0.0,20.19,37.01,25.03,27.42,22.21,37.97,23.71,24.67,0.998,dup
7168,6454,8.57,4.51,0.0,1.0,1.0,1.0,0.0,19.95,36.63,24.74,27.14,19.67,30.35,24.71,23.02,0.996,dup
7168,2607,16.73,3.4,0.0,1.0,1.0,1.0,0.0,19.95,36.63,24.74,27.14,21.13,41.23,32.95,31.05,0.997,dup
7168,1717,8.79,2.13,0.0,1.0,1.0,1.0,0.0,19.95,36.63,24.74,27.14,18.38,27.12,19.79,21.79,0.997,dup
7168,1398,13.59,2.19,0.0,1.0,1.0,1.0,0.0,19.95,36.63,24.74,27.14,22.21,37.97,23.71,24.67,0.998,dup
7164,7158,21.47,25.32,0.0,0.0,1.0,1.0,0.0,17.72,20.53,17.34,18.2,14.23,18.25,16.29,16.16,0.999,dup
6914,2957,3.24,0.0,0.0,0.0,1.0,1.0,0.0,19.76,27.23,20.48,21.11,8.39,15.07,8.93,9.51,0.993,dup
6866,6751,2.56,0.0,0.0,0.0,0.0,1.0,0.0,14.25,25.51,16.4,17.36,21.81,26.05,16.87,19.11,0.988,dup
6866,6654,0.14,0.0,0.0,0.0,0.0,1.0,0.0,14.25,25.51,16.4,17.36,6.68,21.51,11.48,13.47,0.986,dup
6866,5874,5.78,2.12,0.0,0.0,0.0,1.0,0.0,14.25,25.51,16.4,17.36,16.19,28.34,19.81,18.86,0.999,dup
6866,5495,4.02,1.32,0.0,0.0,0.0,1.0,0.0,14.25,25.51,16.4,17.36,2.12,2.23,0.85,2.68,0.938,dup
6866,5417,3.77,1.53,0.0,0.0,1.0,1.0,0.0,14.25,25.51,16.4,17.36,10.16,14.61,9.82,11.75,0.996,dup
6866,4843,1.98,0.0,0.0,0.0,1.0,1.0,0.0,14.25,25.51,16.4,17.36,8.01,8.68,9.52,11.17,0.964,dup
6866,3063,11.75,5.8,0.0,0.0,0.0,1.0,0.0,14.25,25.51,16.4,17.36,18.79,34.7,24.8,21.91,0.998,dup
6866,1413,6.84,2.12,0.0,0.0,1.0,1.0,0.0,14.25,25.51,16.4,17.36,13.37,26.36,13.76,17.91,0.997,dup
6866,1412,5.0,2.12,0.0,0.0,1.0,1.0,0.0,14.25,25.51,16.4,17.36,10.23,12.3,5.44,8.46,0.975,dup
6866,1181,10.8,3.67,0.0,0.0,1.0,1.0,0.0,14.25,25.51,16.4,17.36,16.32,26.46,19.8,19.49,0.998,dup
6783,1573,11.68,6.66,0.0,0.0,1.0,1.0,0.0,17.05,33.2,18.19,20.92,26.86,36.21,30.39,28.78,0.984,dup
6783,1151,2.75,2.58,0.0,0.0,1.0,1.0,0.0,17.05,33.2,18.19,20.92,19.86,21.44,14.28,16.93,0.976,dup
6781,5027,8.69,5.49,0.0,0.0,1.0,0.5,0.67,15.87,21.63,14.57,17.13,17.64,27.73,19.76,25.15,0.996,dup
6751,6654,2.88,0.0,0.0,0.0,1.0,1.0,0.0,21.81,26.05,16.87,19.11,6.68,21.51,11.48,13.47,0.951,dup
6751,5874,1.42,0.0,0.0,0.0,1.0,1.0,0.0,21.81,26.05,16.87,19.11,16.19,28.34,19.81,18.86,0.987,dup
6751,5495,1.41,0.0,0.0,0.0,1.0,1.0,0.0,21.81,26.05,16.87,19.11,2.12,2.23,0.85,2.68,0.96,dup
6751,5417,2.4,0.0,0.0,0.0,0.0,1.0,0.0,21.81,26.05,16.87,19.11,10.16,14.61,9.82,11.75,0.995,dup
6751,4843,0.43,0.0,0.0,0.0,0.0,1.0,0.0,21.81,26.05,16.87,19.11,8.01,8.68,9.52,11.17,0.968,dup
6751,3063,5.41,0.0,0.0,0.0,1.0,1.0,0.0,21.81,26.05,16.87,19.11,18.79,34.7,24.8,21.91,0.983,dup
6751,1413,5.05,0.0,0.0,0.0,0.0,1.0,0.0,21.81,26.05,16.87,19.11,13.37,26.36,13.76,17.91,0.983,dup
6751,1412,1.41,0.0,0.0,0.0,0.0,1.0,0.0,21.81,26.05,16.87,19.11,10.23,12.3,5.44,8.46,0.993,dup
6751,1181,2.16,0.0,0.0,0.0,0.0,1.0,0.0,21.81,26.05,16.87,19.11,16.32,26.46,19.8,19.49,0.989,dup
6729,6728,15.14,6.03,0.0,0.0,1.0,1.0,0.0,8.96,13.92,9.63,14.43,6.53,10.16,8.89,13.95,0.991,dup
6694,4577,11.47,10.85,0.0,0.0,1.0,1.0,0.67,9.62,17.12,10.4,14.22,23.56,41.65,28.45,34.15,0.999,dup
6675,6674,26.9,51.44,0.0,0.0,1.0,1.0,1.0,12.5,17.09,13.95,15.61,12.5,17.09,13.95,15.61,1.0,dup
6654,5874,1.32,0.0,0.0,0.0,1.0,1.0,0.0,6.68,21.51,11.48,13.47,16.19,28.34,19.81,18.86,0.983,dup
6654,5495,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.68,21.51,11.48,13.47,2.12,2.23,0.85,2.68,0.904,dup
6654,5417,0.98,0.0,0.0,0.0,0.0,1.0,0.0,6.68,21.51,11.48,13.47,10.16,14.61,9.82,11.75,0.971,dup
6654,4843,1.08,0.0,0.0,0.0,0.0,1.0,0.0,6.68,21.51,11.48,13.47,8.01,8.68,9.52,11.17,0.926,dup
6654,3063,1.21,1.12,0.0,0.0,1.0,1.0,0.0,6.68,21.51,11.48,13.47,18.79,34.7,24.8,21.91,0.984,dup
6654,1413,1.67,0.0,0.0,0.0,0.0,1.0,0.0,6.68,21.51,11.48,13.47,13.37,26.36,13.76,17.91,0.991,dup
6654,1412,0.17,0.0,0.0,0.0,0.0,1.0,0.0,6.68,21.51,11.48,13.47,10.23,12.3,5.44,8.46,0.941,dup
6654,1181,0.34,0.0,0.0,0.0,0.0,1.0,0.0,6.68,21.51,11.48,13.47,16.32,26.46,19.8,19.49,0.978,dup
6621,6620,9.91,11.28,0.0,0.0,0.0,1.0,0.0,6.14,12.27,6.14,9.28,3.06,4.05,4.05,6.7,0.944,dup
6600,3778,5.17,2.13,0.0,0.0,1.0,1.0,0.0,23.53,36.39,29.65,36.92,31.08,40.11,29.86,31.79,0.99,dup
6585,5334,14.41,4.99,0.0,0.0,1.0,1.0,0.0,12.84,20.05,11.7,22.27,29.88,32.7,24.73,26.63,0.968,dup
6574,5669,9.01,6.9,0.0,0.0,1.0,0.5,0.33,18.51,28.69,21.16,22.01,21.53,31.61,24.0,26.59,0.999,dup
6519,2370,6.27,0.0,0.0,1.0,1.0,1.0,0.0,25.87,34.06,32.04,27.15,8.76,16.71,14.87,9.75,0.989,dup
6454,2607,12.86,2.61,0.0,1.0,1.0,1.0,0.0,19.67,30.35,24.71,23.02,21.13,41.23,32.95,31.05,0.997,dup
6454,1717,5.04,1.22,0.0,1.0,1.0,1.0,0.0,19.67,30.35,24.71,23.02,18.38,27.12,19.79,21.79,0.998,dup
6454,1398,11.57,2.61,0.0,1.0,1.0,1.0,0.0,19.67,30.35,24.71,23.02,22.21,37.97,23.71,24.67,0.995,dup
6416,6404,8.4,1.84,0.0,0.0,1.0,1.0,0.67,21.41,27.29,22.4,22.35,24.62,34.52,30.51,32.12,0.997,dup
6400,1089,4.0,0.0,0.0,0.0,0.0,1.0,0.38,9.07,15.97,10.61,12.06,14.63,23.43,18.62,26.74,0.985,dup
6397,5674,7.87,0.0,0.0,0.0,1.0,1.0,0.0,14.83,26.42,22.55,20.66,19.9,31.7,20.0,27.41,0.989,dup
6338,2328,14.38,23.38,0.0,0.0,1.0,1.0,0.0,7.78,21.18,18.63,17.32,14.82,29.47,26.16,25.4,0.997,dup
6334,5544,11.09,1.87,0.0,0.0,1.0,1.0,0.0,12.6,17.07,13.14,12.06,25.41,36.38,24.91,24.01,0.999,dup
6291,3705,6.47,5.95,0.0,0.0,1.0,1.0,0.0,7.67,14.07,14.51,12.71,8.3,19.69,20.24,15.68,0.997,dup
6287,6286,0.98,0.0,0.0,0.0,1.0,1.0,0.0,22.28,28.1,19.11,17.72,15.44,18.03,14.09,15.94,0.992,dup
6283,4153,5.56,0.0,0.0,0.0,0.0,1.0,0.38,14.15,20.65,12.41,15.67,18.61,39.35,26.58,28.94,0.99,dup
6283,3029,5.27,2.12,0.0,0.0,1.0,1.0,0.0,14.15,20.65,12.41,15.67,8.08,10.29,8.8,12.86,0.978,dup
6283,3027,5.27,2.12,0.0,0.0,0.0,1.0,0.0,14.15,20.65,12.41,15.67,8.08,10.29,8.8,12.86,0.978,dup
6283,1618,5.17,0.0,0.0,0.0,1.0,1.0,0.0,14.15,20.65,12.41,15.67,19.77,28.87,22.71,22.26,0.995,dup
6207,1199,3.14,0.0,0.0,0.0,0.0,1.0,0.0,26.4,26.34,25.28,23.75,15.18,19.01,16.65,17.92,0.995,dup
6198,5296,9.05,7.13,0.0,0.0,1.0,1.0,0.0,13.6,25.62,19.76,18.98,17.64,23.2,16.4,16.87,0.989,dup
6198,4116,8.2,11.27,0.0,0.0,1.0,1.0,0.4,13.6,25.62,19.76,18.98,20.29,35.82,24.48,28.57,0.997,dup
6119,6117,15.1,20.1,0.0,0.0,1.0,1.0,0.0,23.83,36.79,27.51,26.57,16.18,22.61,19.64,16.96,0.998,dup
6113,6112,38.48,85.89,0.0,0.0,1.0,1.0,0.0,19.85,26.12,19.38,25.21,19.85,26.12,19.38,25.21,1.0,dup
6086,6085,8.52,17.5,0.0,0.0,1.0,1.0,1.0,4.21,7.1,3.47,5.07,4.21,7.1,3.47,5.07,1.0,dup
6056,3244,3.21,0.0,0.0,0.0,1.0,1.0,0.0,20.01,22.72,21.16,26.98,14.41,17.48,13.63,17.87,0.998,dup
6044,3190,2.07,0.0,0.0,1.0,1.0,1.0,0.0,14.66,21.28,16.32,15.86,24.37,33.75,26.65,29.36,0.998,dup
6044,3151,3.53,2.83,0.0,1.0,0.0,1.0,0.0,14.66,21.28,16.32,15.86,15.23,23.46,20.66,22.07,0.994,dup
6039,5320,5.57,0.0,0.0,0.0,1.0,1.0,0.33,12.17,20.22,17.1,16.04,18.14,27.73,24.02,21.31,0.999,dup
6030,5038,10.91,3.67,0.0,0.0,1.0,1.0,0.71,12.82,18.45,16.15,16.35,12.32,15.7,9.77,16.16,0.985,dup
6018,6012,6.06,0.0,0.0,0.0,1.0,1.0,0.0,8.28,13.03,13.03,9.9,13.93,27.41,23.19,22.52,0.994,dup
6007,6006,28.32,67.14,0.0,0.0,1.0,1.0,0.0,10.94,21.65,13.25,16.81,10.94,21.65,13.25,16.81,1.0,dup
5974,5001,26.78,42.37,0.0,1.0,1.0,1.0,0.0,15.67,22.84,17.68,18.52,15.95,23.53,18.39,20.23,1.0,dup
5956,4848,5.07,0.0,0.0,0.0,0.0,1.0,0.0,18.79,36.63,27.25,26.73,11.12,20.06,14.6,15.65,0.999,dup
5941,5940,0.72,0.0,0.0,0.0,1.0,1.0,0.0,6.04,16.64,10.7,12.78,3.57,12.94,2.45,3.8,0.905,dup
5909,4074,5.62,4.76,0.0,1.0,1.0,1.0,0.0,17.26,24.65,16.15,20.34,16.28,22.2,18.1,20.68,0.997,dup
5909,3997,4.32,4.54,0.0,1.0,1.0,1.0,0.0,17.26,24.65,16.15,20.34,19.99,33.07,24.65,27.53,0.997,dup
5892,1095,2.17,0.0,0.0,1.0,0.0,1.0,0.0,27.01,47.29,33.62,37.49,12.91,15.7,15.23,14.48,0.99,dup
5874,5495,1.18,0.0,0.0,0.0,1.0,1.0,0.0,16.19,28.34,19.81,18.86,2.12,2.23,0.85,2.68,0.929,dup
5874,5417,2.21,0.0,0.0,0.0,0.0,1.0,0.0,16.19,28.34,19.81,18.86,10.16,14.61,9.82,11.75,0.995,dup
5874,4843,1.43,0.0,0.0,0.0,0.0,1.0,0.0,16.19,28.34,19.81,18.86,8.01,8.68,9.52,11.17,0.966,dup
5874,3063,9.12,3.93,0.0,0.0,1.0,1.0,0.0,16.19,28.34,19.81,18.86,18.79,34.7,24.8,21.91,1.0,dup
5874,1413,9.48,3.93,0.0,0.0,0.0,1.0,0.0,16.19,28.34,19.81,18.86,13.37,26.36,13.76,17.91,0.994,dup
5874,1412,4.07,1.71,0.0,0.0,0.0,1.0,0.0,16.19,28.34,19.81,18.86,10.23,12.3,5.44,8.46,0.971,dup
5874,1181,12.08,3.93,0.0,0.0,0.0,1.0,0.0,16.19,28.34,19.81,18.86,16.32,26.46,19.8,19.49,0.999,dup
