Bug 1,Bug 2,bmfu,bmfb,prod,comp,type,prior,vers,crypto1,general1,java1,networking1,crypto2,general2,java2,networking2,cosine_similarity,class
29685,29684,0.43,0.0,0.0,0.0,1.0,0.5,0.05,15.7,17.62,15.18,18.9,19.92,31.08,24.69,25.89,0.992,non
20356,20355,0.57,0.0,0.0,0.0,1.0,1.0,0.0,16.42,24.4,22.34,21.62,11.04,15.57,8.26,12.55,0.978,non
29410,29409,2.15,0.0,0.0,0.0,1.0,1.0,0.0,15.41,21.35,16.24,19.15,17.13,23.51,18.47,19.99,1.0,non
30942,30941,4.78,2.91,0.0,0.0,1.0,1.0,0.0,18.37,21.12,21.56,19.06,15.71,19.38,17.79,16.16,0.999,non
30309,30308,5.89,4.32,0.0,0.0,1.0,1.0,0.0,11.58,14.79,9.2,13.7,17.82,26.49,18.73,20.81,0.994,non
14308,14307,0.0,0.0,0.0,0.0,1.0,1.0,0.31,10.24,21.4,13.1,17.92,14.61,14.01,14.08,14.07,0.961,non
19050,19049,1.74,0.0,0.0,0.0,1.0,1.0,0.0,17.42,29.13,21.12,23.69,8.59,16.08,14.74,11.83,0.991,non
20699,20698,1.29,0.0,0.0,0.0,1.0,1.0,0.0,16.43,21.29,19.5,18.12,7.99,8.88,9.07,7.21,0.997,non
14800,14799,0.8,0.0,0.0,0.0,0.0,1.0,0.0,21.98,44.8,36.97,41.8,19.54,19.24,17.81,20.78,0.972,non
16838,16837,0.18,0.0,0.0,0.0,1.0,1.0,0.0,7.3,15.79,12.94,15.73,15.06,27.13,21.24,17.48,0.98,non
8896,8895,0.83,0.0,0.0,0.0,1.0,1.0,0.38,19.53,24.28,20.17,20.24,16.76,27.69,22.41,21.84,0.995,non
29253,29252,4.25,3.2,0.0,0.0,1.0,1.0,0.3,14.33,21.1,19.4,19.52,16.58,23.93,19.62,17.35,0.995,non
1114,1113,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15.02,17.66,15.48,16.51,13.98,23.33,20.29,21.56,0.992,non
29731,29730,0.88,0.0,0.0,0.0,0.0,1.0,0.0,17.18,30.64,24.38,21.52,27.04,36.41,31.24,32.68,0.993,non
13060,13059,1.08,0.0,0.0,0.0,1.0,1.0,0.67,13.13,21.84,20.33,18.74,21.89,26.3,18.19,20.53,0.98,non
37518,37517,2.04,0.0,0.0,0.0,1.0,1.0,0.2,9.27,21.84,14.99,14.31,14.76,22.57,17.25,18.53,0.99,non
5353,5352,1.91,0.0,0.0,0.0,0.0,1.0,0.0,30.09,34.15,25.54,32.48,17.45,20.37,15.82,21.25,0.999,non
27496,27495,1.04,0.0,0.0,0.0,1.0,1.0,0.0,16.76,29.73,18.92,22.34,6.85,11.48,7.78,6.86,0.994,non
31699,31698,14.74,22.92,0.0,0.0,1.0,1.0,0.0,18.44,23.78,17.94,19.02,18.44,22.2,14.77,17.81,0.998,non
27948,27947,0.0,0.0,0.0,0.0,1.0,1.0,0.2,2.6,6.59,4.23,4.23,9.95,10.3,7.89,8.36,0.954,non
13827,13826,17.73,22.8,0.0,0.0,1.0,1.0,0.0,17.21,22.19,19.02,21.25,24.29,30.75,24.61,26.16,0.999,non
32866,32865,0.0,0.0,0.0,0.0,1.0,1.0,0.0,18.03,31.56,22.31,23.07,11.41,16.61,11.36,12.76,0.997,non
10406,10405,0.97,0.0,0.0,0.0,1.0,1.0,0.32,14.5,26.04,19.06,21.63,16.61,30.99,24.44,24.56,0.999,non
30586,30585,8.69,11.19,0.0,0.0,1.0,1.0,0.0,9.77,13.73,9.74,10.94,11.68,21.31,12.62,17.16,0.994,non
26571,26570,5.92,4.86,0.0,0.0,0.0,1.0,0.0,11.89,17.81,14.78,16.91,11.39,15.95,13.21,13.5,0.998,non
34285,34284,2.74,1.43,0.0,0.0,0.0,1.0,0.0,13.54,18.46,14.53,16.84,10.27,14.53,11.34,13.61,1.0,non
3237,3236,0.68,0.0,0.0,0.0,0.0,1.0,0.0,38.83,40.4,30.54,33.43,15.24,24.59,20.36,23.4,0.978,non
4336,4335,0.7,0.1,0.0,0.0,1.0,1.0,0.0,15.98,27.06,18.03,23.85,19.81,27.97,24.23,24.87,0.994,non
29277,29276,1.26,0.0,0.0,1.0,0.0,1.0,0.0,14.51,26.34,19.54,21.19,15.05,28.05,18.54,21.24,0.999,non
15481,15480,1.0,0.0,0.0,0.0,1.0,1.0,0.3,15.19,28.3,22.69,18.53,14.84,21.9,21.66,22.83,0.985,non
578,577,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.76,17.43,10.99,11.67,10.28,15.72,15.88,14.06,0.982,non
24872,24871,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.19,0.0,0.0,10.02,13.82,10.63,12.66,0.582,non
14879,14878,0.6,0.0,0.0,0.0,0.0,1.0,0.0,25.64,31.99,22.44,24.48,8.8,10.06,7.35,8.39,0.999,non
11715,11714,0.92,0.0,0.0,0.0,1.0,1.0,0.31,7.45,17.66,13.0,13.53,18.56,25.03,19.37,26.38,0.981,non
30177,30176,3.55,4.96,0.0,0.0,1.0,1.0,0.0,12.66,21.32,10.75,11.52,14.86,17.98,13.13,16.3,0.978,non
17426,17425,0.37,0.0,0.0,0.0,1.0,1.0,0.0,16.35,18.72,11.88,15.43,6.87,14.65,10.1,10.04,0.972,non
19941,19940,0.16,0.0,0.0,0.0,1.0,1.0,0.0,16.1,23.22,23.48,22.0,13.25,24.35,13.56,22.97,0.973,non
35954,35953,3.15,0.0,0.0,0.0,1.0,1.0,0.0,17.28,19.01,19.85,18.06,15.95,22.21,16.58,19.8,0.991,non
22799,22798,1.76,0.83,0.0,0.0,1.0,1.0,0.2,12.66,18.47,13.28,15.86,16.36,21.67,16.21,21.11,0.999,non
26714,26713,0.3,0.0,0.0,0.0,1.0,1.0,0.0,15.61,21.18,19.81,21.01,1.59,3.83,3.83,3.83,0.984,non
208,207,0.23,0.0,0.0,0.0,1.0,1.0,0.0,26.97,36.66,35.06,33.08,13.59,14.11,9.49,13.19,0.98,non
26357,26356,0.62,0.0,0.0,0.0,1.0,1.0,0.0,8.95,13.28,6.09,10.75,14.83,21.39,17.67,15.69,0.975,non
24356,24355,1.89,0.0,0.0,0.0,1.0,1.0,0.0,21.54,30.82,22.96,24.16,18.29,22.38,17.54,18.85,0.998,non
12655,12654,0.21,0.0,0.0,0.0,1.0,1.0,0.0,19.43,25.19,18.77,20.46,7.89,7.89,6.25,7.89,0.994,non
1344,1343,0.31,0.0,0.0,0.0,1.0,1.0,0.0,22.31,34.06,26.0,28.14,12.53,20.12,15.96,15.78,0.999,non
20825,20824,10.22,14.39,0.0,0.0,1.0,1.0,1.0,22.78,34.11,21.76,22.49,16.54,20.29,15.84,18.54,0.992,non
6576,6575,1.22,0.0,0.0,0.0,0.0,1.0,0.0,21.6,28.84,21.51,23.1,14.17,25.27,12.93,21.02,0.987,non
24395,24394,8.39,7.52,0.0,0.0,1.0,1.0,0.0,12.66,18.35,13.91,14.75,7.73,10.82,7.93,9.46,0.999,non
22390,22389,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.25,11.08,8.14,8.36,13.25,24.66,15.86,17.47,0.97,non
2023,2022,0.45,0.0,0.0,0.0,0.0,1.0,0.0,16.41,25.75,20.21,20.74,23.93,38.7,27.77,30.67,0.999,non
4116,4115,1.14,0.0,0.0,0.0,1.0,1.0,0.4,20.29,35.82,24.48,28.57,17.49,22.98,20.19,17.82,0.991,non
17280,17279,0.15,0.0,0.0,0.0,1.0,1.0,0.31,7.12,13.05,11.15,11.15,6.23,13.16,5.83,10.9,0.973,non
5363,5362,0.73,0.0,0.0,0.0,1.0,1.0,0.67,16.59,26.76,19.56,25.21,19.76,26.08,22.62,24.28,0.996,non
18140,18139,0.69,0.0,0.0,0.0,0.0,1.0,0.31,14.19,23.97,18.44,17.09,26.0,28.32,23.26,30.91,0.98,non
30458,30457,5.08,4.41,0.0,0.0,1.0,1.0,0.0,15.04,18.61,14.46,17.41,12.44,20.28,14.97,15.32,0.994,non
14318,14317,26.47,46.64,0.0,0.0,1.0,1.0,0.0,12.13,27.04,15.91,15.14,14.7,23.7,18.24,14.41,0.991,non
31086,31085,0.35,0.0,0.0,0.0,1.0,1.0,0.0,17.0,20.07,18.52,18.46,12.56,14.79,13.1,11.69,0.998,non
858,857,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.92,22.66,18.19,21.18,17.36,34.54,22.83,21.07,0.985,non
15657,15656,0.32,0.0,0.0,0.0,1.0,1.0,1.0,17.04,30.99,15.24,18.03,9.22,25.33,21.89,21.9,0.957,non
8835,8834,0.77,0.0,0.0,0.0,0.0,1.0,0.0,9.59,18.81,11.81,13.65,11.47,15.57,12.49,10.39,0.987,non
28722,28721,0.29,0.0,0.0,0.0,1.0,1.0,0.0,9.48,15.69,12.18,14.55,10.52,19.28,14.94,16.6,0.999,non
19657,19656,1.85,1.96,0.0,0.0,1.0,1.0,0.0,20.01,37.03,27.62,28.4,10.88,20.46,18.97,16.42,0.996,non
3175,3174,0.18,0.0,0.0,0.0,1.0,1.0,0.0,12.5,18.64,16.06,17.53,14.78,21.04,15.27,13.47,0.987,non
35823,35822,0.0,0.0,0.0,0.0,1.0,1.0,0.0,18.47,25.18,19.63,17.55,9.99,15.83,12.08,15.16,0.987,non
22840,22839,27.73,53.23,0.0,0.0,1.0,1.0,0.0,19.57,24.61,19.06,21.63,19.95,25.12,19.44,22.08,1.0,non
23878,23877,0.79,0.58,0.0,0.0,1.0,1.0,0.0,10.58,18.64,16.11,20.73,25.79,39.02,31.52,31.92,0.988,non
22184,22183,0.69,0.0,0.0,0.0,0.0,1.0,0.0,8.93,14.49,12.18,10.82,11.91,17.74,9.23,14.59,0.979,non
5958,5957,9.84,4.39,0.0,0.0,1.0,1.0,0.0,22.32,31.7,24.11,25.63,8.89,13.8,14.16,12.13,0.99,non
21939,21938,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.16,9.16,9.16,4.15,14.65,18.75,16.41,15.45,0.968,non
10750,10749,0.19,0.0,0.0,0.0,0.0,1.0,0.0,6.16,8.71,6.1,7.27,16.69,23.45,19.54,20.41,0.998,non
3360,3359,0.14,0.0,0.0,0.0,1.0,1.0,0.0,14.58,29.78,19.12,22.51,13.83,23.18,14.29,21.11,0.995,non
35175,35174,5.18,4.06,0.0,0.0,1.0,1.0,0.0,14.93,17.52,13.02,15.44,14.42,17.45,15.36,15.09,0.997,non
8790,8789,0.8,0.0,0.0,0.0,1.0,1.0,0.0,15.71,29.75,17.9,20.83,17.36,23.19,16.15,17.91,0.993,non
36912,36911,1.29,0.0,0.0,0.0,1.0,1.0,0.0,10.48,19.61,16.69,14.9,10.07,17.81,13.93,9.5,0.991,non
33412,33411,0.15,0.0,0.0,0.0,1.0,1.0,0.0,15.23,29.03,19.93,22.9,8.31,19.42,8.27,13.02,0.987,non
34925,34924,4.08,1.96,0.0,1.0,1.0,1.0,0.0,9.39,15.33,13.26,12.06,11.03,17.2,12.71,14.6,0.996,non
31960,31959,0.0,0.0,0.0,0.0,1.0,1.0,0.0,21.18,20.15,16.79,16.64,5.51,6.69,6.69,7.36,0.98,non
33220,33219,1.46,0.3,0.0,0.0,1.0,1.0,0.0,9.91,16.05,13.89,13.91,15.82,18.42,15.44,16.33,0.992,non
5246,5245,2.23,0.0,0.0,0.0,1.0,1.0,0.33,21.47,37.21,28.46,24.62,21.41,32.92,20.01,23.15,0.993,non
18362,18361,3.98,1.54,0.0,0.0,1.0,1.0,0.0,19.76,28.07,19.61,24.35,37.27,44.14,28.93,37.01,0.996,non
18857,18856,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12.44,21.19,19.54,18.39,10.09,17.88,15.88,16.69,0.999,non
5179,5178,1.49,0.0,0.0,0.0,1.0,1.0,0.38,14.28,26.19,19.79,21.54,17.46,29.12,20.38,26.84,0.997,non
10264,10263,5.52,3.7,0.0,0.0,1.0,1.0,0.0,23.62,38.29,29.7,31.02,21.51,31.0,26.82,20.95,0.994,non
5735,5734,0.0,0.0,0.0,0.0,0.0,1.0,0.38,10.49,16.29,12.44,14.41,19.49,27.84,22.32,20.86,0.996,non
33896,33895,1.46,0.4,0.0,0.0,1.0,1.0,0.0,11.56,16.0,11.83,13.29,12.51,18.19,12.87,13.64,0.999,non
11613,11612,16.85,23.75,0.0,0.0,1.0,1.0,0.0,13.97,19.27,15.08,17.29,15.65,17.14,13.48,14.57,0.995,non
2969,2968,13.54,15.68,0.0,1.0,1.0,1.0,0.0,7.92,15.92,8.84,11.03,18.4,19.6,15.62,18.67,0.973,non
32314,32313,4.02,0.0,0.0,0.0,1.0,1.0,0.67,19.84,26.77,21.83,21.38,14.32,20.66,15.83,21.35,0.991,non
14715,14714,1.55,0.0,0.0,0.0,1.0,1.0,0.0,20.97,26.43,23.25,25.7,24.73,37.83,26.4,30.87,0.995,non
31066,31065,6.03,5.18,0.0,0.0,1.0,1.0,0.0,13.09,13.82,12.37,10.74,7.81,14.29,9.34,10.9,0.976,non
16321,16320,7.45,10.1,0.0,0.0,1.0,1.0,0.31,17.65,32.0,17.27,20.57,10.77,15.11,12.89,13.46,0.984,non
3013,3012,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.41,0.0,2.77,19.24,24.83,19.5,20.86,0.703,non
7539,7538,1.1,0.0,0.0,0.0,1.0,1.0,0.33,10.73,21.35,17.78,19.19,17.5,30.18,22.36,24.82,0.997,non
14495,14494,0.22,0.0,0.0,0.0,1.0,1.0,0.0,16.9,28.65,29.33,21.31,5.89,8.1,8.1,6.94,0.996,non
36905,36904,1.69,0.0,0.0,0.0,1.0,1.0,0.2,13.62,17.67,14.7,15.58,17.29,27.1,24.24,18.12,0.991,non
12524,12523,0.0,0.0,0.0,0.0,1.0,1.0,0.0,16.65,30.61,15.01,19.16,4.54,7.98,7.39,5.7,0.97,non
16049,16048,0.18,0.0,0.0,0.0,1.0,1.0,0.0,6.3,15.35,12.92,10.04,14.17,21.56,14.64,21.8,0.965,non
21715,21714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.49,21.37,13.74,16.38,10.59,22.48,17.04,12.69,0.978,non
36031,36030,1.03,0.0,0.0,0.0,1.0,1.0,0.0,13.67,25.34,15.63,19.26,17.77,23.06,18.02,16.1,0.987,non
17955,17954,1.41,0.0,0.0,0.0,1.0,1.0,0.0,16.1,21.54,12.49,16.31,15.18,16.39,14.27,13.82,0.99,non
14064,14063,1.49,0.0,0.0,0.0,1.0,1.0,0.3,14.6,27.15,23.02,24.7,19.71,36.57,29.27,28.37,0.998,non
33489,33488,2.61,0.0,0.0,0.0,1.0,1.0,0.2,22.03,24.33,20.98,22.77,14.05,22.58,15.87,17.52,0.991,non
32344,32343,3.95,3.35,0.0,0.0,1.0,1.0,0.0,14.06,20.46,14.67,17.21,19.45,25.15,21.89,21.59,0.997,non
22095,22094,0.6,0.0,0.0,0.0,1.0,1.0,0.0,13.9,23.29,13.97,19.46,13.1,14.67,12.14,11.53,0.982,non
2454,2453,3.01,0.51,0.0,0.0,1.0,1.0,0.0,31.36,53.74,43.7,42.76,24.31,35.83,22.89,30.69,0.992,non
16765,16764,2.1,0.0,0.0,0.0,1.0,1.0,0.0,13.78,18.3,12.63,15.17,10.46,17.58,13.75,15.82,0.993,non
30784,30783,1.72,0.0,0.0,0.0,0.0,1.0,0.0,16.91,24.91,17.98,15.24,18.48,30.87,23.35,29.03,0.982,non
37105,37104,0.69,0.0,0.0,0.0,1.0,1.0,0.0,12.02,25.81,12.88,16.95,14.76,17.86,14.99,16.25,0.972,non
4820,4819,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.51,18.55,14.51,17.01,16.33,25.28,18.78,15.69,0.986,non
28012,28011,0.08,0.0,0.0,0.0,1.0,1.0,0.0,25.65,40.47,27.67,32.12,9.43,21.27,15.95,18.08,0.991,non
32539,32538,0.13,0.0,0.0,0.0,1.0,1.0,0.0,10.0,14.11,13.18,11.83,8.92,8.11,7.9,2.6,0.934,non
26318,26317,0.41,0.0,0.0,0.0,1.0,1.0,0.2,19.89,24.74,20.97,19.48,8.61,13.65,10.88,11.76,0.994,non
20764,20763,0.64,0.0,0.0,0.0,1.0,1.0,0.0,23.84,30.88,22.74,25.85,16.85,19.3,18.23,19.3,0.996,non
2535,2534,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15.35,19.45,16.38,18.4,12.71,26.43,18.58,16.73,0.981,non
3,2,1.24,0.0,0.0,0.0,1.0,1.0,0.0,20.71,23.29,20.19,27.02,17.68,34.75,20.2,19.47,0.956,non
27544,27543,2.53,0.0,0.0,0.0,1.0,1.0,0.2,8.87,13.73,11.34,9.44,12.38,12.68,9.06,10.74,0.98,non
28449,28448,1.54,1.75,0.0,0.0,1.0,1.0,0.0,9.25,13.2,9.71,10.35,9.44,15.81,7.21,7.78,0.978,non
25136,25135,1.03,0.0,0.0,0.0,0.0,1.0,0.0,14.33,19.3,10.59,16.1,21.21,29.81,23.41,25.77,0.991,non
30467,30466,0.0,0.0,0.0,0.0,1.0,1.0,0.0,13.18,24.6,21.61,20.29,14.87,19.38,14.54,16.8,0.988,non
5597,5596,0.18,0.0,0.0,0.0,0.0,1.0,0.0,13.35,20.87,17.02,10.32,19.19,23.53,17.4,19.91,0.976,non
25805,25804,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.41,8.76,2.47,8.38,7.36,11.9,9.37,10.1,0.941,non
21269,21268,1.06,0.0,0.0,0.0,1.0,1.0,0.0,6.85,17.44,9.41,9.56,17.84,19.02,16.51,17.44,0.95,non
29565,29564,0.81,0.0,0.0,0.0,1.0,1.0,0.0,11.47,14.01,10.74,15.44,23.06,28.7,21.86,23.47,0.991,non
11387,11386,1.26,0.4,0.0,0.0,0.0,1.0,0.0,17.07,17.34,13.45,13.73,21.14,31.39,23.8,23.11,0.989,non
24670,24669,0.74,0.0,0.0,0.0,1.0,1.0,0.2,15.63,21.08,17.77,17.07,10.74,24.93,15.26,15.93,0.982,non
24784,24783,1.35,0.0,0.0,0.0,1.0,1.0,1.0,13.31,25.18,13.71,22.73,10.69,13.36,11.57,11.75,0.978,non
28637,28636,0.96,0.0,0.0,0.0,1.0,1.0,0.0,14.93,20.82,17.89,14.81,21.97,30.71,23.39,20.88,0.999,non
28135,28134,0.52,0.0,0.0,0.0,1.0,1.0,0.0,17.65,21.89,18.2,18.95,13.7,21.48,15.0,15.07,0.995,non
5413,5412,0.88,0.0,0.0,0.0,1.0,1.0,0.0,17.71,29.41,18.68,22.05,10.14,15.46,11.28,14.63,0.995,non
1029,1028,1.62,0.0,0.0,0.0,1.0,0.5,0.0,18.74,29.58,18.56,17.08,20.37,26.81,20.26,22.49,0.99,non
8280,8279,0.0,0.0,0.0,0.0,1.0,1.0,0.32,5.09,9.29,3.74,5.09,15.9,22.07,22.7,18.35,0.943,non
31975,31974,5.58,3.29,0.0,0.0,1.0,1.0,0.0,11.07,17.39,11.1,13.1,9.58,19.28,8.82,13.06,0.992,non
3198,3197,13.94,10.33,0.0,1.0,1.0,1.0,0.0,23.5,27.1,22.62,25.1,31.94,37.05,31.25,35.37,1.0,non
30117,30116,1.01,0.0,0.0,0.0,1.0,1.0,0.0,11.14,19.76,13.65,15.28,13.15,16.19,11.72,9.24,0.979,non
15814,15813,9.21,7.62,0.0,0.0,1.0,1.0,0.0,9.52,13.2,10.98,10.93,8.0,11.94,9.56,10.0,1.0,non
8874,8873,2.62,0.0,0.0,0.0,0.0,1.0,0.32,21.71,33.36,23.18,33.14,22.63,33.04,25.65,27.12,0.994,non
25475,25474,2.68,1.01,0.0,1.0,1.0,1.0,0.0,8.7,13.98,12.1,10.07,15.47,21.19,18.52,19.18,0.995,non
24935,24934,1.86,0.0,0.0,0.0,1.0,1.0,0.0,15.19,20.75,15.99,14.16,19.11,29.69,20.82,31.37,0.976,non
24744,24743,0.5,0.0,0.0,0.0,0.0,1.0,0.0,11.4,17.79,12.93,13.1,6.33,8.03,4.43,7.43,0.985,non
25772,25771,0.47,0.0,0.0,0.0,1.0,1.0,0.0,13.11,19.1,13.31,14.33,13.43,19.69,14.12,19.69,0.992,non
27847,27846,3.05,0.0,0.0,0.0,1.0,1.0,0.3,11.79,17.49,11.95,13.6,25.25,35.1,20.16,30.95,0.995,non
18213,18212,0.71,0.0,0.0,0.0,1.0,1.0,0.0,13.58,20.71,17.07,11.31,28.85,38.66,30.93,39.06,0.97,non
16740,16739,3.61,0.49,0.0,0.0,1.0,1.0,0.0,23.21,29.19,21.29,26.4,16.95,27.45,19.4,18.68,0.992,non
4389,4388,0.99,0.0,0.0,0.0,1.0,1.0,0.38,13.81,19.7,13.13,13.05,15.26,26.01,17.12,22.9,0.988,non
9484,9483,21.27,26.39,0.0,0.0,1.0,1.0,1.0,14.83,16.65,13.84,15.26,14.83,16.65,13.84,15.26,1.0,non
12964,12963,0.45,0.0,0.0,0.0,0.0,1.0,0.0,13.05,14.23,11.85,10.17,14.05,20.69,19.38,13.74,0.989,non
10600,10599,0.86,0.0,0.0,0.0,1.0,1.0,0.0,21.15,35.08,28.23,26.92,10.88,15.02,9.88,11.79,0.993,non
2671,2670,0.0,0.0,0.0,0.0,1.0,1.0,0.4,8.07,12.83,12.73,13.51,26.36,34.21,25.27,28.92,0.985,non
35132,35131,1.73,0.0,0.0,0.0,1.0,1.0,0.0,12.24,18.99,16.52,18.58,20.11,29.07,23.6,27.04,0.999,non
35555,35554,2.94,1.33,0.0,0.0,0.0,1.0,0.0,6.24,14.8,8.47,9.19,19.69,26.63,18.85,20.0,0.982,non
32195,32194,3.23,0.93,0.0,0.0,1.0,1.0,0.0,19.46,23.75,18.64,19.26,12.83,16.46,12.67,13.36,1.0,non
3603,3602,0.17,0.0,0.0,0.0,1.0,1.0,0.0,15.2,22.5,14.46,21.71,12.07,14.39,12.96,14.39,0.991,non
574,573,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12.89,15.23,13.24,12.4,7.92,12.27,10.34,10.34,0.994,non
4074,4073,0.97,0.0,0.0,0.0,1.0,1.0,0.0,16.28,22.2,18.1,20.68,15.13,21.97,13.36,19.88,0.995,non
32166,32165,22.58,27.79,0.0,0.0,1.0,1.0,0.0,20.54,29.02,19.79,22.11,19.62,25.07,16.44,19.08,0.999,non
35209,35208,0.42,0.0,0.0,0.0,1.0,1.0,0.0,7.18,18.96,9.51,16.01,13.01,17.57,10.34,12.88,0.969,non
3304,3303,1.52,0.0,0.0,1.0,1.0,1.0,0.67,15.98,22.88,18.97,20.79,12.42,26.47,15.45,19.06,0.987,non
14327,14326,1.16,0.0,0.0,0.0,1.0,1.0,0.0,16.58,30.63,17.88,24.98,21.36,36.58,30.19,24.91,0.984,non
32965,32964,17.71,25.32,0.0,0.0,1.0,1.0,0.0,15.06,20.64,15.88,18.56,14.15,18.01,13.77,15.92,0.999,non
5136,5135,0.59,0.0,0.0,0.0,1.0,1.0,0.0,21.52,28.58,24.63,23.67,19.59,27.08,24.11,21.36,1.0,non
14244,14243,1.41,0.28,0.0,0.0,1.0,1.0,0.31,18.78,28.78,18.48,24.26,9.53,21.55,15.49,15.38,0.988,non
26003,26002,0.0,0.0,0.0,0.0,1.0,1.0,0.2,15.92,31.54,31.37,29.59,14.51,20.59,13.43,15.32,0.972,non
6697,6696,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.51,33.99,30.57,32.7,11.87,21.79,19.01,19.48,0.996,non
5365,5364,0.43,0.0,0.0,0.0,0.0,1.0,0.33,17.98,26.21,20.75,20.99,14.25,23.2,11.67,14.26,0.986,non
7380,7379,0.39,0.0,0.0,0.0,1.0,1.0,0.0,12.66,15.31,12.78,13.75,20.62,29.07,25.59,25.48,0.998,non
21719,21718,0.76,0.0,0.0,0.0,1.0,1.0,0.0,23.86,30.26,16.62,27.77,22.78,35.32,26.69,25.05,0.981,non
4091,4090,0.59,0.0,0.0,0.0,1.0,1.0,0.0,29.09,51.3,34.27,39.7,8.4,18.57,12.77,15.5,0.996,non
16700,16699,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.8,18.34,21.04,16.85,9.19,10.61,8.39,8.39,0.974,non
18391,18390,13.81,15.77,0.0,0.0,1.0,1.0,0.0,23.58,32.44,24.84,32.1,14.95,20.49,13.47,16.32,0.995,non
35126,35125,1.41,0.99,0.0,0.0,1.0,1.0,0.0,10.12,18.34,13.88,17.87,11.14,17.64,13.46,11.86,0.984,non
15593,15592,28.4,60.14,0.0,0.0,1.0,1.0,1.0,11.96,14.6,11.36,12.4,13.52,16.54,13.69,14.87,1.0,non
12102,12101,1.98,0.0,0.0,0.0,1.0,1.0,0.0,10.96,19.74,16.04,18.75,15.95,23.39,12.64,17.24,0.98,non
5221,5220,1.47,0.4,0.0,0.0,1.0,1.0,0.33,15.8,26.48,19.74,18.95,14.51,19.7,17.05,14.53,0.997,non
23932,23931,4.74,0.64,0.0,0.0,1.0,1.0,0.2,22.5,33.14,22.97,25.31,12.65,14.34,13.82,10.66,0.988,non
22930,22929,1.23,0.0,0.0,0.0,1.0,1.0,0.2,22.05,35.34,20.7,27.52,9.53,23.04,19.97,17.49,0.975,non
6560,6559,0.0,0.0,0.0,0.0,1.0,1.0,0.0,17.5,25.12,19.61,18.34,17.41,24.33,16.44,18.37,0.998,non
36116,36115,2.07,0.44,0.0,0.0,1.0,1.0,0.0,15.58,23.34,14.67,19.81,20.21,27.27,17.89,22.01,0.999,non
33074,33073,0.76,0.0,0.0,0.0,1.0,1.0,0.0,8.26,11.7,11.7,8.26,17.82,24.71,19.07,18.98,0.991,non
2108,2107,0.0,0.0,0.0,0.0,1.0,1.0,0.0,13.0,22.86,13.57,15.54,9.45,20.14,14.47,12.58,0.993,non
28117,28116,1.5,0.0,0.0,0.0,1.0,1.0,1.0,17.61,21.41,18.88,20.28,10.87,23.68,15.03,23.04,0.976,non
27267,27266,0.94,0.0,0.0,1.0,1.0,1.0,0.0,7.3,13.82,6.2,6.56,8.85,15.36,9.66,11.12,0.985,non
25817,25816,0.22,0.11,0.0,0.0,1.0,1.0,0.0,12.66,16.41,13.5,15.02,15.88,22.74,18.33,19.91,0.999,non
26477,26476,1.22,0.46,0.0,0.0,1.0,1.0,0.0,14.42,18.51,17.49,20.55,11.89,16.18,13.01,13.71,0.994,non
36472,36471,0.28,0.0,0.0,0.0,1.0,1.0,0.0,22.78,32.4,23.49,29.93,18.81,34.96,30.99,31.3,0.991,non
873,872,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.99,12.93,12.93,8.01,13.66,19.99,16.74,13.91,0.99,non
4367,4366,0.87,0.0,0.0,1.0,0.0,1.0,0.0,23.31,26.12,21.1,25.47,24.36,41.21,33.29,30.99,0.986,non
31318,31317,6.28,2.24,0.0,0.0,1.0,1.0,0.0,13.05,15.37,12.17,14.41,8.4,16.17,10.06,12.0,0.985,non
20377,20376,0.52,0.0,0.0,0.0,1.0,1.0,0.0,8.22,16.5,10.16,10.91,14.12,14.81,10.76,18.15,0.958,non
18700,18699,1.49,0.81,0.0,0.0,1.0,1.0,0.25,23.19,31.05,28.14,25.4,21.38,25.44,18.8,20.61,0.994,non
16443,16442,1.64,0.0,0.0,0.0,1.0,1.0,0.25,5.92,12.6,9.2,11.31,14.1,27.6,17.95,23.03,0.998,non
12194,12193,6.62,2.46,0.0,0.0,0.0,1.0,0.0,7.0,17.54,13.99,13.91,10.05,17.6,15.21,14.78,0.995,non
24189,24188,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.24,27.2,20.86,27.84,7.19,13.07,6.47,13.51,0.977,non
6782,6781,1.76,0.0,0.0,0.0,1.0,1.0,0.0,13.7,22.61,16.89,17.12,15.87,21.63,14.57,17.13,0.996,non
