bug ID,crypto,general,java,networking
37524,21.8804,26.3406,22.2678,25.7678
37523,6.3941,10.5423,6.1519,7.3668
37522,12.4356,22.6679,15.5853,14.8825
37521,1.9635,1.9635,1.9635,1.9635
37520,13.6813,14.131,14.0277,14.5541
37519,18.9354,27.9805,24.1356,28.675
37518,9.2684,21.8425,14.9864,14.3093
37517,14.7571,22.5653,17.2473,18.5345
37516,15.1788,22.6386,19.7273,20.3823
37515,8.1835,10.8801,9.4744,9.5936
37514,9.3312,13.1467,13.1467,16.0448
37513,12.716,19.2749,16.408,14.7322
37512,12.5946,20.8456,19.2849,21.8013
37511,22.3112,37.7643,27.3157,27.2961
37510,15.6799,23.125,20.2681,20.4441
37509,21.7211,26.6376,18.8783,20.7846
37508,22.922,27.2875,16.6096,20.4827
37507,26.5358,26.9281,22.8483,23.6155
37506,16.6089,19.3024,16.7812,18.8668
37505,10.8182,9.6589,10.6235,11.3567
37504,4.6501,7.5478,7.2283,7.2283
37503,12.6054,16.3085,10.4123,17.1104
37502,16.3996,26.187,16.8842,17.1856
37501,24.0731,27.0368,19.0119,22.5923
37500,17.5231,26.1865,17.3026,23.1957
37499,17.9356,12.9132,12.195,10.5601
37498,20.9413,36.3075,26.349,30.0247
37497,19.9256,31.6929,28.4159,23.1386
37496,11.8139,18.1433,13.7531,11.4821
37495,13.402,18.0662,15.0937,13.905
37494,21.2772,33.9353,25.9082,40.3929
37493,18.8221,34.3378,26.3432,25.0798
37492,11.2082,21.7901,11.4001,12.4491
37491,17.3378,27.7318,21.9778,21.5322
37490,13.2969,30.8379,19.793,20.3207
37489,14.5519,21.2753,14.0195,13.8284
37488,11.6786,26.5004,20.0323,20.7538
37487,11.9079,15.6109,14.9556,15.6109
37486,6.4653,5.1908,5.1908,5.1908
37485,14.3776,16.6233,13.0751,11.9899
37484,11.5942,22.5758,20.4859,15.5226
37483,3.7693,3.3163,3.3163,3.3163
37482,22.8305,40.0006,30.2092,34.7017
37481,14.1006,9.585,9.7861,11.3288
37480,15.0858,19.9913,15.477,17.9028
37479,19.2688,27.0711,23.9446,28.0851
37478,17.5816,21.0063,17.1586,18.9178
37477,17.5816,21.0063,17.1586,18.9178
37476,21.8603,31.0914,23.9904,28.6225
37475,13.8262,22.393,17.3072,16.992
37474,19.9983,29.9038,18.0396,24.7673
37473,16.234,27.2593,18.7954,14.0871
37472,8.3782,22.6141,15.907,12.7066
37471,9.6433,18.3006,14.3825,17.0558
37470,18.9236,27.6714,24.3142,25.6359
37469,20.0847,36.7326,29.1121,34.2817
37468,13.5176,29.4204,18.3825,22.055
37467,15.957,21.7983,14.9444,18.1994
37466,5.8268,9.989,7.165,9.989
37465,19.9184,25.1687,18.6975,22.1877
37464,6.9123,11.5169,9.4381,6.4385
37463,20.7093,29.4463,26.2077,27.1154
37462,20.6988,21.7436,19.6171,20.3772
37461,16.9725,29.5554,19.7125,22.0318
37460,15.1517,20.9053,13.5471,15.8643
37459,31.3634,39.3718,31.2164,35.5701
37458,18.3151,26.5599,22.3687,20.3953
37457,9.6269,16.3273,9.3307,16.2198
37456,10.2543,14.4196,10.7318,10.9215
37455,4.4954,6.3756,5.3546,3.6383
37454,17.1767,27.6858,21.1668,22.547
37453,17.1619,28.9509,19.957,20.4371
37452,22.167,26.6915,25.5555,23.7734
37451,10.7886,25.6254,24.0651,22.6969
37450,15.8427,27.925,19.287,20.409
37449,13.5119,26.1556,19.2309,20.4886
37448,22.3044,25.2587,22.676,17.6703
37447,14.7483,22.767,14.8155,18.9184
37446,12.682,20.9026,13.2848,16.9508
37445,14.3464,13.4001,13.4001,14.8761
37444,23.3882,30.7797,25.7409,26.7517
37443,17.4346,23.9907,17.8873,17.3893
37442,15.0682,24.7822,17.5394,21.1209
37441,12.657,26.114,16.7383,24.7397
37440,8.1932,16.7968,9.3248,11.77
37439,22.2522,33.3758,25.2919,27.8164
37438,3.8364,8.2653,5.6662,3.8364
37437,22.6274,37.8137,31.8351,34.4845
37436,12.5876,23.2608,17.121,18.1443
37435,17.1655,26.22,23.2334,21.1417
37434,14.8091,26.2312,17.2032,18.7946
37433,19.9065,30.6377,22.129,21.6324
37432,26.6043,43.7185,33.0706,33.0891
37431,20.1357,32.0525,19.4412,19.1322
37430,11.6106,14.1251,9.6305,14.0743
37429,6.2844,12.0623,9.3312,9.1825
37428,17.0445,24.5694,17.6726,20.31
37427,20.6543,31.3877,24.3476,23.6279
37426,25.5649,31.9293,29.4287,37.567
37425,26.0715,33.708,26.3048,38.5769
37424,21.256,29.8066,21.7937,22.8182
37423,21.6281,42.3237,30.3033,25.8452
37422,5.8665,20.1682,15.6845,12.852
37421,19.6177,34.6596,29.9124,30.1657
37420,7.9083,17.6412,12.3443,9.5345
37419,14.5678,27.5537,19.2055,19.3347
37418,19.0284,28.7343,23.4257,22.6193
37417,22.4872,38.2182,32.0298,29.1889
37416,14.3247,22.8531,7.9717,19.7941
37415,14.3942,22.9671,18.0967,21.0012
37414,7.5449,21.8797,8.564,10.8742
37413,15.5767,18.3499,22.2763,18.5288
37412,15.0413,33.6944,27.168,25.4641
37411,19.3196,25.3425,17.8591,22.0034
37410,17.1647,29.3025,22.0919,27.8397
37409,20.8279,27.3487,21.2736,25.2778
37408,14.6584,26.3487,21.9487,13.511
37407,20.5738,33.4366,23.0526,30.5171
37406,10.9544,16.2228,12.4661,12.0059
37405,18.4943,35.3706,20.2051,22.0362
37404,29.2867,43.3836,31.2391,39.4961
37403,15.8123,27.467,20.008,22.6345
37402,11.3066,15.2691,10.1315,11.3066
37401,26.3566,35.2059,24.8419,29.8655
37400,11.5717,9.148,7.4155,10.7432
37399,9.1499,14.398,11.4696,12.7848
37398,3.4806,7.2303,5.9424,6.2494
37397,6.8816,11.5153,10.2583,8.506
37396,18.6724,28.1775,19.3741,20.416
37395,17.346,24.5889,16.8731,21.7926
37394,4.7766,8.4323,7.3672,4.7766
37393,35.8675,43.8912,34.7748,34.7595
37392,12.7721,21.4025,14.7128,17.3859
37391,12.9774,20.5146,14.6498,10.0554
37390,11.7545,18.5729,13.7563,13.0566
37389,13.1591,26.9932,23.1417,20.6467
37388,22.9289,32.0287,21.9514,24.8479
37387,8.8888,20.4773,14.9045,13.5118
37386,19.696,23.6626,19.4067,21.0298
37385,18.658,20.7848,16.9818,21.7491
37384,18.8914,21.0097,17.1684,22.1042
37383,18.5946,30.4943,18.3133,20.9942
37382,25.2754,31.6505,25.5147,31.3638
37381,6.3812,11.6592,5.6013,7.386
37380,26.1542,36.9248,37.3626,29.2356
37379,9.7485,19.6804,18.1419,16.85
37378,20.5968,26.6012,26.0676,22.6983
37377,10.1824,17.574,15.5519,16.1939
37376,6.5948,13.1272,12.4324,19.2821
37375,12.874,22.7057,21.2279,20.3967
37374,10.0675,23.3707,20.2801,18.1836
37373,8.1121,13.6462,12.0187,10.9884
37372,22.6948,33.496,24.8187,30.1488
37371,20.2876,28.1141,24.8637,26.4868
37370,9.8224,15.7317,12.7518,10.823
37369,4.8706,10.6407,6.1606,7.8728
37368,14.012,17.1612,12.6404,16.3351
37367,3.1386,7.1315,6.0297,4.7202
37366,17.6267,21.6016,15.0923,15.0892
37365,20.6298,28.6578,21.6634,17.3103
37364,3.6173,10.0079,7.0879,7.5927
37363,5.0908,9.4955,8.0427,6.9146
37362,6.3868,10.0327,8.8679,6.396
37361,3.3625,11.143,8.6499,8.3599
37360,7.7279,9.6183,7.5254,8.3715
37359,21.195,27.5798,26.2432,21.9486
37358,15.3518,17.8263,16.295,14.4136
37357,21.8313,38.4781,27.2509,28.8387
37356,15.987,21.4893,16.2304,17.3006
37355,15.6613,26.5241,20.8107,24.601
37354,9.7889,12.0371,5.5046,10.0879
37353,17.5427,24.5209,16.7745,20.4613
37352,12.8094,14.5217,12.4868,10.8383
37351,17.2825,26.2897,25.3671,24.3623
37350,4.982,8.6841,7.1861,8.6841
37349,6.2349,14.1979,10.0971,10.0971
37348,18.7557,30.2791,21.2098,22.4128
37347,11.2005,15.0666,9.2231,14.1132
37346,5.7669,11.5887,7.4081,5.7493
37345,10.6321,14.5305,13.8983,14.5305
37344,5.5982,16.7894,9.2044,10.2876
37343,23.4913,25.2495,19.4258,19.6106
37342,6.7608,11.1402,7.0466,10.0317
37341,21.5995,34.3096,24.0687,27.3906
37340,16.1084,25.6721,20.7457,23.8764
37339,25.2827,28.4011,23.6126,27.224
37338,19.96,28.5971,25.2033,29.7827
37337,11.0586,10.8627,12.6471,9.6064
37336,17.8452,30.8857,13.3396,13.6477
37335,23.0959,32.5681,28.9901,26.8633
37334,14.9986,30.4022,23.5376,24.1574
37333,15.2586,23.7405,20.0973,20.2857
37332,22.008,23.6637,19.7026,17.2237
37331,6.8774,10.6165,7.1785,7.5947
37330,16.3588,24.7639,22.2959,21.7799
37329,15.6794,25.9687,19.9382,20.5479
37328,7.8655,11.4839,9.6616,9.184
37327,22.9649,37.0306,30.2517,26.5133
37326,15.2288,20.4882,16.6147,16.3824
37325,21.795,27.4718,22.4536,23.9524
37324,21.1354,30.2442,23.3605,23.8438
37323,19.4426,25.002,13.3797,19.5482
37322,15.4791,22.9611,14.5882,16.0923
37321,8.7443,12.7902,17.1705,12.1061
37320,7.0771,12.233,10.5787,9.687
37319,6.0043,11.4945,9.4255,9.8087
37318,9.8027,15.1053,12.906,12.0627
37317,9.6389,14.349,12.8403,11.1593
37316,11.1803,20.0292,9.8777,9.5683
37315,9.4377,8.8927,8.8927,9.9177
37314,21.0047,30.2293,15.4462,21.0913
37313,15.2678,31.0629,14.8242,22.3489
37312,11.3045,13.1849,8.5526,9.6405
37311,6.6268,12.9172,9.6008,8.8635
37310,3.1996,9.7101,7.8441,6.933
37309,13.4834,19.0019,14.9725,12.9206
37308,11.6852,16.8953,12.8077,12.0207
37307,11.0025,14.8859,13.0237,12.9922
37306,13.1216,25.3642,17.0845,17.9686
37305,12.5295,20.153,21.6528,18.2137
37304,16.9592,25.8355,17.1455,21.1007
37303,17.3268,25.5069,16.2232,24.3808
37302,8.2883,19.6576,14.3046,15.6451
37301,18.6089,21.0612,14.8532,20.6827
37300,17.2696,23.4317,17.2236,16.9497
37299,15.158,24.7312,18.7795,19.3836
37298,11.8382,17.9013,11.7298,17.0453
37297,20.7263,31.2227,23.0108,25.7646
37296,17.3612,19.5941,16.2124,16.0789
37295,18.8063,25.6901,18.6969,21.6218
37294,14.1867,18.7024,14.2705,16.7111
37293,11.3943,19.6009,12.222,15.5991
37292,18.6413,26.7805,16.4037,19.2763
37291,23.4054,27.692,21.3522,21.2699
37290,10.4806,16.0021,11.5414,12.4229
37289,22.2017,31.2449,17.3008,22.8786
37288,12.0411,26.1018,16.6706,17.1399
37287,17.7696,27.8491,21.0738,24.281
37286,21.4315,27.4946,22.3958,23.7641
37285,8.7217,14.4056,12.6965,13.5892
37284,13.1856,18.1942,9.5194,15.618
37283,1.3078,7.4899,3.6388,7.4899
37282,23.8232,41.6889,30.2299,33.6117
37281,17.0906,21.4794,12.7599,11.7329
37280,13.2225,25.7227,20.595,16.783
37279,18.1309,26.8307,21.8098,24.016
37278,10.4795,18.2172,12.0135,12.8911
37277,14.8413,30.7577,24.3558,25.253
37276,7.0077,11.816,8.3732,9.1948
37275,7.6472,20.7009,16.0398,11.4033
37274,5.7653,14.7406,10.6553,11.8979
37273,8.9508,13.7158,12.425,10.8745
37272,15.8751,29.1544,19.3835,17.9026
37271,16.3412,21.3364,18.6482,19.3421
37270,4.4251,10.8084,5.7856,6.1795
37269,15.9024,21.1857,14.2561,11.8875
37268,20.0388,28.9333,26.4583,24.9952
37267,14.1482,16.177,12.7373,13.9327
37266,9.341,19.1796,14.9062,14.649
37265,14.9335,23.9234,20.4977,18.9194
37264,14.9232,19.5838,14.9123,15.3484
37263,8.5019,10.6082,9.0431,10.3708
37262,15.8585,19.1601,17.6357,16.6399
37261,11.4438,20.5957,15.4088,17.9752
37260,33.3697,49.8767,36.6327,42.3293
37259,7.5206,15.5165,11.1862,8.7668
37258,19.3912,41.1,21.251,25.0706
37257,9.9896,14.2544,10.6732,12.6543
37256,20.7257,31.1848,24.2871,22.5458
37255,11.6157,15.4467,11.9634,16.0876
37254,5.5061,11.0993,6.3588,6.996
37253,23.8391,27.1662,21.0824,28.1174
37252,22.8067,34.4156,31.1799,27.3483
37251,15.815,25.5974,24.237,23.4987
37250,22.3441,27.5464,21.2536,26.3052
37249,15.0399,26.7768,15.2755,17.1908
37248,26.648,29.5597,23.0898,28.9655
37247,21.0456,32.971,21.4378,22.3291
37246,10.0571,22.9114,17.1449,18.9414
37245,19.4056,23.9217,16.8491,19.7567
37244,7.9843,14.4413,13.2596,14.5477
37243,12.2371,16.9403,11.5361,15.4964
37242,4.0882,8.9341,4.5737,4.0882
37241,9.976,19.4261,11.8457,12.4564
37240,29.9486,41.1917,29.74,34.9747
37239,12.8502,30.5918,18.0391,18.0778
37238,22.4221,29.8489,24.9565,25.7594
37237,18.1557,26.95,20.8335,24.2319
37236,18.3875,37.4831,24.0759,23.0149
37235,5.7994,19.6096,14.7722,9.3205
37234,14.3938,15.7976,18.3132,12.2846
37233,6.8795,10.4334,8.1083,8.0021
37232,12.2655,26.3607,17.8408,21.5526
37231,25.4546,30.4517,18.8041,25.5982
37230,11.4174,20.194,15.0291,14.0645
37229,6.5256,16.2203,9.0527,7.693
37228,17.1337,27.7572,19.5672,24.2805
37227,11.9038,16.7009,13.7635,19.8728
37226,19.246,23.1002,19.6349,20.0908
37225,17.4919,21.9711,16.7834,18.3265
37224,25.2914,35.2343,28.4722,30.0017
37223,6.8337,17.0962,13.2117,12.268
37222,19.4594,25.0211,19.5697,23.8735
37221,25.5001,29.1286,21.2746,32.7599
37220,30.9182,32.9576,25.4068,27.4579
37219,25.7487,33.0651,26.4044,23.4124
37218,21.1837,25.0448,20.9717,22.3384
37217,18.2406,30.745,22.3571,27.3689
37216,12.3053,23.605,20.5434,23.4184
37215,17.2046,33.091,31.4461,26.6313
37214,22.6921,26.5746,21.55,21.893
37213,32.0914,31.477,27.9347,29.7427
37212,22.9563,34.2384,27.9724,25.9049
37211,15.4526,25.0076,19.5845,20.1218
37210,26.1409,29.5933,25.2248,30.1902
37209,34.0912,41.757,26.0617,35.7043
37208,15.0882,19.5232,15.8906,16.7527
37207,12.1042,24.6754,16.997,18.2883
37206,15.5428,23.5821,18.4856,16.9749
37205,16.7591,25.7467,23.8147,25.7467
37204,11.7891,16.5363,12.2321,11.3825
37203,15.1225,22.3108,12.3983,18.0985
37202,18.2144,23.8273,18.1537,19.8607
37201,13.1843,23.2312,16.146,19.8789
37200,15.7139,20.203,9.5089,12.5683
37199,11.9012,23.8573,15.4594,18.1974
37198,16.8194,27.6818,20.9494,22.8754
37197,16.8194,27.6818,20.9494,22.8754
37196,8.5564,16.0874,13.6038,12.2863
37195,10.4783,21.4063,14.1633,16.452
37194,14.7729,18.7294,16.1563,16.0917
37193,11.3821,17.4075,11.8906,7.1833
37192,15.8996,19.5712,16.5987,17.4827
37191,14.7614,31.2085,25.8379,27.8261
37190,24.3589,34.9231,27.3146,30.9251
37189,3.6185,15.7901,9.9689,5.3453
37188,21.6551,26.783,24.9156,20.7366
37187,15.4136,23.8067,18.5836,17.8032
37186,21.9571,25.9609,18.3107,28.6329
37185,13.5436,16.0014,12.4299,11.9383
37184,15.347,24.7398,14.7104,17.3466
37183,2.2681,4.5278,3.8824,4.0331
37182,16.3308,15.6633,13.838,14.274
37181,17.5534,24.2457,16.7544,25.6445
37180,27.8424,35.7785,30.7401,30.0771
37179,10.4431,12.8049,12.7462,11.5584
37178,33.9451,41.4988,35.4261,39.2076
37177,0.9552,5.2824,4.628,1.9989
37176,4.9409,8.7807,7.5447,5.733
37175,4.9409,8.7807,7.5447,5.733
37174,36.8498,41.0715,28.2549,27.8788
37173,6.2847,9.3535,7.5732,4.998
37172,10.65,18.0505,11.1611,15.075
37171,10.4338,19.7477,16.3662,11.2612
37170,18.937,31.1345,19.3145,24.6001
37169,16.2235,19.3279,16.9838,16.2521
37168,18.3261,24.8186,20.0879,15.9946
37167,16.5812,23.4276,20.4551,19.0764
37166,21.2884,25.0867,20.2801,20.1001
37165,26.3122,31.5769,25.8091,27.0225
37164,9.2204,14.5094,7.0658,10.3502
37162,14.8399,17.9341,16.0145,20.9144
37161,11.3053,20.1792,14.7557,12.1309
37160,14.3406,17.1935,14.4731,17.1935
37159,2.6498,5.8175,4.4724,6.8022
37158,18.9162,33.7628,21.0844,30.0397
37157,8.7716,13.5839,11.5859,13.1669
37156,23.9226,36.8143,24.7572,32.3272
37155,16.7038,30.6091,18.852,19.8861
37154,15.5164,20.7594,18.5602,15.7324
37153,18.7,24.759,18.5552,13.1935
37152,15.0253,22.6219,17.6025,17.3291
37151,5.1636,9.6614,6.9814,6.9955
37150,6.1731,8.9257,9.865,8.6498
37149,8.2241,12.3795,9.646,10.033
37148,21.2298,29.9049,20.0771,26.1644
37147,25.8471,40.4581,33.8117,29.8452
37146,20.3631,27.5251,18.8711,23.0136
37145,20.2727,23.1226,16.2694,19.7976
37144,16.9045,19.004,16.0046,17.4257
37143,7.4806,12.8161,10.1995,11.0782
37142,9.7622,11.6488,9.7461,8.474
37141,31.6281,36.9642,27.2765,36.1505
37140,20.257,29.1709,16.2696,20.9856
37139,9.3508,15.1342,12.2832,12.2832
37138,18.5539,30.9471,21.0908,25.2047
37137,25.9497,28.3579,20.6437,14.2013
37136,9.351,16.0705,10.511,10.0507
37135,16.138,25.6966,19.4545,17.9832
37134,17.6275,28.6209,21.3755,20.2464
37133,16.5177,22.0341,17.4215,15.5235
37132,15.4432,27.8707,20.3171,24.6125
37131,18.2907,27.687,20.3632,19.0214
37130,17.5125,24.7258,20.3558,18.7706
37129,7.3887,16.0469,12.7015,10.345
37128,15.8805,31.3569,23.2435,25.6327
37127,12.7304,24.546,16.9186,18.1562
37126,15.5179,31.8525,19.142,26.9147
37125,11.9648,20.2428,17.0609,14.1614
37124,11.8716,22.9743,19.5427,20.7929
37123,7.9546,12.5196,11.6789,10.832
37122,26.8921,36.412,25.6824,32.1478
37121,20.778,39.8978,32.5933,27.8115
37120,11.9922,18.8849,13.8066,12.0198
37119,21.5742,26.9811,17.9141,23.3959
37118,8.6505,10.8877,8.1043,9.2877
37117,15.6638,27.0825,20.2206,17.8243
37116,16.1875,31.6753,19.8035,21.4025
37115,13.3457,19.0644,15.7291,11.9522
37114,12.7478,22.1262,17.4844,18.2138
37113,20.1976,30.9474,21.9189,30.7779
37112,14.2347,22.6246,15.9376,15.4463
37111,19.8166,26.8458,24.6214,23.1404
37110,18.7604,22.9586,17.4873,18.2809
37109,11.9878,14.9444,13.9173,12.8096
37108,22.3236,24.3878,18.7185,21.079
37107,18.694,21.5728,17.2815,19.5095
37106,15.9703,18.1103,13.9043,18.0698
37105,12.0193,25.808,12.8768,16.9481
37104,14.7643,17.8601,14.9947,16.245
37103,14.7922,16.755,11.4788,17.6918
37102,18.8674,27.343,18.709,21.0944
37101,22.4221,26.6354,17.7682,23.383
37100,13.7293,23.2623,15.0633,18.2286
37099,9.1134,21.2868,15.0221,14.4027
37098,18.3706,24.5921,19.6175,23.5381
37097,5.42,15.2881,11.0994,7.9028
37096,20.2626,24.9653,21.0767,22.7844
37095,4.6273,12.8879,7.2428,9.447
37094,17.7259,30.8288,21.3989,22.3951
37093,11.5793,16.8992,11.6791,17.3188
37092,21.2183,33.4631,21.9498,24.7406
37091,19.545,13.54,10.9364,12.3429
37090,12.9951,28.188,20.0704,21.1242
37089,10.6741,19.1604,12.4518,16.9463
37088,12.7099,19.8509,11.9219,12.7106
37087,17.939,25.4105,21.7669,22.5777
37086,0.0,4.3221,1.2089,5.2801
37085,0.0,4.3239,1.2263,5.3561
37084,28.2699,38.67,29.916,37.7861
37083,16.1213,19.8763,14.5061,17.4156
37082,17.0371,24.7542,19.0617,24.0941
37081,15.3722,18.3916,16.8885,17.0342
37080,15.0712,24.2807,16.6423,18.5704
37079,13.5358,15.1332,12.7396,12.2339
37078,11.76,16.7772,12.8217,16.7772
37077,19.9845,24.5569,21.3744,16.6678
37076,18.0292,20.4499,16.1555,17.7696
37075,9.9911,22.1701,17.5286,20.0589
37074,13.1249,22.6178,13.7875,19.6239
37073,16.9466,17.521,14.5485,15.4325
37072,16.017,23.4234,20.7088,15.2981
37071,18.4958,21.3099,19.9697,22.5895
37070,12.2112,16.0215,14.1018,15.0153
37069,28.1821,47.9153,36.8559,35.1478
37068,20.5811,30.7358,26.517,29.6215
37067,21.4994,40.1257,24.7092,29.2905
37066,22.4423,31.449,29.8411,31.1166
37065,9.0821,22.2784,15.8226,18.6969
37064,13.6688,22.3258,14.9729,16.5159
37063,23.481,36.0382,28.5967,25.1706
37062,10.2335,17.8284,12.1928,14.7096
37061,10.3038,23.9835,16.3846,18.8539
37060,9.5028,15.7953,12.0168,12.7102
37059,17.8676,25.2118,18.5594,18.2048
37058,17.529,21.3396,16.3352,16.1108
37057,13.0836,25.6437,17.6386,22.7439
37056,10.5833,12.1158,10.3254,9.6619
37055,13.233,15.6429,15.9455,18.525
37054,12.498,24.831,21.7927,19.0867
37053,16.0477,19.2063,14.8977,15.985
37052,22.5413,38.3979,26.2715,28.9182
37051,11.1793,14.787,9.9433,16.8377
37050,15.1988,23.6252,19.1869,21.1664
37049,19.7439,23.0628,17.9056,15.9655
37048,16.849,18.204,15.5677,13.2686
37047,5.4344,12.2648,8.2173,8.3361
37046,11.7083,16.039,13.7516,15.6233
37045,11.8688,20.4294,17.3887,14.0232
37044,11.8688,20.4294,17.3887,14.0232
37043,24.6192,36.4576,20.7324,27.2236
37042,24.6192,36.4576,20.7324,27.2236
37041,16.8914,23.1006,26.6951,20.8276
37040,10.9634,12.7688,6.917,14.8636
37039,3.2854,2.1854,1.4752,4.7614
37038,13.2015,17.7423,15.8201,13.2015
37037,28.7383,31.4674,25.3534,30.6127
37036,16.8828,29.4537,25.0978,22.138
37035,20.5862,20.6281,14.2452,17.1208
37034,19.4646,25.0364,17.659,19.8755
37033,10.2708,16.9719,11.6283,12.6082
37032,2.2755,0.0,0.0,2.2755
37031,27.0042,36.3146,30.987,38.3089
37030,24.664,29.2906,25.9516,24.7696
37029,20.2999,34.3695,29.193,29.1699
37028,16.9617,25.8579,22.0129,24.2642
37027,15.7819,17.4667,11.726,20.1949
