bug ID,crypto,general,java,networking
27104,17.9407,24.3388,11.0483,21.5651
27103,13.5451,22.994,16.0759,21.0681
27102,7.7034,17.7935,12.0423,10.3476
27101,10.3219,13.9648,10.2175,13.1026
27100,12.8067,16.2626,12.2015,15.188
27099,16.4131,20.0097,14.8404,16.0222
27098,11.2582,21.2093,15.8084,18.5803
27097,12.8699,19.4662,17.2372,13.7649
27096,25.0898,40.7132,34.1554,30.1489
27095,19.0583,38.9495,28.5931,28.412
27094,9.8424,16.4071,13.1725,14.5892
27093,13.9923,19.2222,14.8688,16.2313
27092,7.9084,11.2251,4.5973,17.3818
27091,10.391,14.963,8.4369,12.3478
27090,7.8819,11.6959,4.6766,9.8426
27089,6.2377,15.3478,9.0471,9.8167
27088,15.3391,19.1723,16.1998,17.0838
27087,12.4538,17.5925,8.9865,11.997
27086,7.9977,11.01,9.9919,10.1658
27085,14.4563,16.8804,13.8814,14.074
27084,9.2399,16.8081,13.1472,11.9407
27083,9.1584,14.3319,12.9609,10.6591
27082,10.3105,14.4988,12.8345,13.8254
27081,18.3121,24.3684,18.3984,18.7866
27080,10.4434,16.2229,10.0396,13.1331
27079,11.1509,15.1087,12.5776,10.6874
27078,15.2468,21.3273,12.4468,17.3243
27077,12.8888,12.2216,6.6668,13.0669
27076,10.0562,19.1106,14.2217,16.99
27075,15.0596,19.5803,13.8969,16.2223
27074,15.3158,22.3883,16.4979,18.5546
27073,14.3596,21.77,14.8651,14.488
27072,11.5639,17.9352,11.9423,13.9053
27071,9.7692,15.0943,13.3062,11.9937
27070,11.7937,23.1917,23.1224,19.7722
27069,13.3241,22.1183,15.2514,10.5176
27068,13.3165,17.8455,13.5616,16.3599
27067,16.1749,19.3497,13.3586,14.2352
27066,8.0832,14.1802,10.3029,12.6627
27065,14.6907,16.3582,9.6452,13.2364
27064,12.7314,18.0565,11.0323,10.6154
27063,16.3747,18.0392,12.2854,15.6716
27062,12.4633,20.6467,16.7347,18.0758
27061,22.9334,26.1203,24.164,20.1395
27060,19.2952,28.9958,19.2438,19.2379
27059,14.86,20.7667,18.8509,16.8373
27058,16.4603,19.1923,14.3951,15.6744
27057,11.5608,14.6539,11.4023,10.4202
27056,14.2309,15.7074,13.4229,12.5648
27055,13.818,16.5416,11.9277,18.2667
27054,11.6198,18.7008,13.7583,19.0056
27053,22.3478,32.6851,24.5551,23.7374
27052,16.4569,18.5343,14.4258,16.1954
27051,12.5676,17.3772,13.2476,13.6588
27050,15.7191,20.4997,13.7995,17.6889
27049,9.3079,14.8845,12.9272,11.6715
27048,9.4541,12.8673,8.7011,9.8889
27047,13.9474,21.1806,14.5109,17.5177
27046,11.8737,14.5917,11.2591,12.0684
27045,13.184,24.1874,17.3824,20.2642
27044,12.7529,15.5789,11.4701,13.2044
27043,14.7624,18.9914,16.6955,19.4045
27042,14.7967,16.6562,13.3518,16.597
27041,16.6564,33.1813,21.3554,23.4534
27040,14.5411,14.1334,11.9516,11.3972
27039,11.0559,17.6827,10.8163,17.3795
27038,12.2744,17.4217,12.6211,14.349
27037,14.04,21.5585,16.8559,18.3614
27036,5.2753,12.7773,7.6848,9.2569
27035,19.2915,24.3928,20.0599,21.7002
27034,11.7145,17.4922,13.844,12.2604
27033,10.2622,16.0703,12.0408,13.7815
27032,34.2937,58.1729,43.0642,37.4586
27031,26.531,35.6523,30.0335,31.6707
27030,12.4301,20.5331,12.563,19.7128
27029,21.3101,33.4508,29.9414,31.6294
27028,13.8785,23.223,16.3771,21.1996
27027,21.2253,40.1847,26.3627,26.4497
27026,13.8323,29.1096,25.232,26.2783
27025,19.281,26.7444,23.7832,22.3955
27024,17.4589,26.2631,16.5529,18.317
27023,17.1413,21.3602,15.5889,25.8587
27022,25.7949,33.256,27.2751,29.98
27021,14.7106,14.3144,10.1483,14.0251
27020,12.0651,15.2762,14.655,11.5957
27019,26.9353,28.3847,21.8402,20.4126
27018,11.7421,19.9167,15.0766,14.743
27017,23.5752,29.4487,21.681,21.7567
27016,6.0795,12.85,8.4552,8.7147
27015,19.193,34.0729,23.078,26.0804
27014,3.6549,7.1017,8.3539,8.3539
27013,10.2709,15.8585,13.8486,10.2805
27012,17.0531,17.9034,13.397,16.1914
27011,13.402,15.9935,13.021,13.905
27010,14.9098,19.0235,12.6916,14.8715
27009,7.8128,9.8965,7.2689,7.2689
27008,13.8917,22.3277,17.5742,19.5516
27007,18.2059,27.5333,24.6626,18.6521
27006,13.262,12.5149,6.417,12.7546
27005,7.0426,13.4683,10.3071,9.5964
27004,8.5337,10.9826,8.1509,9.6021
27003,17.4563,23.2405,18.8004,19.251
27002,14.8333,21.2898,16.8877,23.0743
27001,8.952,15.6637,11.6361,13.1642
27000,8.5654,16.0322,13.6251,14.0204
26999,12.7876,21.3765,14.8675,18.0763
26998,18.2993,28.012,16.5074,24.0948
26997,16.0277,22.6453,18.7503,20.6013
26996,21.6346,30.9763,22.8158,24.7298
26995,13.8784,22.4926,14.433,17.5187
26994,18.0072,22.1015,16.0682,21.3508
26993,22.6662,26.516,23.2282,16.0709
26992,5.6064,15.0832,8.4954,10.6162
26991,3.5735,4.921,3.5735,4.921
26990,23.8932,27.9899,24.5749,22.4035
26989,16.5278,24.3047,17.4594,20.4461
26988,12.2639,19.2444,12.8288,16.9835
26987,11.2791,31.358,18.3873,23.0015
26986,9.4646,18.8123,11.3082,12.283
26985,10.9831,14.0019,9.6241,12.7088
26984,22.609,37.4687,32.8818,26.7535
26983,19.7561,33.8146,26.5176,23.9686
26982,7.8552,11.6159,7.9052,10.7365
26981,24.4478,41.6541,36.4582,31.2934
26980,13.9786,17.6479,10.1622,23.2825
26979,8.3058,15.3394,8.78,12.0293
26978,11.6061,23.4103,15.3386,18.8896
26977,15.0622,14.8439,14.0529,11.781
26976,6.1439,11.645,9.8942,8.1571
26975,6.0172,11.5405,9.7872,8.0327
26974,12.7594,15.0326,13.1954,14.6528
26973,9.7115,12.3868,11.4958,7.8181
26972,16.9362,20.4907,14.1663,18.5912
26971,24.1388,27.6936,25.1054,24.3282
26970,10.1832,14.4211,9.4021,13.9317
26969,10.9927,16.9113,10.5181,13.6983
26968,12.3234,20.5753,16.6417,17.9286
26967,19.8972,21.7304,15.3778,18.7865
26966,9.8596,14.2403,10.3825,11.9097
26965,9.3631,17.0173,11.6946,16.9982
26964,13.605,12.9356,7.3876,13.7807
26963,15.3107,22.0674,17.8037,19.4766
26962,12.859,19.2855,12.5772,13.685
26961,14.0514,12.6122,7.6921,14.4331
26960,15.3165,20.0777,14.5615,14.4605
26959,9.4556,9.7205,10.3691,9.5564
26958,12.5401,19.2521,16.2966,16.7528
26957,1.9242,6.515,5.5784,6.515
26956,11.3284,15.0434,11.2024,11.3992
26955,12.0783,19.8002,12.7661,17.1288
26954,21.6421,25.8833,21.402,21.7489
26953,16.5735,14.6742,12.4928,14.1214
26952,21.5052,30.2095,21.8333,21.1798
26951,13.2497,20.7956,12.1306,15.7062
26950,20.075,31.9503,26.1447,25.7706
26949,13.6591,19.6657,13.8668,18.3186
26948,9.2141,13.5468,10.213,10.7042
26947,18.6054,23.9071,20.3508,21.6152
26946,16.5559,24.8664,20.9869,23.268
26945,27.4732,35.5103,29.9554,34.0934
26944,17.5576,22.4225,17.4305,18.6613
26943,16.4843,24.6271,21.6743,16.8944
26942,11.5989,15.793,12.34,13.7332
26941,25.7473,32.5732,26.9201,30.1411
26940,13.6955,21.6064,17.9352,14.8769
26939,14.0191,18.8689,11.46,13.9395
26938,22.4626,37.3767,25.2795,32.1163
26937,25.0561,36.4472,30.144,32.6824
26936,25.0475,30.1846,23.8643,27.2057
26935,14.845,20.6548,17.569,19.487
26934,17.959,26.9835,25.5846,20.0212
26933,16.2894,24.3834,20.5039,24.2573
26932,18.8095,26.1539,25.1847,19.1785
26931,14.5443,22.3104,22.7203,19.0867
26930,14.8905,17.5376,14.9053,13.8477
26929,16.034,25.9115,22.6963,20.4762
26928,12.1284,16.7104,12.1284,18.0215
26927,7.0594,15.6702,13.2731,13.8143
26926,6.1887,10.8597,8.5686,7.4549
26925,5.7084,11.5796,7.9206,10.0276
26924,16.6027,17.167,13.2441,19.4104
26923,14.2434,19.0231,14.3297,16.3943
26922,14.3514,18.8587,16.1093,13.4332
26921,12.8705,17.2045,10.6983,12.6466
26920,13.1521,15.1393,14.337,12.6822
26919,11.5944,15.0385,8.1229,12.4447
26918,9.592,11.9016,9.0546,9.9959
26917,16.2709,19.4706,15.89,15.8422
26916,11.9259,14.2215,8.5617,13.8967
26915,11.9399,12.8623,8.7089,14.2766
26914,12.2551,14.1249,9.7541,12.5891
26913,6.3494,13.0464,6.4799,9.8875
26912,10.6868,14.5994,8.4039,11.7699
26911,18.5185,20.0594,15.5981,20.7574
26910,12.8769,16.5956,10.6906,15.1413
26909,11.3664,13.6831,7.4506,12.3291
26908,15.6932,20.2554,15.3122,16.8025
26907,15.704,19.6663,15.323,16.207
26906,12.899,19.0324,15.193,15.0956
26905,16.9399,27.7262,15.8338,25.287
26904,12.2394,15.5036,13.3324,13.2023
26903,15.2029,18.7479,12.5314,16.0406
26902,14.7795,21.3886,14.6232,16.8974
26901,14.9944,18.4289,10.9211,17.275
26900,12.52,16.3292,10.3549,13.5762
26899,22.5533,29.4383,23.0505,24.649
26898,11.5143,18.2546,12.433,17.1619
26897,14.0496,18.3707,8.1943,15.7905
26896,17.8608,23.1991,16.2964,17.5297
26895,13.9243,17.0644,14.1064,15.6995
26894,8.1165,12.0724,7.8058,11.2638
26893,10.5882,15.7619,8.5674,12.9397
26892,14.2805,21.9676,16.621,21.0538
26891,9.7516,15.6952,12.0957,12.4188
26890,13.6105,18.4114,14.969,16.7629
26889,6.8895,11.7363,9.6965,10.2847
26888,16.8207,18.1469,13.237,16.8276
26887,11.4323,18.2444,11.9083,13.8393
26886,13.0928,20.1668,12.5097,14.7282
26885,19.3344,20.0765,20.1032,20.3358
26884,8.3557,9.9193,10.7067,11.5454
26883,10.6845,18.0448,10.8408,11.01
26882,12.84,15.5541,10.3401,14.4647
26881,13.2089,17.7053,13.4407,16.2416
26880,15.6496,22.2723,14.6822,19.7708
26879,8.9689,18.2576,10.415,14.035
26878,13.6814,17.9424,13.3892,14.7488
26877,13.3054,23.4425,16.5157,15.1654
26876,11.7205,16.4423,12.0383,14.9677
26875,14.4114,19.9027,14.157,15.8764
26874,14.4114,19.9027,14.157,15.8764
26873,6.6541,11.5443,10.0878,9.1797
26872,6.8393,7.0918,5.2197,9.9517
26871,14.633,22.2956,14.9945,17.3158
26870,8.9681,14.4936,11.218,12.0136
26869,14.6106,18.378,10.7358,15.2644
26868,19.6551,34.5611,18.213,23.42
26867,16.7678,24.5948,15.7086,17.1934
26866,11.7124,16.6656,11.4467,14.3559
26865,7.7022,10.8629,13.0697,10.8629
26864,14.4346,17.2715,10.2393,16.4941
26863,8.2021,9.0861,7.2827,8.7129
26862,13.6292,16.1975,12.0189,12.6342
26861,12.4895,15.6609,9.5484,11.4503
26860,10.5933,12.3737,10.2637,11.5576
26859,11.3407,15.724,10.998,13.7358
26858,8.2701,13.8045,11.4343,11.4343
26857,8.2701,13.8045,11.4343,11.4343
26856,17.4455,24.9024,16.7032,16.0949
26855,21.7923,28.8529,25.1861,27.179
26854,18.002,25.3038,25.5839,22.8218
26853,11.9704,22.4146,23.751,22.5403
26852,4.4774,15.9717,10.2814,8.3966
26851,20.2374,30.6884,22.8378,21.2054
26850,10.3868,26.9946,16.4022,10.902
26849,15.3802,17.9717,14.9992,15.8832
26848,19.8292,32.4995,22.223,24.1925
26847,16.6079,30.2109,23.4163,22.0786
26846,21.7801,32.9676,26.6124,20.321
26845,13.3388,18.3194,16.1785,17.8174
26844,14.77,22.1708,14.483,22.9599
26843,22.7281,31.7622,26.3576,26.7359
26842,19.6467,21.9549,19.9232,17.3422
26841,20.316,32.8923,26.1601,26.3471
26840,15.8528,18.7541,14.818,20.128
26839,17.7979,30.8426,24.0931,24.5858
26838,21.9589,33.4162,22.9816,23.4185
26837,17.6823,23.8027,20.8916,20.449
26836,9.8219,17.9808,12.7069,9.8219
26835,12.0722,15.5429,14.9347,15.5429
26834,11.3543,18.9585,11.6971,12.6996
26833,21.5056,34.2582,30.7484,30.9233
26832,12.5889,19.1033,12.8092,12.6671
26831,10.6684,15.1066,17.1387,10.6684
26830,15.7091,12.6846,12.2836,11.4861
26829,6.9689,13.3297,11.6084,10.0314
26828,13.1958,20.0912,13.4727,15.9511
26827,6.7039,12.5109,9.7686,11.4628
26826,16.9942,18.4344,17.8148,19.5434
26825,20.8863,29.4677,15.3439,22.4505
26824,17.6296,20.8275,15.2153,16.2714
26823,10.2066,15.9871,13.9215,13.2689
26822,15.8524,20.0456,14.6742,18.6264
26821,13.1699,19.3815,14.7127,15.4334
26820,8.8949,12.7541,5.7625,8.71
26819,9.1902,11.7098,6.0291,10.5956
26818,14.4806,20.4547,12.4641,15.0269
26817,14.4806,20.4547,12.4641,15.0269
26816,9.0672,12.9653,10.7141,10.7786
26815,14.9654,17.9687,12.0836,17.337
26814,8.0314,9.0529,5.5268,9.4725
26813,17.8037,24.7896,18.565,20.4015
26812,9.8565,13.5531,11.106,10.3968
26811,7.6839,12.3816,7.7232,10.3581
26810,13.8294,15.4062,13.7508,17.1008
26809,16.7824,31.1385,23.528,23.8573
26808,10.4157,11.5437,6.2283,11.1824
26807,17.2755,23.0083,13.4961,19.3207
26806,18.708,25.8904,24.4809,21.3448
26805,16.2871,19.4461,10.8167,15.6992
26804,7.1161,12.6423,9.235,9.8883
26803,11.383,16.0313,13.2768,14.3466
26802,19.1522,23.005,15.6228,22.373
26801,11.1118,17.7004,14.5508,13.901
26800,5.8574,7.5368,7.0331,9.3206
26799,10.7936,12.0807,7.6713,11.1185
26798,12.9154,16.4617,14.8334,11.8431
26797,14.5635,18.6821,11.3928,16.6487
26796,15.2666,25.9386,20.485,24.4814
26795,7.6004,13.1356,8.9449,9.8195
26794,19.0594,24.0546,21.9497,21.0841
26793,18.4562,29.1058,24.1343,24.3994
26792,14.0288,17.6226,15.1503,16.5065
26791,12.1215,20.3202,8.8939,11.4407
26790,14.194,17.5856,11.3962,14.2206
26789,17.268,21.6675,12.9767,17.5539
26788,8.33,13.005,10.676,11.5105
26787,8.3702,14.6616,9.6536,10.9266
26786,11.6393,17.787,9.535,15.2477
26785,14.3506,14.0339,12.0527,12.2581
26784,14.7919,20.8067,15.4872,17.4146
26783,23.1465,27.8917,24.5757,23.7364
26782,2.8246,10.475,8.5067,7.9718
26781,6.9736,16.3102,13.5665,11.997
26780,20.093,24.0701,21.7809,23.8958
26779,12.6849,18.7102,11.1372,11.5431
26778,31.3241,40.7501,33.6051,36.3994
26777,6.1071,7.6894,6.1071,7.6894
26776,9.8211,13.5845,9.0946,8.9258
26775,14.3437,24.3076,15.9837,21.253
26774,14.0743,26.4438,20.2397,19.0863
26773,8.8149,11.9261,7.3136,11.5516
26772,25.0274,39.6107,37.6885,32.8005
26771,16.8005,25.1236,18.9947,20.1124
26770,27.4891,39.9662,39.1021,33.1708
26769,13.9947,24.8918,16.7315,22.7187
26768,23.7044,39.2186,31.2294,31.4938
26767,16.8102,30.7589,24.2787,23.8239
26766,14.0851,22.7963,16.6753,18.9553
26765,20.3971,32.9837,29.7707,25.8158
26764,15.3596,28.965,16.312,21.3045
26763,12.8375,22.3902,21.825,19.859
26762,4.501,12.3676,7.8886,9.8566
26761,18.1769,27.7297,23.5737,25.4811
26760,14.1099,15.5525,10.6269,14.1099
26759,15.0896,21.3816,14.2647,18.1223
26758,17.2848,24.443,18.6687,19.0851
26757,14.1931,24.5987,20.6618,17.8117
26756,20.9923,30.5327,25.104,26.2339
26755,13.7722,16.3424,14.4272,14.069
26754,27.5858,33.0827,25.9877,22.9583
26753,6.396,19.1227,17.2314,13.8169
26752,15.3939,19.6514,15.5072,18.5598
26751,15.2341,22.3349,11.076,17.4105
26750,17.7926,21.1875,17.707,19.4713
26749,8.8299,13.7052,6.7309,13.7377
26748,15.5237,22.7975,15.4049,15.9392
26747,9.3641,10.3396,5.8728,8.9539
26746,9.1091,12.6405,11.7365,10.6946
26745,13.6226,16.552,11.2424,12.1261
26744,16.4436,21.0292,14.1384,18.4445
26743,17.3589,26.155,13.8118,18.0988
26742,10.7374,17.131,9.0235,22.7232
26741,14.8003,20.2192,15.1409,18.4479
26740,16.154,20.6936,18.2421,18.5091
26739,15.8857,20.5587,18.1553,18.1935
26738,9.7141,21.8061,12.4044,14.8181
26737,14.5076,19.1855,15.2563,15.0106
26736,14.4496,18.4367,14.7659,14.2534
26735,13.7394,20.7954,16.8642,18.8519
26734,15.7849,20.3705,13.4797,17.7858
26733,13.7894,16.9967,14.1597,16.4202
26732,14.6907,17.1678,14.9441,13.9737
26731,6.8102,12.617,10.1142,9.9352
26730,14.9204,20.0071,15.8464,16.7701
26729,16.1322,19.5217,16.7919,20.3799
26728,4.3855,7.224,5.8816,5.8816
26727,16.888,23.4074,14.8739,15.2952
26726,19.9685,28.9101,24.66,25.1669
26725,12.1431,20.9934,18.2796,20.0121
26724,14.9093,19.6044,14.5076,18.3509
26723,9.3057,21.5562,12.1828,14.2438
26722,10.5155,17.3178,12.213,14.7987
26721,15.954,22.1614,20.5414,16.6488
26720,15.0379,23.555,14.6267,16.1292
26719,10.2525,19.1534,13.9914,14.6728
26718,14.528,20.323,17.5978,16.6615
26717,15.1939,20.7926,17.155,17.945
26716,19.3927,31.8142,25.7083,22.8048
26715,12.3632,20.9976,12.013,13.6118
26714,15.6051,21.1764,19.8081,21.0116
26713,1.5868,3.8252,3.8252,3.8252
26712,15.61,19.2924,15.6003,16.603
26711,16.0039,26.1176,19.0955,18.1447
26710,16.4808,21.7388,16.7331,18.6333
26709,6.9233,11.7089,7.0387,8.5029
26708,13.402,17.1143,14.1418,15.0257
26707,13.7445,26.1386,16.3799,20.6447
26706,15.2385,27.194,18.6134,24.2207
26705,5.8192,12.7161,10.8275,11.7131
26704,16.2997,24.7769,18.1647,27.249
26703,10.9896,16.056,15.2241,15.7882
26702,13.6332,20.037,17.9351,19.1306
26701,24.7482,37.5014,30.0374,29.3367
26700,16.4636,25.8384,16.567,19.7992
26699,19.2179,29.1103,22.5225,29.3643
26698,14.2159,21.1593,15.1002,16.8594
26697,18.1093,28.1522,22.7848,26.9141
26696,18.0891,28.1252,22.7655,26.8947
26695,18.1025,28.1431,22.7783,26.9075
26694,23.7486,44.9122,39.8751,33.4562
26693,14.6573,19.9985,18.105,18.3381
26692,18.0825,28.1164,22.7592,26.8884
26691,1.0868,4.7335,2.9051,1.0868
26690,13.2907,17.5705,10.6809,11.5037
26689,19.2482,27.3951,21.6571,25.6613
26688,3.7335,8.7094,9.5217,6.0564
26687,9.5468,20.2734,14.6082,17.698
26686,12.0708,18.4484,18.1923,14.14
26685,16.9626,26.1266,21.3602,22.932
26684,21.9232,35.0962,28.2203,27.1586
26683,22.9223,26.4611,17.2042,22.874
26682,14.3853,23.4968,21.5485,18.5736
26681,9.5582,20.7775,15.1582,17.102
26680,9.6968,22.3834,16.7869,18.6473
26679,16.4366,25.196,16.9993,20.0775
26678,16.3034,24.076,20.4186,15.1083
26677,15.6143,21.1607,14.2258,17.5703
26676,16.8713,25.5088,14.2566,20.5544
26675,10.8469,17.0745,12.8768,14.6464
26674,13.2056,27.5645,20.4781,18.8908
26673,22.4081,12.9445,8.2104,5.8407
26672,28.355,10.4293,10.6281,9.3408
26671,9.5619,12.5415,11.9594,11.5225
26670,13.402,15.9935,13.021,13.905
26669,16.8348,21.7416,17.0361,17.6839
26668,23.2212,39.4578,27.2509,28.9104
26667,21.3396,32.6698,26.2852,26.9834
26666,6.2148,12.5079,10.8339,7.6159
26665,23.9443,30.7167,22.9307,28.6698
26664,12.3751,22.3657,15.775,20.1831
26663,12.8687,22.4329,17.8611,18.3026
26662,10.3655,14.0685,13.4132,14.0685
26661,19.9401,36.2976,27.9467,27.8973
26660,31.0309,39.2176,31.9084,33.1386
26659,17.5129,21.9835,18.3238,20.8337
26658,24.2256,38.4385,27.4614,30.9616
26657,15.6332,26.3202,19.7758,24.4691
26656,21.5677,26.4559,22.1512,19.2217
26655,13.4443,18.3733,13.8884,14.4768
26654,16.7921,33.952,22.9632,29.2821
26653,25.3013,30.2736,21.2152,22.1928
26652,17.9171,20.8802,13.1957,17.3174
26651,15.2616,23.515,12.2216,13.9078
26650,20.866,29.1103,26.2696,24.5043
26649,20.9077,26.5888,21.9084,22.0035
26648,18.9459,27.5365,16.4544,15.5808
26647,17.1422,17.9456,13.492,17.5519
26646,12.1294,17.1054,12.4576,16.7767
26645,9.1678,11.8032,10.3132,9.8996
26644,8.67,17.4735,15.3595,14.2098
26643,12.2082,15.9051,11.8725,18.8767
26642,10.5194,15.8492,11.0803,12.2404
26641,11.1083,16.2992,13.2728,13.733
26640,16.629,28.5415,16.1167,16.1489
26639,10.5737,14.8616,12.4641,12.9882
26638,14.3581,19.9322,13.1793,15.0639
26637,9.6914,15.2274,11.5452,14.0319
26636,17.4277,21.2895,18.8746,17.6787
26635,15.9236,23.3272,16.1793,19.9098
26634,11.5433,18.204,12.7263,12.4703
26633,9.8944,17.9523,9.5679,16.2478
26632,11.1245,18.9775,14.5539,20.9778
26631,17.9085,26.9813,19.7565,29.0982
26630,11.1073,17.211,10.6348,13.5227
26629,13.3308,15.9349,10.1501,15.1578
26628,11.1532,14.9381,13.4631,11.8737
26627,16.7293,25.2559,23.2771,24.8124
26626,17.298,30.5326,23.1717,24.2654
26625,8.9347,9.2877,8.286,8.9249
26624,20.6618,27.9874,23.8821,22.772
26623,6.99,11.1095,9.061,10.3499
26622,11.5266,17.9334,14.3466,15.9871
26621,11.1236,15.5398,12.9486,14.2156
26620,24.7794,30.4364,27.2074,23.6115
26619,5.5056,9.2454,8.1272,8.3676
26618,8.299,17.571,13.7655,12.3005
26617,11.2084,15.63,12.6762,14.7792
26616,27.1338,30.3059,23.6922,24.5151
26615,20.0054,24.1516,19.8355,23.0526
26614,14.447,19.8843,16.2377,19.866
26613,22.6966,29.9409,19.8654,24.2385
26612,12.8043,17.8078,15.257,18.8114
26611,22.869,33.6527,30.6377,36.5994
26610,23.7653,27.6624,19.1558,22.1374
26609,12.2099,18.5151,17.6453,15.591
26608,26.3837,33.712,30.0969,32.073
26607,16.7072,27.9948,24.9603,26.1654
26606,15.6515,22.8882,23.245,24.7606
26605,13.402,17.4555,13.021,13.905
26604,12.9581,20.6828,14.8909,14.9482
26603,13.5462,21.9329,17.2055,16.1378
26602,17.0793,24.107,19.887,22.3354
26601,6.9755,8.839,7.4865,5.082
26600,17.8581,26.0484,17.703,26.9906
26599,10.1393,17.0804,12.4606,16.6691
26598,18.4361,32.4395,20.445,23.4014
26597,6.0958,6.9145,6.4205,6.9145
26596,16.4375,19.029,16.0565,19.477
26595,16.7799,27.7379,22.3931,22.1631
26594,14.3897,26.363,18.4519,23.1237
26593,15.6705,21.9033,17.1076,19.1947
26592,11.8278,17.1979,12.8943,13.8025
26591,25.018,30.629,23.2711,26.7343
26590,9.0652,15.7357,13.1372,11.7843
26589,9.0829,12.7399,10.7503,11.0806
26588,10.9233,13.9324,8.363,12.1077
26587,28.0421,32.0164,22.0075,29.4283
26586,17.3376,27.8177,22.8066,20.1583
26585,7.7009,14.0823,10.1636,10.1231
26584,11.0778,17.0672,19.7874,18.8993
26583,9.0381,17.6929,10.8935,13.65
26582,3.2144,9.0756,4.9867,6.998
26581,15.4295,23.6005,11.6467,12.4342
26580,4.9714,12.3079,10.3459,10.3459
26579,8.6987,16.9756,14.2576,12.5689
26578,15.3996,21.0234,24.6597,20.6347
26577,10.5149,14.3986,12.9563,11.698
26576,13.1084,23.7969,18.5596,17.4639
26575,14.0975,22.2535,20.3988,21.1694
26574,20.5725,26.1904,23.5183,23.9601
26573,14.5681,20.0175,13.2378,17.2487
26572,15.9605,18.3134,14.4861,16.8077
26571,11.8872,17.8085,14.783,16.9084
26570,11.385,15.9528,13.2069,13.5005
26569,26.7622,33.7832,24.3119,32.5482
26568,13.8871,18.3409,17.6855,18.3409
26567,13.8871,18.3409,17.6855,18.3409
26566,11.0546,18.4669,16.4345,13.653
26565,17.5135,19.3116,22.514,19.6521
26564,21.2404,28.6717,25.4883,27.8509
26563,6.0824,9.8604,8.843,8.218
26562,14.164,21.3502,17.9856,17.1561
26561,7.8538,16.321,12.5738,8.8575
26560,21.37,32.728,28.5002,29.745
26559,11.7827,23.5091,18.0687,21.2246
26558,13.5411,16.744,15.7125,13.1691
26557,6.2328,15.1598,10.6286,13.2202
26556,14.009,17.9941,13.4068,16.0649
26555,16.7645,23.4195,11.2721,16.8457
26554,2.0345,4.462,2.3183,1.1877
26553,8.2366,6.9909,6.3958,3.1942
26552,4.4423,5.8243,4.4816,7.3842
26551,8.903,13.1297,9.6205,9.3977
26550,18.1608,27.4473,17.2722,22.9298
26549,17.6973,38.3613,26.4188,29.5741
26548,10.3411,18.0236,14.4901,13.3137
26547,17.0154,22.2188,19.0545,19.7108
26546,17.0154,22.2188,19.0545,19.7108
26545,16.8185,31.6135,22.6201,26.8815
26544,22.7963,29.1673,20.7001,25.0956
26543,16.2218,20.6704,18.8484,18.1292
26542,24.6511,31.4312,23.5317,27.7379
26541,18.1017,22.3123,15.7313,17.2143
26540,13.6793,14.3668,12.9914,15.2862
26539,17.8452,22.0407,15.039,17.4093
26538,15.7108,23.5165,17.9375,19.037
26537,18.4833,32.0626,23.2406,27.3216
26536,27.9606,33.0414,22.3301,21.1793
26535,3.7567,4.9202,4.9202,4.9202
26534,15.097,18.9723,13.3475,15.2893
26533,13.8732,22.5404,20.0817,14.5711
26532,18.5303,24.7215,15.8656,18.7535
26531,8.3741,13.1517,8.7913,8.4459
26530,8.3741,13.1517,8.7913,8.4459
26529,19.7716,27.9173,20.3499,22.5177
26528,8.4315,14.4477,10.366,10.7152
26527,13.2531,14.4604,10.7316,12.481
26526,16.4966,23.9849,15.2067,17.9496
26525,12.4843,19.1064,11.6499,15.7394
26524,17.4742,17.7448,10.3005,16.8969
26523,13.9619,14.6316,9.0946,12.7761
26522,15.2065,27.7954,20.8562,19.3986
26521,11.0247,15.1277,11.4525,12.4285
26520,16.7219,18.2023,14.5077,12.5052
26519,18.4,24.0761,18.2104,19.1859
26518,29.8852,42.9673,39.2195,40.4053
26517,20.0962,31.5003,22.2314,23.3577
26516,18.1557,26.891,18.4478,26.3934
26515,24.1542,32.4501,31.3214,27.404
26514,12.7154,19.4074,17.5607,13.7888
26513,12.3766,23.1385,18.2418,18.4743
26512,12.244,23.0892,15.2287,16.4904
26511,19.1832,28.5861,22.6397,24.509
26510,19.6497,34.7738,24.0136,23.6609
26509,10.3904,15.4264,12.2021,13.2231
26508,14.4942,19.0594,10.7891,13.707
26507,7.5601,14.9038,11.8844,10.8789
26506,23.3536,34.9052,20.9516,26.6329
26505,22.6378,33.0723,21.3228,25.7018
26504,12.5737,21.5866,15.4781,20.6804
26503,13.1722,19.8977,19.8483,16.936
26502,5.057,14.1476,10.054,8.7523
26501,14.956,29.5989,17.5493,19.9454
26500,12.8708,17.5726,15.0968,13.8639
26499,8.3498,14.7889,12.8024,13.3353
26498,11.1863,22.0309,15.0279,16.4693
26497,22.1333,35.517,22.1246,28.8839
26496,27.0235,35.2024,20.4253,28.3205
26495,14.0086,24.1517,17.4173,20.7342
26494,14.497,25.938,19.8175,15.5364
26493,9.0013,11.6867,6.5569,10.0124
26492,13.9418,19.3802,17.8731,20.2423
26491,14.5379,26.1858,23.2066,26.6132
26490,28.1526,37.4388,31.5556,38.7448
26489,20.3844,30.1684,20.4046,27.1893
26488,16.0671,20.166,17.1935,18.0774
26487,18.3554,24.7032,20.7161,20.4921
26486,11.0743,17.5839,13.7581,15.6254
