Bug 1,Bug 2,bmfu,bmfb,prod,comp,type,prior,vers,class
3419,2685,5.583,4.6757,0.0,1.0,1.0,1.0,1.0,dup
3419,2670,6.8911,2.5814,0.0,1.0,1.0,1.0,1.0,dup
3419,2647,3.2739,2.5814,0.0,1.0,1.0,1.0,1.0,dup
3419,2582,3.2739,2.5814,0.0,1.0,1.0,1.0,1.0,dup
3419,2465,3.5309,2.5814,0.0,1.0,1.0,1.0,1.0,dup
3419,2348,6.1862,4.5497,0.0,1.0,1.0,1.0,1.0,dup
3419,1826,0.257,0.0,0.0,1.0,1.0,1.0,0.4,dup
3419,1776,1.7981,0.0,0.0,1.0,1.0,1.0,0.6667,dup
3419,1390,3.2739,2.5814,0.0,1.0,1.0,1.0,1.0,dup
3419,1294,5.3565,2.5814,0.0,1.0,1.0,1.0,0.6667,dup
3415,3235,6.6119,2.2268,0.0,1.0,1.0,1.0,1.0,dup
3415,3135,6.1426,2.2268,0.0,1.0,1.0,1.0,0.4,dup
3415,2958,8.1958,2.2268,0.0,1.0,1.0,1.0,0.4,dup
3415,2948,4.6879,2.2268,0.0,1.0,1.0,1.0,1.0,dup
3415,2855,7.9145,2.2268,0.0,1.0,1.0,1.0,1.0,dup
3415,2725,3.0142,2.2268,0.0,1.0,1.0,1.0,1.0,dup
3415,2685,4.3203,2.2268,0.0,1.0,1.0,1.0,1.0,dup
3415,2670,5.3377,2.2268,0.0,1.0,1.0,1.0,1.0,dup
3415,2647,10.4434,2.2268,0.0,1.0,1.0,1.0,1.0,dup
3415,2582,6.2443,2.2268,0.0,1.0,1.0,1.0,1.0,dup
3415,2465,6.5257,2.2268,0.0,1.0,1.0,1.0,1.0,dup
3415,2348,7.1653,2.2268,0.0,1.0,1.0,1.0,1.0,dup
3415,1826,0.818,0.0,0.0,1.0,1.0,1.0,0.4,dup
3415,1776,8.8363,3.2756,0.0,1.0,1.0,1.0,0.6667,dup
3415,1390,7.9123,2.2268,0.0,1.0,1.0,1.0,1.0,dup
3415,1294,12.2223,4.627,0.0,1.0,1.0,1.0,0.6667,dup
3402,2915,14.3715,12.9347,0.0,1.0,1.0,0.5,0.0,dup
3398,1590,7.6517,7.3944,0.0,1.0,0.0,1.0,0.0,dup
3385,1632,6.8978,6.6651,0.0,1.0,1.0,1.0,0.4,dup
3356,3188,25.2178,45.6236,0.0,1.0,1.0,1.0,0.0,dup
3344,2935,23.8252,39.6574,0.0,1.0,1.0,1.0,0.0,dup
3344,1134,1.5391,0.0,0.0,1.0,1.0,1.0,0.0,dup
3274,1059,3.6431,0.0,0.0,1.0,0.0,1.0,0.0,dup
3271,1336,2.5859,0.0,0.0,1.0,0.0,1.0,0.0,dup
3264,1165,9.7353,7.8039,0.0,1.0,1.0,1.0,0.0,dup
3262,2794,10.2896,1.0607,0.0,1.0,1.0,1.0,0.0,dup
3242,1865,3.6201,0.0,0.0,1.0,1.0,1.0,0.0,dup
3242,1176,2.712,3.1516,0.0,0.0,1.0,1.0,0.0,dup
3242,1162,1.5489,0.0,0.0,0.0,1.0,1.0,0.0,dup
3238,2819,4.5773,4.8741,0.0,1.0,1.0,1.0,0.0,dup
3238,2805,1.905,0.0,0.0,1.0,1.0,1.0,0.0,dup
3238,2767,4.2387,0.0,0.0,1.0,1.0,1.0,0.0,dup
3238,2739,5.3474,0.8304,0.0,1.0,1.0,1.0,0.0,dup
3237,1077,3.5028,0.0,0.0,1.0,1.0,1.0,0.0,dup
3237,1016,9.72,0.5798,0.0,1.0,1.0,1.0,0.0,dup
3236,3006,7.8788,4.9625,0.0,1.0,1.0,0.3333,0.0,dup
3235,3135,5.2644,2.3195,0.0,1.0,1.0,1.0,0.4,dup
3235,2958,3.8126,3.9908,0.0,1.0,1.0,1.0,0.4,dup
3235,2948,8.0634,3.2829,0.0,1.0,1.0,1.0,1.0,dup
3235,2855,8.8903,5.8352,0.0,1.0,1.0,1.0,1.0,dup
3235,2725,3.2269,2.3195,0.0,1.0,1.0,1.0,1.0,dup
3235,2685,3.8126,2.3195,0.0,1.0,1.0,1.0,1.0,dup
3235,2670,5.5425,2.5843,0.0,1.0,1.0,1.0,1.0,dup
3235,2647,5.8949,3.9908,0.0,1.0,1.0,1.0,1.0,dup
3235,2582,5.8949,2.3195,0.0,1.0,1.0,1.0,1.0,dup
3235,2465,6.48,2.3195,0.0,1.0,1.0,1.0,1.0,dup
3235,2348,4.6746,2.3195,0.0,1.0,1.0,1.0,1.0,dup
3235,1826,24.6955,39.6574,0.0,1.0,1.0,1.0,0.4,dup
3235,1776,26.9428,37.5512,0.0,1.0,1.0,1.0,0.6667,dup
3235,1390,4.6746,2.3195,0.0,1.0,1.0,1.0,1.0,dup
3235,1294,4.6746,2.3195,0.0,1.0,1.0,1.0,0.6667,dup
3227,2936,1.2331,0.0,0.0,1.0,1.0,1.0,0.0,dup
3227,2719,9.3158,0.0,0.0,1.0,1.0,0.5,0.0,dup
3227,2600,3.2757,0.0,0.0,0.0,1.0,1.0,0.4,dup
3221,3220,32.1623,70.3794,0.0,1.0,1.0,1.0,0.0,dup
3190,3151,5.0897,1.7783,0.0,1.0,0.0,1.0,0.0,dup
3145,2848,11.976,7.6221,0.0,1.0,1.0,1.0,0.4,dup
3135,2958,4.5592,2.278,0.0,1.0,1.0,1.0,0.0,dup
3135,2948,8.4394,2.278,0.0,1.0,1.0,1.0,0.4,dup
3135,2855,4.8874,2.278,0.0,1.0,1.0,1.0,0.4,dup
3135,2725,2.5647,2.278,0.0,1.0,1.0,1.0,0.4,dup
3135,2685,4.7681,2.278,0.0,1.0,1.0,1.0,0.4,dup
3135,2670,10.2125,2.278,0.0,1.0,1.0,1.0,0.4,dup
3135,2647,5.139,2.278,0.0,1.0,1.0,1.0,0.4,dup
3135,2582,4.8793,2.278,0.0,1.0,1.0,1.0,0.4,dup
3135,2465,6.1386,2.278,0.0,1.0,1.0,1.0,0.4,dup
3135,2348,6.4149,4.7976,0.0,1.0,1.0,1.0,0.4,dup
3135,1826,1.9314,0.0,0.0,1.0,1.0,1.0,0.0,dup
3135,1776,6.488,2.5197,0.0,1.0,1.0,1.0,0.5,dup
3135,1390,10.6646,7.7833,0.0,1.0,1.0,1.0,0.4,dup
3135,1294,6.9904,2.278,0.0,1.0,1.0,1.0,0.5,dup
3123,1933,8.413,3.6038,0.0,1.0,1.0,1.0,0.0,dup
3097,3077,1.4731,0.0,0.0,1.0,1.0,1.0,0.0,dup
3097,3053,2.4042,0.0,0.0,1.0,0.0,1.0,0.0,dup
3097,2250,2.8451,0.0,0.0,1.0,1.0,1.0,0.0,dup
3097,1274,4.2329,2.6136,0.0,1.0,1.0,1.0,0.0,dup
3097,1264,2.0466,0.0,0.0,1.0,1.0,1.0,0.0,dup
3097,1213,0.0,0.0,0.0,1.0,1.0,1.0,0.0,dup
3077,3053,4.1308,4.712,0.0,1.0,0.0,1.0,0.0,dup
3077,2250,1.0642,0.0,0.0,1.0,1.0,1.0,0.0,dup
3077,1274,4.0366,0.0,0.0,1.0,1.0,1.0,0.0,dup
3077,1264,3.0795,0.0,0.0,1.0,1.0,1.0,0.0,dup
3077,1213,1.2883,0.0,0.0,1.0,1.0,1.0,0.0,dup
3063,1413,10.0893,4.4719,0.0,0.0,0.0,1.0,0.0,dup
3063,1412,5.6109,3.1969,0.0,1.0,0.0,1.0,0.0,dup
3063,1181,9.2379,3.0846,0.0,0.0,0.0,1.0,0.0,dup
3053,2250,1.8296,0.0,0.0,1.0,0.0,1.0,0.0,dup
3053,1274,5.2736,0.0,0.0,1.0,0.0,1.0,0.0,dup
3053,1264,5.7617,0.0,0.0,1.0,0.0,1.0,0.0,dup
3053,1213,3.0556,0.0,0.0,1.0,0.0,1.0,0.0,dup
3029,3027,26.7396,48.5358,0.0,0.0,0.0,1.0,0.0,dup
3029,1618,3.1193,2.0582,0.0,0.0,1.0,1.0,0.0,dup
3027,1618,3.1193,2.0582,0.0,0.0,0.0,1.0,0.0,dup
2958,2948,6.9196,2.4739,0.0,1.0,1.0,1.0,0.4,dup
2958,2855,10.6153,4.0691,0.0,1.0,1.0,1.0,0.4,dup
2958,2725,3.4483,2.4739,0.0,1.0,1.0,1.0,0.4,dup
2958,2685,5.7144,2.4739,0.0,1.0,1.0,1.0,0.4,dup
2958,2670,8.8786,2.4739,0.0,1.0,1.0,1.0,0.4,dup
2958,2647,5.66,5.2773,0.0,1.0,1.0,1.0,0.4,dup
2958,2582,6.1405,2.4739,0.0,1.0,1.0,1.0,0.4,dup
2958,2465,5.742,2.4739,0.0,1.0,1.0,1.0,0.4,dup
2958,2348,4.8809,2.4739,0.0,1.0,1.0,1.0,0.4,dup
2958,1826,1.4326,0.0,0.0,1.0,1.0,1.0,0.0,dup
2958,1776,4.0813,0.0,0.0,1.0,1.0,1.0,0.5,dup
2958,1390,9.0994,4.7518,0.0,1.0,1.0,1.0,0.4,dup
2958,1294,9.6211,4.2677,0.0,1.0,1.0,1.0,0.5,dup
2948,2855,8.1971,2.2897,0.0,1.0,1.0,1.0,1.0,dup
2948,2725,4.6874,2.2897,0.0,1.0,1.0,1.0,1.0,dup
2948,2685,5.2094,2.2897,0.0,1.0,1.0,1.0,1.0,dup
2948,2670,6.8778,2.2897,0.0,1.0,1.0,1.0,1.0,dup
2948,2647,5.8805,2.2897,0.0,1.0,1.0,1.0,1.0,dup
2948,2582,6.4018,2.2897,0.0,1.0,1.0,1.0,1.0,dup
2948,2465,9.5793,4.9194,0.0,1.0,1.0,1.0,1.0,dup
2948,2348,6.8884,4.2227,0.0,1.0,1.0,1.0,1.0,dup
2948,1826,5.5406,1.2958,0.0,1.0,1.0,1.0,0.4,dup
2948,1776,7.8885,1.2958,0.0,1.0,1.0,1.0,0.6667,dup
2948,1390,6.0142,2.2897,0.0,1.0,1.0,1.0,1.0,dup
2948,1294,6.6672,2.2897,0.0,1.0,1.0,1.0,0.6667,dup
2936,2719,2.4884,0.0,0.0,1.0,1.0,0.5,0.0,dup
2936,2600,9.8623,1.5272,0.0,0.0,1.0,1.0,0.4,dup
2935,1134,3.5271,0.0,0.0,1.0,1.0,1.0,0.0,dup
2933,1581,3.8115,2.2015,0.0,0.0,0.0,1.0,0.0,dup
2929,1795,4.7131,2.1925,0.0,1.0,1.0,1.0,0.0,dup
2922,2362,8.2863,0.0,0.0,1.0,1.0,1.0,0.0,dup
2920,2919,10.2584,5.8502,0.0,1.0,1.0,1.0,0.0,dup
2920,2823,2.7981,1.9317,0.0,1.0,1.0,1.0,0.0,dup
2920,1950,2.1689,0.0,0.0,1.0,1.0,1.0,0.0,dup
2920,1393,4.978,4.3197,0.0,1.0,1.0,0.5,0.0,dup
2919,2823,4.5367,2.8702,0.0,1.0,1.0,1.0,0.0,dup
2919,1950,3.7666,1.1371,0.0,1.0,1.0,1.0,0.0,dup
2919,1393,4.8078,2.5145,0.0,1.0,1.0,0.5,0.0,dup
2917,2323,11.2565,0.9826,0.0,1.0,1.0,1.0,0.0,dup
2917,15,4.827,1.8043,0.0,1.0,0.0,1.0,0.0,dup
2911,2118,2.445,0.0,0.0,1.0,1.0,1.0,0.0,dup
2907,1048,3.5758,5.6288,0.0,1.0,1.0,1.0,0.0,dup
2901,1189,6.2416,0.0,0.0,1.0,0.0,1.0,0.0,dup
2869,1073,4.5718,0.9655,0.0,1.0,1.0,1.0,0.0,dup
2855,2725,2.8379,2.0384,0.0,1.0,1.0,1.0,1.0,dup
2855,2685,5.8891,2.0384,0.0,1.0,1.0,1.0,1.0,dup
2855,2670,6.3289,2.0384,0.0,1.0,1.0,1.0,1.0,dup
2855,2647,8.6265,2.0384,0.0,1.0,1.0,1.0,1.0,dup
2855,2582,9.219,2.0384,0.0,1.0,1.0,1.0,1.0,dup
2855,2465,7.081,4.0819,0.0,1.0,1.0,1.0,1.0,dup
2855,2348,6.0019,2.0384,0.0,1.0,1.0,1.0,1.0,dup
2855,1826,1.4561,0.0,0.0,1.0,1.0,1.0,0.4,dup
2855,1776,3.9954,0.0,0.0,1.0,1.0,1.0,0.6667,dup
2855,1390,7.4767,2.0384,0.0,1.0,1.0,1.0,1.0,dup
2855,1294,8.5874,2.0384,0.0,1.0,1.0,1.0,0.6667,dup
2852,2147,3.0858,0.0,0.0,1.0,1.0,1.0,0.0,dup
2851,2716,5.2098,2.0188,0.0,1.0,1.0,1.0,0.0,dup
2823,1950,3.1702,1.6427,0.0,1.0,1.0,1.0,0.0,dup
2823,1393,4.608,0.0,0.0,1.0,1.0,0.5,0.0,dup
2819,2805,5.5789,0.0,0.0,1.0,1.0,1.0,0.0,dup
2819,2767,4.333,0.0,0.0,1.0,1.0,1.0,0.0,dup
2819,2739,5.8083,0.0,0.0,1.0,1.0,1.0,0.0,dup
2811,2810,12.0283,15.4669,0.0,0.0,1.0,1.0,0.0,dup
2805,2767,5.8885,0.0,0.0,1.0,1.0,1.0,0.0,dup
2805,2739,8.79,0.0,0.0,1.0,1.0,1.0,0.0,dup
2767,2739,6.0711,0.9807,0.0,1.0,1.0,1.0,0.0,dup
2725,2685,6.6664,2.5017,0.0,1.0,1.0,1.0,1.0,dup
2725,2670,5.293,2.5017,0.0,1.0,1.0,1.0,1.0,dup
2725,2647,4.6167,2.5017,0.0,1.0,1.0,1.0,1.0,dup
2725,2582,5.1079,2.5017,0.0,1.0,1.0,1.0,1.0,dup
2725,2465,3.3223,2.5017,0.0,1.0,1.0,1.0,1.0,dup
2725,2348,3.0283,2.5017,0.0,1.0,1.0,1.0,1.0,dup
2725,1826,0.294,0.0,0.0,1.0,1.0,1.0,0.4,dup
2725,1776,1.4928,0.0,0.0,1.0,1.0,1.0,0.6667,dup
2725,1390,3.0283,2.5017,0.0,1.0,1.0,1.0,1.0,dup
2725,1294,4.5788,2.5017,0.0,1.0,1.0,1.0,0.6667,dup
2719,2600,6.2103,1.624,0.0,0.0,1.0,0.5,0.4,dup
2698,2252,8.0034,10.1225,0.0,1.0,1.0,1.0,0.0,dup
2698,1664,3.9718,0.0,0.0,1.0,1.0,1.0,0.0,dup
2698,1024,2.179,0.0,0.0,1.0,1.0,1.0,0.0,dup
2685,2670,8.4919,2.3316,0.0,1.0,1.0,1.0,1.0,dup
2685,2647,6.2927,4.8873,0.0,1.0,1.0,1.0,1.0,dup
2685,2582,7.2963,2.3316,0.0,1.0,1.0,1.0,1.0,dup
2685,2465,11.0249,2.3316,0.0,1.0,1.0,1.0,1.0,dup
2685,2348,4.7119,2.3316,0.0,1.0,1.0,1.0,1.0,dup
2685,1826,1.432,0.0,0.0,1.0,1.0,1.0,0.4,dup
2685,1776,3.545,0.0,0.0,1.0,1.0,1.0,0.6667,dup
2685,1390,4.7119,2.3316,0.0,1.0,1.0,1.0,1.0,dup
2685,1294,7.5831,2.3316,0.0,1.0,1.0,1.0,0.6667,dup
2670,2647,4.4281,2.3255,0.0,1.0,1.0,1.0,1.0,dup
2670,2582,5.8776,2.3255,0.0,1.0,1.0,1.0,1.0,dup
2670,2465,9.2042,2.3255,0.0,1.0,1.0,1.0,1.0,dup
2670,2348,5.5263,2.3255,0.0,1.0,1.0,1.0,1.0,dup
2670,1826,3.8893,0.1969,0.0,1.0,1.0,1.0,0.4,dup
2670,1776,6.577,0.1969,0.0,1.0,1.0,1.0,0.6667,dup
2670,1390,5.4016,3.2263,0.0,1.0,1.0,1.0,1.0,dup
2670,1294,6.6402,2.3255,0.0,1.0,1.0,1.0,0.6667,dup
2663,1354,7.0672,2.9088,0.0,1.0,1.0,1.0,0.0,dup
2647,2582,9.527,2.9224,0.0,1.0,1.0,1.0,1.0,dup
2647,2465,7.4607,2.9224,0.0,1.0,1.0,1.0,1.0,dup
2647,2348,4.7987,2.9224,0.0,1.0,1.0,1.0,1.0,dup
2647,1826,1.4382,0.0,0.0,1.0,1.0,1.0,0.4,dup
2647,1776,3.0701,0.0,0.0,1.0,1.0,1.0,0.6667,dup
2647,1390,6.6288,2.9224,0.0,1.0,1.0,1.0,1.0,dup
2647,1294,9.8623,4.7028,0.0,1.0,1.0,1.0,0.6667,dup
2607,1717,7.1765,0.711,0.0,1.0,1.0,1.0,0.0,dup
2607,1398,16.3111,6.0082,0.0,1.0,1.0,1.0,0.0,dup
2582,2465,9.8033,2.3688,0.0,1.0,1.0,1.0,1.0,dup
2582,2348,3.9105,2.3688,0.0,1.0,1.0,1.0,1.0,dup
2582,1826,1.3648,0.0,0.0,1.0,1.0,1.0,0.4,dup
2582,1776,2.8189,0.0,0.0,1.0,1.0,1.0,0.6667,dup
2582,1390,4.989,2.3688,0.0,1.0,1.0,1.0,1.0,dup
2582,1294,4.2648,2.3688,0.0,1.0,1.0,1.0,0.6667,dup
2540,1066,6.4165,0.0,0.0,1.0,1.0,1.0,0.0,dup
2519,1171,4.7817,0.0,0.0,1.0,1.0,1.0,0.0,dup
2465,2348,4.8588,2.4671,0.0,1.0,1.0,1.0,1.0,dup
2465,1826,2.8785,0.0,0.0,1.0,1.0,1.0,0.4,dup
2465,1776,7.0038,0.0,0.0,1.0,1.0,1.0,0.6667,dup
2465,1390,6.7861,2.4671,0.0,1.0,1.0,1.0,1.0,dup
2465,1294,5.8776,2.4671,0.0,1.0,1.0,1.0,0.6667,dup
2456,922,6.1112,6.9152,0.0,1.0,1.0,1.0,0.0,dup
2445,1280,6.3468,1.0865,0.0,1.0,1.0,1.0,0.0,dup
2445,1098,6.8819,2.2769,0.0,1.0,1.0,1.0,0.0,dup
2361,1257,6.2779,0.0,0.0,1.0,1.0,1.0,0.0,dup
2348,1826,1.0633,0.0,0.0,1.0,1.0,1.0,0.4,dup
2348,1776,7.9605,2.4088,0.0,1.0,1.0,1.0,0.6667,dup
2348,1390,5.0622,2.4739,0.0,1.0,1.0,1.0,1.0,dup
2348,1294,5.0622,2.4739,0.0,1.0,1.0,1.0,0.6667,dup
2323,15,7.7381,0.0,0.0,1.0,0.0,1.0,0.0,dup
2280,2279,36.286,70.7823,0.0,0.0,1.0,1.0,0.0,dup
2263,2047,8.2781,7.2409,0.0,0.0,1.0,1.0,0.0,dup
2252,1664,8.8915,0.0,0.0,1.0,1.0,1.0,0.0,dup
2252,1024,3.4032,0.0,0.0,1.0,1.0,1.0,0.0,dup
2250,1274,2.414,0.0,0.0,1.0,1.0,1.0,0.0,dup
2250,1264,3.216,2.4024,0.0,1.0,1.0,1.0,0.0,dup
2250,1213,0.0,0.0,0.0,1.0,1.0,1.0,0.0,dup
2227,1136,1.4416,0.0,0.0,1.0,1.0,1.0,0.0,dup
2117,67,2.5914,0.0,0.0,1.0,1.0,1.0,0.0,dup
2079,1583,4.694,0.7572,0.0,1.0,1.0,1.0,0.0,dup
2073,2053,6.693,1.0739,0.0,1.0,1.0,1.0,0.0,dup
1978,1780,7.1566,1.2605,0.0,0.0,1.0,1.0,0.0,dup
1950,1393,11.2386,1.7869,0.0,1.0,1.0,0.5,0.0,dup
1865,1176,18.1539,27.8091,0.0,0.0,1.0,1.0,0.0,dup
1865,1162,4.3388,2.7941,0.0,0.0,1.0,1.0,0.0,dup
1863,779,13.1048,5.4008,0.0,1.0,1.0,1.0,0.0,dup
1863,514,13.6565,1.1684,0.0,1.0,1.0,1.0,0.0,dup
1826,1776,24.9818,37.5512,0.0,1.0,1.0,1.0,0.5,dup
1826,1390,1.1566,0.0,0.0,1.0,1.0,1.0,0.4,dup
1826,1294,1.1566,0.0,0.0,1.0,1.0,1.0,0.5,dup
1815,1571,4.0796,0.0,0.0,0.0,1.0,1.0,0.0,dup
1776,1390,3.8456,0.0,0.0,1.0,1.0,1.0,0.6667,dup
1776,1294,3.2771,0.0,0.0,1.0,1.0,1.0,1.0,dup
1717,1398,8.076,0.5952,0.0,1.0,1.0,1.0,0.0,dup
1664,1024,3.3406,0.0,0.0,1.0,1.0,1.0,0.0,dup
1616,1031,3.5693,0.0,0.0,1.0,1.0,1.0,0.0,dup
1573,1151,4.2577,0.0,0.0,1.0,1.0,1.0,0.0,dup
1413,1412,4.8339,3.6391,0.0,0.0,1.0,1.0,0.0,dup
1413,1181,17.0861,6.985,0.0,1.0,1.0,1.0,0.0,dup
1412,1181,9.2004,2.2473,0.0,0.0,1.0,1.0,0.0,dup
1390,1294,7.0386,2.3255,0.0,1.0,1.0,1.0,0.6667,dup
1374,1286,8.8614,2.0699,0.0,1.0,1.0,1.0,0.0,dup
1307,1096,14.61,9.5771,0.0,1.0,1.0,1.0,0.0,dup
1291,1180,0.0,0.0,0.0,1.0,1.0,1.0,0.0,dup
1281,364,6.7921,5.9416,0.0,0.0,0.0,1.0,0.0,dup
1280,1098,3.8906,0.0,0.0,1.0,1.0,1.0,0.0,dup
1279,1253,4.981,2.8221,0.0,0.0,1.0,1.0,0.0,dup
1274,1264,4.984,0.0,0.0,1.0,1.0,1.0,0.0,dup
1274,1213,0.0,0.0,0.0,1.0,1.0,1.0,0.0,dup
1264,1213,1.4712,0.0,0.0,1.0,1.0,1.0,0.0,dup
1176,1162,0.6143,0.0,0.0,1.0,1.0,1.0,0.0,dup
1077,1016,8.4293,1.8315,0.0,1.0,1.0,1.0,0.0,dup
917,173,6.9961,2.9608,0.0,1.0,1.0,1.0,0.0,dup
870,152,1.679,0.0,0.0,1.0,1.0,1.0,0.0,dup
779,514,11.2617,5.6149,0.0,1.0,1.0,1.0,0.0,dup
201,200,0.6429,0.0,0.0,0.0,0.0,1.0,0.0,non
12225,12224,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
20497,20496,0.4075,0.0,0.0,0.0,1.0,1.0,0.0,non
16334,16333,1.3732,0.0,0.0,0.0,1.0,1.0,0.0,non
14252,14251,0.5493,0.0,0.0,0.0,0.0,1.0,0.0,non
11667,11666,1.4787,0.0,0.0,0.0,0.0,1.0,0.0,non
17030,17029,1.0677,0.0,0.0,0.0,1.0,1.0,0.0,non
8482,8481,0.1814,0.0,0.0,0.0,1.0,1.0,0.0,non
30555,30554,0.8308,0.0,0.0,0.0,1.0,1.0,0.0,non
10883,10882,0.9516,0.0,0.0,0.0,0.0,1.0,0.0,non
9430,9429,0.5881,0.0,0.0,0.0,1.0,1.0,0.6667,non
22996,22995,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
24205,24204,2.0371,0.2386,0.0,0.0,1.0,1.0,0.0,non
35921,35920,0.7,0.0,0.0,0.0,1.0,1.0,0.0,non
29304,29303,1.3204,0.0,0.0,0.0,1.0,1.0,0.303,non
30128,30127,0.888,0.0,0.0,0.0,1.0,1.0,0.0,non
8503,8502,1.0731,0.0,0.0,0.0,1.0,1.0,0.0,non
14706,14705,1.1365,0.0,0.0,0.0,0.0,1.0,0.0,non
4884,4883,0.0,0.0,0.0,1.0,1.0,1.0,0.0,non
26272,26271,0.7689,0.0,0.0,0.0,1.0,1.0,0.0,non
5500,5499,0.6476,0.0,0.0,0.0,1.0,1.0,0.0,non
7715,7714,0.1993,0.0,0.0,0.0,1.0,1.0,0.0,non
17936,17935,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
17424,17423,0.5932,0.0,0.0,0.0,1.0,1.0,0.0,non
21846,21845,0.8847,0.3187,0.0,0.0,1.0,1.0,0.0,non
15657,15656,0.3221,0.0,0.0,0.0,1.0,1.0,1.0,non
8329,8328,1.8017,0.0,0.0,0.0,0.0,1.0,0.0,non
32065,32064,8.7257,5.2315,0.0,0.0,1.0,1.0,0.0,non
12805,12804,35.7474,60.9543,0.0,0.0,1.0,1.0,1.0,non
20458,20457,34.2017,83.2687,0.0,0.0,1.0,1.0,0.0,non
31518,31517,3.9115,1.2806,0.0,0.0,1.0,1.0,0.0,non
8482,8481,0.1814,0.0,0.0,0.0,1.0,1.0,0.0,non
22665,22664,0.9242,0.0,0.0,0.0,1.0,1.0,0.0,non
31149,31148,4.1883,3.2906,0.0,0.0,1.0,1.0,0.0,non
23107,23106,0.9961,0.0,0.0,0.0,1.0,1.0,0.0,non
5609,5608,1.2107,0.0,0.0,0.0,1.0,1.0,0.0,non
34186,34185,1.5397,0.0,0.0,0.0,1.0,1.0,0.0,non
3347,3346,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
15696,15695,0.063,0.0,0.0,0.0,0.0,1.0,0.0,non
34693,34692,0.8858,0.0,0.0,0.0,1.0,1.0,0.0,non
21692,21691,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
2935,2934,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
4850,4849,3.3218,0.0,0.0,0.0,0.0,1.0,0.0,non
20360,20359,0.4798,0.0,0.0,0.0,0.0,1.0,0.0,non
8762,8761,1.1506,0.8497,0.0,0.0,1.0,1.0,0.3226,non
220,219,0.6816,0.0,0.0,0.0,1.0,1.0,0.0,non
12113,12112,0.193,0.0,0.0,0.0,0.0,1.0,0.0,non
5573,5572,0.6103,0.0,0.0,0.0,1.0,1.0,0.3333,non
9709,9708,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
27981,27980,1.3959,0.0,0.0,0.0,1.0,1.0,0.0,non
22587,22586,2.4584,0.0,0.0,0.0,1.0,1.0,0.303,non
4395,4394,4.4196,0.5395,0.0,1.0,1.0,1.0,0.0,non
1270,1269,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
4658,4657,0.0,0.0,0.0,1.0,1.0,1.0,0.0,non
23753,23752,0.5657,0.0,0.0,0.0,1.0,1.0,0.0,non
17331,17330,1.0256,0.0,0.0,0.0,1.0,1.0,0.303,non
22460,22459,0.7762,0.0,0.0,0.0,1.0,1.0,0.0,non
29129,29128,0.9537,0.5201,0.0,0.0,1.0,1.0,0.0,non
8838,8837,0.0,0.0,0.0,0.0,0.0,1.0,0.3226,non
8050,8049,0.651,0.0,0.0,0.0,0.0,1.0,0.3226,non
20356,20355,0.5718,0.0,0.0,0.0,1.0,1.0,0.0,non
23091,23090,1.5353,0.0,0.0,0.0,1.0,1.0,0.0,non
7635,7634,0.3381,0.0,0.0,0.0,0.0,1.0,0.0,non
9482,9481,6.6029,1.3258,0.0,0.0,1.0,1.0,1.0,non
21089,21088,3.962,4.1747,0.0,0.0,1.0,1.0,0.0,non
774,773,4.4031,5.9126,0.0,0.0,1.0,1.0,0.0,non
8890,8889,1.854,0.3142,0.0,0.0,1.0,1.0,0.0,non
34707,34706,0.3514,0.0,0.0,0.0,1.0,1.0,0.0,non
16230,16229,0.6206,0.0,0.0,0.0,1.0,1.0,0.9091,non
27454,27453,1.4957,0.0,0.0,0.0,0.0,1.0,0.0,non
13642,13641,2.0628,0.0,0.0,0.0,0.0,1.0,0.0,non
35481,35480,5.56,1.3319,0.0,0.0,1.0,1.0,0.0,non
15070,15069,0.7444,0.0,0.0,0.0,1.0,1.0,0.303,non
21961,21960,0.8709,1.0844,0.0,0.0,1.0,1.0,0.0,non
18837,18836,2.8576,1.2157,0.0,0.0,1.0,1.0,0.0,non
11085,11084,1.2698,0.0,0.0,0.0,0.0,1.0,0.0,non
26100,26099,3.0759,1.0404,0.0,0.0,1.0,1.0,0.0,non
19398,19397,0.9832,0.0,0.0,0.0,1.0,1.0,0.0,non
28190,28189,0.5134,0.0,0.0,0.0,0.0,1.0,0.0,non
3479,3478,8.0177,7.8903,0.0,0.0,1.0,1.0,0.0,non
11429,11428,0.8494,0.0,0.0,0.0,1.0,1.0,0.0,non
13862,13861,0.5374,0.0,0.0,0.0,1.0,1.0,0.3846,non
9024,9023,0.9328,0.0,0.0,0.0,0.0,1.0,0.0,non
22251,22250,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
28011,28010,0.1577,0.0,0.0,0.0,1.0,1.0,0.303,non
24147,24146,5.9756,1.5236,0.0,0.0,1.0,1.0,0.3704,non
8641,8640,2.0393,0.0,0.0,0.0,0.0,1.0,0.0,non
33291,33290,1.7815,0.3127,0.0,0.0,1.0,1.0,0.0,non
