Bug 1,Bug 2,bmfu,bmfb,prod,comp,type,prior,vers,class
7254,7253,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
32724,32723,24.5795,33.6386,0.0,0.0,1.0,1.0,0.0,non
1805,1804,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
18350,18349,3.3758,0.0,0.0,0.0,1.0,1.0,0.25,non
25186,25185,3.0299,1.3144,0.0,0.0,1.0,1.0,0.2,non
16684,16683,0.0,0.0,0.0,0.0,1.0,1.0,0.303,non
2030,2029,1.1597,0.0,0.0,0.0,0.0,1.0,0.0,non
12867,12866,3.8075,3.9004,0.0,0.0,1.0,1.0,0.0,non
36804,36803,0.8073,0.0,0.0,0.0,1.0,1.0,0.2,non
15309,15308,0.0,0.0,0.0,0.0,1.0,1.0,0.25,non
23568,23567,2.6358,0.0,0.0,0.0,1.0,1.0,0.0,non
22116,22115,0.3091,0.0,0.0,0.0,1.0,1.0,0.3125,non
34049,34048,0.1363,0.0,0.0,0.0,1.0,1.0,0.0,non
7123,7122,1.6666,0.8986,0.0,0.0,1.0,1.0,0.3846,non
29085,29084,1.2334,0.5588,0.0,0.0,1.0,1.0,0.0,non
21421,21420,3.164,0.2427,0.0,0.0,1.0,1.0,0.0,non
12096,12095,0.9261,0.0,0.0,0.0,1.0,1.0,0.3125,non
743,742,2.5567,0.0,0.0,0.0,0.0,1.0,0.0,non
20809,20808,0.4395,0.0,0.0,0.0,0.0,1.0,0.0,non
13968,13967,0.9383,0.0,0.0,0.0,1.0,1.0,0.0,non
19298,19297,1.3057,0.0,0.0,0.0,1.0,1.0,0.0,non
14028,14027,3.0208,0.0,0.0,0.0,1.0,1.0,0.303,non
35223,35222,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
132,131,0.9261,0.0,0.0,0.0,1.0,1.0,0.0,non
30487,30486,1.3452,0.0,0.0,0.0,1.0,1.0,0.0,non
8609,8608,1.6022,0.0,0.0,0.0,1.0,1.0,0.0,non
27103,27102,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
37132,37131,0.1638,0.0,0.0,0.0,1.0,1.0,0.0,non
21778,21777,0.8843,0.0,0.0,0.0,1.0,1.0,0.0,non
23685,23684,7.7569,2.8625,0.0,1.0,1.0,1.0,0.0,non
31989,31988,1.2349,0.0,0.0,0.0,1.0,1.0,0.0,non
33775,33774,3.4507,0.0,0.0,0.0,1.0,1.0,0.0,non
18059,18058,1.1542,0.0,0.0,0.0,0.0,1.0,0.0,non
7348,7347,0.4173,0.0,0.0,0.0,1.0,1.0,0.0,non
35334,35333,0.125,0.0,0.0,0.0,1.0,1.0,0.0,non
20506,20505,1.2761,0.0,0.0,0.0,1.0,1.0,1.0,non
13613,13612,0.6163,0.0,0.0,0.0,1.0,1.0,0.0,non
1887,1886,0.1815,0.0,0.0,0.0,1.0,1.0,0.0,non
35280,35279,2.7601,0.8045,0.0,1.0,1.0,1.0,0.0,non
31660,31659,3.7691,1.4042,0.0,0.0,1.0,1.0,0.0,non
7803,7802,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
951,950,0.7911,0.0,0.0,0.0,0.0,1.0,0.0,non
5456,5455,1.2967,0.0,0.0,0.0,0.0,1.0,0.6667,non
35288,35287,3.6462,1.372,0.0,0.0,1.0,1.0,0.2,non
34671,34670,0.2507,0.0,0.0,0.0,1.0,1.0,0.2,non
20522,20521,2.7106,0.0,0.0,0.0,1.0,1.0,0.0,non
28693,28692,0.9252,0.0,0.0,0.0,1.0,1.0,0.0,non
23889,23888,1.783,0.8052,0.0,0.0,1.0,1.0,0.303,non
28771,28770,3.8044,2.5324,0.0,0.0,1.0,1.0,0.0,non
34405,34404,0.699,0.0,0.0,0.0,0.0,1.0,0.2,non
21995,21994,3.3717,1.2684,0.0,0.0,1.0,1.0,0.0,non
5464,5463,0.0,0.0,0.0,0.0,1.0,1.0,0.3333,non
12581,12580,0.6176,0.0,0.0,0.0,1.0,1.0,0.0,non
1224,1223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
34257,34256,1.518,0.3722,0.0,0.0,0.0,1.0,0.0,non
17384,17383,1.5285,0.0,0.0,0.0,1.0,1.0,0.0,non
9099,9098,0.3511,0.647,0.0,0.0,0.0,1.0,0.0,non
21515,21514,0.6553,0.0,0.0,0.0,1.0,1.0,0.0,non
32213,32212,0.1183,0.0,0.0,0.0,1.0,1.0,0.0,non
13539,13538,0.3919,0.0,0.0,0.0,1.0,1.0,0.303,non
35003,35002,2.4887,2.2263,0.0,0.0,1.0,1.0,0.0,non
30550,30549,0.1428,0.0,0.0,0.0,0.0,1.0,0.0,non
33669,33668,2.3622,0.0,0.0,0.0,1.0,1.0,0.0,non
2459,2458,2.4401,0.0,0.0,0.0,1.0,1.0,0.0,non
19137,19136,3.9019,0.6855,0.0,0.0,1.0,1.0,0.0,non
29277,29276,1.2592,0.0,0.0,1.0,0.0,1.0,0.0,non
25961,25960,1.0491,0.0,0.0,0.0,0.0,1.0,0.0,non
17161,17160,0.1434,0.0,0.0,0.0,1.0,1.0,0.0,non
6789,6788,2.3732,1.0883,0.0,0.0,1.0,1.0,0.0,non
28435,28434,0.6803,0.0,0.0,0.0,1.0,1.0,0.0,non
1032,1031,0.1279,0.0,0.0,0.0,0.0,1.0,0.0,non
13164,13163,1.9596,0.0,0.0,0.0,0.0,1.0,0.0,non
35398,35397,2.3533,0.0,0.0,0.0,1.0,1.0,0.0,non
35853,35852,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
18909,18908,2.3806,0.0,0.0,0.0,1.0,1.0,0.0,non
15231,15230,0.3616,0.0,0.0,0.0,1.0,1.0,0.303,non
29686,29685,0.7732,0.0,0.0,0.0,1.0,1.0,0.3125,non
709,708,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
36992,36991,0.5431,0.0,0.0,0.0,1.0,1.0,0.0,non
15660,15659,2.3613,0.0,0.0,0.0,1.0,1.0,0.303,non
33724,33723,0.1104,0.0,0.0,0.0,0.0,1.0,0.2,non
22174,22173,3.0004,1.3798,0.0,0.0,1.0,1.0,0.0,non
37366,37365,7.5744,0.4888,0.0,0.0,1.0,1.0,0.0,non
11284,11283,3.6343,0.0,0.0,0.0,1.0,1.0,0.3125,non
362,361,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
21123,21122,2.6687,0.0,0.0,0.0,1.0,1.0,0.0,non
13621,13620,0.2358,0.0,0.0,0.0,1.0,1.0,0.3125,non
23765,23764,0.9492,0.0,0.0,0.0,0.0,1.0,0.2,non
6382,6381,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
29264,29263,0.6872,0.0,0.0,0.0,0.0,1.0,0.2,non
29731,29730,0.8786,0.0,0.0,0.0,0.0,1.0,0.0,non
12744,12743,3.415,1.888,0.0,0.0,1.0,1.0,0.3226,non
32594,32593,0.7729,0.0,0.0,0.0,1.0,1.0,0.0,non
19026,19025,3.3122,0.0,0.0,0.0,1.0,1.0,0.0,non
6737,6736,2.226,0.0,0.0,0.0,1.0,1.0,0.0,non
28798,28797,1.4958,0.0,0.0,0.0,1.0,1.0,0.0,non
20307,20306,3.5291,0.0,0.0,0.0,1.0,1.0,0.0,non
30310,30309,4.7984,2.6505,0.0,0.0,1.0,1.0,0.0,non
35464,35463,0.8337,0.0,0.0,0.0,1.0,1.0,0.2,non
5313,5312,1.4367,0.0,0.0,0.0,1.0,1.0,0.0,non
29375,29374,0.0,0.0,0.0,0.0,1.0,1.0,0.2,non
31843,31842,11.3512,13.1812,0.0,0.0,1.0,1.0,0.0,non
22595,22594,7.6593,9.5845,0.0,0.0,1.0,1.0,0.0,non
27234,27233,1.0961,0.0,0.0,0.0,1.0,1.0,0.0,non
37609,37608,0.0,0.0,0.0,0.0,1.0,1.0,0.2,non
33762,33761,1.5347,2.2475,0.0,1.0,1.0,1.0,0.0,non
17363,17362,0.4774,0.0,0.0,0.0,1.0,1.0,0.0,non
37146,37145,11.3882,17.8476,0.0,0.0,1.0,1.0,0.0,non
14956,14955,1.228,0.0,0.0,0.0,1.0,1.0,0.0,non
31213,31212,0.0,0.0,0.0,0.0,0.0,1.0,0.2,non
8369,8368,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
23526,23525,3.5912,2.3756,0.0,0.0,1.0,1.0,0.0,non
14394,14393,9.6981,8.7837,0.0,1.0,1.0,1.0,0.0,non
16183,16182,1.8058,0.0,0.0,0.0,0.0,1.0,0.303,non
17711,17710,1.0044,0.0,0.0,0.0,1.0,1.0,0.0,non
25161,25160,1.4752,0.0,0.0,0.0,0.0,1.0,0.0,non
34768,34767,2.6356,0.0,0.0,0.0,1.0,1.0,0.0,non
7278,7277,4.6334,0.0,0.0,0.0,1.0,1.0,1.0,non
35610,35609,0.2193,0.0,0.0,0.0,1.0,1.0,0.0,non
27732,27731,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
22255,22254,8.5459,8.1308,0.0,0.0,1.0,1.0,0.5882,non
26095,26094,3.2914,1.2314,0.0,0.0,1.0,1.0,0.2,non
33237,33236,2.0825,0.0,0.0,0.0,1.0,1.0,0.0,non
24468,24467,1.5992,0.0,0.0,0.0,0.0,1.0,0.0,non
27988,27987,0.7942,0.0,0.0,0.0,1.0,1.0,0.2,non
29161,29160,3.9305,2.8202,0.0,0.0,1.0,1.0,0.2,non
35273,35272,0.4858,0.0,0.0,0.0,0.0,1.0,0.0,non
815,814,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
37375,37374,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
11053,11052,2.6309,0.0,0.0,0.0,1.0,1.0,0.0,non
6148,6147,2.7362,1.068,0.0,0.0,1.0,1.0,0.0,non
31368,31367,0.8862,0.0,0.0,0.0,1.0,1.0,0.0,non
14119,14118,0.1742,0.0,0.0,0.0,0.0,1.0,0.3125,non
21144,21143,4.1732,0.4594,0.0,0.0,1.0,1.0,0.303,non
22149,22148,4.3934,1.0211,0.0,0.0,1.0,1.0,0.0,non
32979,32978,0.1777,0.0,0.0,0.0,1.0,1.0,0.303,non
27106,27105,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
10441,10440,0.3204,0.0,0.0,0.0,0.0,1.0,0.0,non
18382,18381,0.8221,0.0,0.0,0.0,1.0,1.0,0.0,non
24560,24559,9.318,11.9915,0.0,0.0,1.0,1.0,0.0,non
16521,16520,0.5067,0.0,0.0,0.0,1.0,1.0,0.0,non
22945,22944,0.4161,0.0,0.0,0.0,1.0,1.0,0.0,non
31297,31296,4.6718,1.4053,0.0,0.0,1.0,1.0,0.0,non
8215,8214,0.5651,0.0,0.0,0.0,1.0,1.0,0.0,non
21732,21731,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
7925,7924,1.9946,0.0,0.0,1.0,1.0,1.0,0.0,non
35674,35673,17.5595,25.3164,0.0,0.0,1.0,1.0,0.0,non
17331,17330,1.0256,0.0,0.0,0.0,1.0,1.0,0.303,non
24705,24704,0.3773,0.0,0.0,0.0,1.0,1.0,0.0,non
23324,23323,0.5602,0.0,0.0,0.0,1.0,1.0,0.0,non
11912,11911,0.7771,0.0,0.0,0.0,0.0,1.0,0.0,non
33788,33787,2.7209,0.1796,0.0,0.0,1.0,1.0,0.0,non
6410,6409,1.8864,0.0,0.0,0.0,1.0,1.0,0.0,non
59,58,0.61,0.4354,0.0,0.0,1.0,1.0,0.0,non
32051,32050,0.1821,0.0,0.0,0.0,1.0,1.0,0.0,non
2378,2377,2.8647,0.0,0.0,0.0,1.0,1.0,0.0,non
24228,24227,0.9959,0.0,0.0,0.0,1.0,1.0,0.0,non
25172,25171,0.6719,0.0,0.0,0.0,1.0,1.0,0.0,non
35293,35292,0.1401,0.0,0.0,0.0,1.0,1.0,0.0,non
19600,19599,1.0972,0.0,0.0,0.0,1.0,1.0,0.0,non
10687,10686,3.8831,0.9051,0.0,0.0,1.0,1.0,0.0,non
11993,11992,0.1721,0.0,0.0,0.0,1.0,1.0,0.0,non
17544,17543,0.8554,0.0,0.0,0.0,1.0,1.0,0.0,non
20201,20200,2.2773,0.0,0.0,0.0,1.0,1.0,0.0,non
29561,29560,3.5899,1.6458,0.0,0.0,1.0,1.0,0.0,non
14115,14114,0.7103,0.0,0.0,0.0,1.0,1.0,0.3125,non
31590,31589,1.4989,1.0386,0.0,0.0,1.0,1.0,0.0,non
26922,26921,3.1958,1.7828,0.0,0.0,1.0,1.0,0.2,non
15453,15452,15.1786,18.1457,0.0,0.0,1.0,1.0,0.303,non
20606,20605,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
26829,26828,0.1223,0.0,0.0,0.0,1.0,1.0,0.0,non
12009,12008,0.1189,0.0,0.0,0.0,0.0,1.0,0.0,non
12008,12007,0.803,0.0,0.0,0.0,1.0,1.0,0.0,non
1904,1903,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
12744,12743,3.415,1.888,0.0,0.0,1.0,1.0,0.3226,non
14917,14916,0.4379,0.0,0.0,0.0,0.0,1.0,0.0,non
18294,18293,0.9011,0.0,0.0,0.0,1.0,1.0,0.0,non
16108,16107,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
13659,13658,2.9354,0.0,0.0,0.0,1.0,1.0,0.3125,non
17177,17176,0.9991,0.0,0.0,0.0,1.0,1.0,0.0,non
26699,26698,0.5451,0.0,0.0,0.0,1.0,1.0,0.0,non
2547,2546,1.5745,0.0,0.0,0.0,1.0,1.0,0.0,non
30818,30817,6.2738,1.8553,0.0,0.0,1.0,1.0,0.0,non
13991,13990,1.0767,0.0,0.0,0.0,1.0,1.0,0.303,non
33977,33976,1.6556,0.0,0.0,0.0,0.0,1.0,0.0,non
17643,17642,0.2701,0.0,0.0,0.0,1.0,1.0,0.0,non
33751,33750,4.8084,3.2742,0.0,0.0,1.0,1.0,0.0,non
27304,27303,1.5703,0.0,0.0,0.0,1.0,1.0,0.0,non
19718,19717,0.3473,0.0,0.0,0.0,0.0,1.0,0.0,non
19734,19733,2.6314,0.4101,0.0,0.0,1.0,1.0,0.0,non
34573,34572,0.16,0.0,0.0,0.0,1.0,1.0,0.0,non
4304,4303,1.3865,0.0,0.0,0.0,1.0,1.0,0.0,non
21926,21925,1.9865,0.8912,0.0,0.0,1.0,1.0,0.0,non
3670,3669,16.6953,30.8972,0.0,1.0,1.0,1.0,0.0,non
15309,15308,0.0,0.0,0.0,0.0,1.0,1.0,0.25,non
37054,37053,1.7347,0.5673,0.0,0.0,1.0,1.0,0.0,non
19574,19573,1.4081,0.7018,0.0,0.0,0.0,1.0,0.25,non
7194,7193,0.4466,0.0,0.0,0.0,1.0,1.0,0.0,non
9143,9142,1.645,0.0,0.0,0.0,1.0,1.0,1.0,non
2533,2532,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
24150,24149,0.7336,0.0,0.0,0.0,1.0,1.0,0.25,non
10268,10267,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
26373,26372,0.1647,0.0,0.0,0.0,1.0,1.0,0.0,non
8136,8135,21.8789,25.7645,0.0,0.0,1.0,1.0,0.0,non
10028,10027,0.8294,0.0,0.0,0.0,0.0,1.0,0.0,non
13837,13836,0.073,0.0,0.0,0.0,0.0,0.5,0.0,non
34718,34717,1.9196,0.0,0.0,0.0,1.0,1.0,0.0,non
35958,35957,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
1507,1506,0.482,0.0,0.0,0.0,1.0,1.0,0.0,non
8940,8939,0.8794,0.0,0.0,0.0,0.0,1.0,0.0,non
8289,8288,0.1342,0.0,0.0,0.0,0.0,1.0,0.3226,non
9898,9897,1.406,0.7103,0.0,0.0,1.0,1.0,0.3125,non
25245,25244,1.3699,0.0,0.0,0.0,1.0,1.0,0.0,non
6286,6285,0.1407,0.0,0.0,0.0,1.0,1.0,0.0,non
7697,7696,1.1349,0.0,0.0,0.0,0.0,1.0,0.0,non
7213,7212,0.9029,0.0,0.0,0.0,0.0,1.0,0.0,non
7135,7134,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
36986,36985,0.0842,0.0,0.0,0.0,1.0,1.0,0.0,non
27227,27226,0.1244,0.0,0.0,0.0,1.0,1.0,0.0,non
19339,19338,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
1682,1681,2.4847,0.0,0.0,0.0,0.0,1.0,0.0,non
13569,13568,15.6126,24.8596,0.0,0.0,1.0,1.0,0.0,non
11672,11671,0.3636,0.0,0.0,0.0,1.0,1.0,0.0,non
7569,7568,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
28182,28181,0.4918,0.0,0.0,0.0,1.0,1.0,0.0,non
15714,15713,0.671,0.0,0.0,0.0,1.0,1.0,0.303,non
26028,26027,1.6064,0.0,0.0,0.0,1.0,1.0,0.2,non
34091,34090,2.5919,0.0,0.0,0.0,1.0,1.0,0.0,non
10020,10019,2.4292,0.0,0.0,0.0,1.0,1.0,0.3226,non
10813,10812,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
6782,6781,1.7608,0.0,0.0,0.0,1.0,1.0,0.0,non
1405,1404,29.9682,48.2461,0.0,0.0,1.0,1.0,0.0,non
11444,11443,5.315,2.6447,0.0,0.0,1.0,1.0,1.0,non
36088,36087,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
23638,23637,2.0288,0.0,0.0,0.0,0.0,1.0,0.0,non
27620,27619,0.7934,0.0,0.0,0.0,1.0,1.0,0.0,non
32805,32804,0.1787,0.0,0.0,0.0,1.0,1.0,0.6667,non
4110,4109,0.5524,0.0,0.0,0.0,1.0,1.0,0.3846,non
235,234,0.944,0.0,0.0,0.0,0.0,1.0,0.0,non
12175,12174,0.1926,0.0,0.0,0.0,0.0,1.0,0.0,non
9216,9215,0.7201,0.0,0.0,0.0,1.0,1.0,0.0,non
1580,1579,1.5201,0.0,0.0,0.0,0.0,1.0,0.0,non
30278,30277,1.3889,0.7366,0.0,0.0,1.0,1.0,0.2,non
11371,11370,3.2316,0.8912,0.0,0.0,0.0,1.0,0.0,non
4263,4262,0.6594,0.0,0.0,0.0,1.0,1.0,0.0,non
30095,30094,17.4649,30.0534,0.0,0.0,1.0,1.0,0.0,non
3009,3008,15.7476,23.0153,0.0,0.0,1.0,1.0,0.0,non
14732,14731,0.1779,0.0,0.0,0.0,0.0,1.0,0.0,non
30205,30204,4.0468,2.6456,0.0,0.0,1.0,1.0,0.0,non
14134,14133,3.1108,0.0,0.0,0.0,1.0,1.0,0.0,non
22295,22294,5.4404,1.1736,0.0,0.0,1.0,1.0,0.0,non
15794,15793,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
27878,27877,0.1579,0.0,0.0,0.0,1.0,1.0,0.2,non
30456,30455,14.9695,16.5511,0.0,0.0,1.0,1.0,0.0,non
4792,4791,0.0,0.0,0.0,1.0,1.0,1.0,0.0,non
1615,1614,17.4354,26.2147,0.0,0.0,0.0,1.0,0.0,non
28726,28725,1.2784,0.0,0.0,0.0,1.0,1.0,0.2,non
12570,12569,1.0942,0.0,0.0,0.0,1.0,1.0,0.0,non
21174,21173,0.4309,0.0,0.0,0.0,1.0,1.0,0.303,non
24186,24185,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
36376,36375,4.3365,0.0,0.0,0.0,1.0,1.0,0.0,non
15022,15021,0.1948,0.0,0.0,0.0,1.0,1.0,0.303,non
15313,15312,0.0,0.0,0.0,0.0,1.0,0.3333,0.303,non
26878,26877,2.3654,2.4342,0.0,0.0,0.0,1.0,0.0,non
7157,7156,2.4948,0.0,0.0,0.0,0.0,1.0,0.0,non
33103,33102,2.0545,0.8412,0.0,0.0,1.0,1.0,0.2,non
23828,23827,1.3388,0.0,0.0,0.0,1.0,1.0,0.0,non
11357,11356,0.5085,0.0,0.0,0.0,1.0,1.0,0.0,non
7247,7246,3.5994,1.4626,0.0,0.0,1.0,1.0,0.0,non
35802,35801,0.1776,0.0,0.0,0.0,1.0,1.0,0.0,non
1676,1675,0.8053,0.0,0.0,0.0,1.0,1.0,0.0,non
8450,8449,0.0449,0.0,0.0,0.0,1.0,1.0,0.0,non
7137,7136,0.0,0.0,0.0,0.0,1.0,1.0,0.3333,non
21482,21481,0.0,0.0,0.0,0.0,1.0,1.0,0.303,non
11486,11485,1.8518,1.254,0.0,0.0,1.0,1.0,0.0,non
26380,26379,2.0804,0.0,0.0,0.0,1.0,1.0,0.2,non
32962,32961,3.7171,2.9992,0.0,0.0,1.0,1.0,0.0,non
1765,1764,0.3486,0.0,0.0,0.0,0.0,1.0,0.0,non
29342,29341,0.2209,0.0,0.0,0.0,1.0,1.0,0.2,non
30686,30685,30.6572,59.4311,0.0,0.0,1.0,1.0,1.0,non
32801,32800,9.2265,15.3296,0.0,0.0,1.0,1.0,0.0,non
8617,8616,4.4051,0.0,0.0,0.0,1.0,1.0,0.0,non
22338,22337,12.2185,8.5301,0.0,1.0,0.0,1.0,0.0,non
34940,34939,0.5295,0.0,0.0,0.0,1.0,1.0,0.0,non
17046,17045,3.7303,1.9048,0.0,0.0,0.0,1.0,0.0,non
14595,14594,0.3452,0.0,0.0,0.0,1.0,1.0,0.0,non
9651,9650,0.0,0.0,0.0,0.0,0.0,1.0,0.3226,non
30040,30039,1.3361,0.2706,0.0,0.0,1.0,1.0,0.0,non
29852,29851,9.2304,15.4731,0.0,0.0,1.0,1.0,0.0,non
30614,30613,0.0,0.0,0.0,0.0,1.0,1.0,0.2,non
423,422,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
29277,29276,1.2592,0.0,0.0,1.0,0.0,1.0,0.0,non
10947,10946,1.2193,0.0,0.0,0.0,1.0,1.0,0.0,non
23048,23047,6.6603,1.1433,0.0,0.0,1.0,1.0,0.0,non
6770,6769,0.1868,0.0,0.0,0.0,1.0,1.0,0.7143,non
31285,31284,9.0234,4.9491,0.0,0.0,1.0,1.0,0.0,non
15913,15912,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
16320,16319,0.4256,0.0,0.0,0.0,1.0,1.0,0.3125,non
36848,36847,0.1701,0.0,0.0,0.0,1.0,1.0,0.2,non
19033,19032,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
338,337,0.4456,0.0,0.0,0.0,1.0,1.0,0.0,non
32048,32047,2.3306,0.5473,0.0,0.0,1.0,1.0,0.0,non
22126,22125,0.1721,0.0,0.0,0.0,1.0,1.0,0.9091,non
12942,12941,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
22275,22274,1.4477,0.0,0.0,0.0,1.0,1.0,0.0,non
2902,2901,0.4289,0.0,0.0,0.0,1.0,1.0,0.0,non
26523,26522,2.6558,0.0,0.0,0.0,1.0,1.0,0.0,non
8237,8236,0.7785,0.0,0.0,0.0,1.0,0.5,0.0,non
22766,22765,0.8421,0.0,0.0,0.0,1.0,1.0,0.2,non
24792,24791,1.381,0.0,0.0,0.0,1.0,1.0,0.0,non
3438,3437,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
8048,8047,5.8974,3.0704,0.0,0.0,1.0,1.0,0.0,non
19261,19260,0.0,0.0,0.0,0.0,1.0,1.0,0.303,non
10279,10278,0.456,0.0,0.0,0.0,1.0,1.0,0.3125,non
18121,18120,0.3663,0.0,0.0,0.0,1.0,1.0,0.303,non
2473,2472,5.0975,0.5202,0.0,0.0,1.0,1.0,0.0,non
31900,31899,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
1444,1443,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
24000,23999,2.1271,0.0,0.0,0.0,1.0,1.0,0.303,non
37279,37278,1.2767,0.0,0.0,0.0,1.0,1.0,1.0,non
34880,34879,3.5394,0.0,0.0,0.0,1.0,1.0,0.0,non
11166,11165,0.7675,0.0,0.0,0.0,1.0,1.0,1.0,non
27991,27990,2.7338,0.0,0.0,0.0,1.0,1.0,0.2,non
18596,18595,0.4251,0.0,0.0,0.0,1.0,1.0,0.25,non
30157,30156,1.9695,1.0292,0.0,0.0,0.0,1.0,0.0,non
28468,28467,0.9635,0.0,0.0,0.0,1.0,1.0,0.2222,non
31457,31456,7.8709,6.7474,0.0,0.0,1.0,1.0,0.0,non
22064,22063,3.55,0.0,0.0,0.0,1.0,1.0,0.0,non
24982,24981,0.0,0.0,0.0,0.0,1.0,1.0,0.25,non
1298,1297,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
11422,11421,1.2526,0.3357,0.0,0.0,1.0,1.0,0.3226,non
21557,21556,0.4006,0.0,0.0,0.0,1.0,1.0,0.0,non
12459,12458,0.0,0.0,0.0,0.0,0.0,1.0,0.0,non
13417,13416,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
18409,18408,2.7334,0.0,0.0,0.0,1.0,1.0,0.0,non
1788,1787,1.6036,0.0,0.0,0.0,1.0,1.0,0.0,non
20078,20077,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
9794,9793,1.3963,0.0,0.0,0.0,1.0,1.0,0.3125,non
18702,18701,1.1181,0.0,0.0,0.0,1.0,1.0,0.0,non
8884,8883,2.479,0.0,0.0,0.0,1.0,1.0,0.0,non
7617,7616,2.3954,0.6627,0.0,0.0,1.0,1.0,0.0,non
25686,25685,1.8136,0.0,0.0,0.0,1.0,1.0,0.2,non
11465,11464,5.6886,3.8464,0.0,0.0,1.0,1.0,0.3125,non
35598,35597,0.3865,0.0,0.0,0.0,1.0,1.0,0.0,non
3899,3898,0.4668,0.0,0.0,1.0,0.0,1.0,0.0,non
35998,35997,0.308,0.0,0.0,0.0,1.0,1.0,0.0,non
8835,8834,0.7732,0.0,0.0,0.0,0.0,1.0,0.0,non
5862,5861,0.5449,0.0,0.0,0.0,0.0,1.0,0.3333,non
35113,35112,14.4952,18.1457,0.0,0.0,1.0,1.0,0.3846,non
13420,13419,1.5661,0.0,0.0,0.0,1.0,1.0,0.9091,non
19984,19983,3.0791,0.0,0.0,0.0,1.0,1.0,0.0,non
19980,19979,0.9897,0.2442,0.0,0.0,1.0,1.0,0.303,non
2837,2836,0.1775,0.0,0.0,0.0,1.0,1.0,0.0,non
19564,19563,4.761,3.3069,0.0,0.0,1.0,1.0,0.0,non
35821,35820,1.4783,0.0,0.0,0.0,1.0,1.0,0.0,non
36606,36605,1.2037,0.0,0.0,0.0,1.0,1.0,0.0,non
32090,32089,7.6506,1.5339,0.0,0.0,1.0,1.0,0.0,non
531,530,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
25439,25438,5.1729,0.4307,0.0,0.0,1.0,1.0,0.2,non
15768,15767,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
21376,21375,2.8586,0.0,0.0,0.0,1.0,1.0,0.0,non
5065,5064,1.485,0.0,0.0,0.0,1.0,1.0,0.3333,non
18432,18431,0.6281,0.0,0.0,0.0,1.0,1.0,0.25,non
13567,13566,10.3252,6.4035,0.0,0.0,0.0,1.0,0.0,non
6740,6739,2.5071,0.0,0.0,0.0,1.0,1.0,0.0,non
8032,8031,0.183,0.0,0.0,0.0,1.0,1.0,0.0,non
32248,32247,2.5513,0.4932,0.0,0.0,1.0,1.0,0.0,non
19293,19292,5.5098,1.0202,0.0,0.0,1.0,1.0,0.0,non
7455,7454,0.1628,0.0,0.0,0.0,0.0,1.0,0.0,non
17418,17417,0.9847,0.0,0.0,0.0,1.0,1.0,0.0,non
10557,10556,0.5561,0.2909,0.0,0.0,1.0,1.0,0.3125,non
35242,35241,0.8982,0.0,0.0,0.0,1.0,1.0,0.2,non
34280,34279,1.8661,0.6886,0.0,0.0,1.0,1.0,0.0,non
34938,34937,2.7785,0.0,0.0,0.0,0.0,1.0,0.0,non
23392,23391,5.3286,2.1965,0.0,0.0,1.0,1.0,0.0,non
33410,33409,0.0,0.0,0.0,0.0,1.0,1.0,0.0,non
