bugid,c1,c2,c3,c4,c5,c6
30090,5.8709,1.9421,3.031,6.0954,0.8812,7.6054
30089,5.878,1.081,2.5196,1.081,0.0,3.6006
30088,4.0062,0.0,1.3551,2.5295,0.0,4.3031
30087,4.8959,2.872,3.5582,1.8732,0.8322,3.2247
30086,3.0157,0.0,2.6317,1.6698,1.283,3.8228
30085,1.1223,0.0,1.8619,0.9966,1.6313,2.9818
30084,4.9136,0.0,2.6655,2.2349,1.6888,7.1032
30083,1.8791,0.0,3.9317,2.7207,2.8765,5.8233
30082,5.5804,1.0944,2.7869,1.785,2.7485,2.83
30081,5.6932,1.1295,2.9982,2.0317,2.6644,3.0399
30080,1.6746,0.0,1.8144,1.6682,0.5833,4.132
30079,1.4614,2.4733,2.706,2.8476,1.2381,4.823
30078,1.4877,2.1627,2.7593,2.9157,1.3669,4.5464
30077,3.56,1.9665,2.1725,0.9612,1.2211,6.4408
30076,3.6402,1.4338,2.9454,2.2964,0.6129,3.6076
30075,5.0611,1.0082,2.3748,3.7953,0.0,7.5765
30074,4.8304,0.6599,2.2407,0.6599,1.5808,5.8576
30073,1.3387,0.0,1.9545,1.4522,1.2106,3.4728
30072,2.3721,0.6824,2.3996,1.7172,0.5724,4.0676
30071,1.3387,0.0,1.9545,1.4522,1.2106,3.4728
30070,2.982,0.0,2.9183,1.5242,2.4081,4.7372
30069,1.3387,0.0,1.9545,1.4522,1.2106,3.4728
30068,4.4954,1.2653,1.4045,1.753,2.1394,4.9587
30067,3.1967,0.7575,2.5637,3.0489,2.5728,2.4011
30066,2.225,0.0,2.2865,1.2018,0.7008,2.9179
30065,3.0668,1.1722,0.0,1.2376,0.6361,5.2347
30064,2.0654,0.0,2.5931,2.161,1.0644,2.6893
30063,2.3611,0.0,4.6501,2.0907,0.5293,5.2961
30062,2.361,1.7696,3.671,0.0,0.6034,3.352
30061,5.3962,0.7424,2.9531,3.2418,0.4803,7.7984
30060,3.1922,0.0,2.9014,2.3614,1.2769,3.6413
30059,5.8078,3.594,2.1601,2.6315,0.652,5.1477
30058,3.9793,0.0,2.7419,3.0819,1.6097,4.5717
30057,2.3907,0.0,1.7069,3.328,0.0,2.1704
30056,5.132,1.1077,1.9966,3.27,0.6508,9.0103
30055,1.9418,0.0,0.7997,0.7997,0.6361,3.8972
30054,1.7147,1.1591,2.7787,2.9458,1.4459,3.8481
30053,2.5081,0.6232,3.8127,3.5646,0.5227,4.514
30052,4.3628,1.0021,2.0638,3.5125,0.5438,3.9187
30051,2.3597,0.0,1.4439,1.6313,0.5714,2.7584
30050,2.0601,1.0787,1.9772,0.0,1.5214,2.9737
30049,0.7152,0.0,2.1683,0.0,1.306,2.5255
30048,5.5383,2.5344,2.8878,2.3217,2.1752,4.0068
30047,2.3618,0.942,3.0685,1.4864,0.6278,4.4777
30046,1.4867,0.8517,1.7426,0.0,1.3746,1.4808
30045,4.054,0.0,0.9926,1.2663,1.3193,3.295
30044,3.7185,1.3716,2.3352,2.7759,1.1125,2.153
30043,0.0,0.0,0.0,3.3203,0.6595,1.0313
30042,2.3906,0.8399,2.7171,2.4355,0.8911,7.2305
30041,3.2609,0.0,0.0,2.0956,2.0891,4.4435
30040,1.25,0.9997,1.4683,2.2034,1.5946,4.4901
30039,2.7101,1.2705,2.5623,3.5426,1.9961,4.4854
30038,4.6527,0.732,1.5359,0.732,0.9291,2.7248
30037,4.1023,1.8473,3.9131,4.2061,0.0,5.7903
30036,1.9025,0.8053,4.091,0.8053,1.0608,5.126
30035,7.1364,0.5754,2.3619,6.7703,0.331,6.0381
30034,4.0945,1.8076,2.7166,1.1859,0.7863,4.6866
30033,2.6912,0.6113,1.1627,2.6851,0.9642,4.7647
30032,1.938,0.0,0.9725,0.0,0.4641,3.7901
30031,2.2756,1.5621,1.5593,1.1709,0.555,4.1524
30030,7.2452,1.2005,4.2159,5.8508,1.8671,8.3618
30029,3.9399,1.5802,0.8003,3.1017,0.0,6.9335
30028,4.9785,1.4973,3.4201,2.9689,1.248,6.5007
30027,4.4959,1.6361,3.3054,2.4799,0.0,4.3489
30026,2.4301,0.819,0.1578,1.9711,0.1714,5.5653
30025,1.9882,2.2893,5.7641,6.1266,2.7632,9.3687
30024,2.3346,0.0,0.0,0.7569,0.0,4.5097
30023,2.5306,0.0,1.0213,1.5295,0.0,2.4608
30022,1.549,1.48,0.0,1.8854,0.0,2.1618
30021,3.5965,2.6411,1.0811,2.6597,0.5693,4.9997
30020,4.7366,3.9505,1.3981,3.0301,0.0,5.9331
30019,2.4822,0.8177,1.9798,3.5313,1.5654,6.6741
30018,2.0784,0.0,0.6573,1.1598,0.6573,1.1598
30017,3.5241,0.5416,2.7844,4.1805,0.2183,4.8136
30016,5.7848,1.79,2.8764,6.6137,0.5574,4.6356
30015,6.7515,0.4285,0.3375,1.8377,0.9272,4.6108
30014,2.1593,2.2352,0.0,3.1912,0.0,1.9502
30013,4.8019,1.4074,3.4507,1.4066,1.0823,5.2413
30012,0.9394,0.0,0.0,0.9394,0.0,2.5624
30011,0.8164,0.0,0.0,0.0,0.876,0.8164
30011,0.8164,0.0,0.0,0.0,0.876,0.8164
30010,5.572,4.4877,3.5007,4.2378,2.8759,5.4611
30009,2.6107,2.5289,1.5501,1.6876,0.5228,2.9789
30008,5.3158,0.6116,3.1827,3.5168,1.9702,5.5306
30007,4.0218,3.8985,2.8923,3.6259,0.8717,5.5004
30006,3.3527,1.1537,2.382,1.175,1.3506,4.3463
30005,2.8221,0.9886,4.1069,0.9886,1.7812,4.591
30004,2.8178,0.6645,1.504,2.1929,1.9453,4.6746
30003,4.3359,0.0,2.2073,2.2509,1.926,5.8698
30002,5.1642,0.6885,2.084,4.3732,0.4454,4.826
30001,2.8898,3.406,3.406,3.2954,3.522,3.8195
30000,2.1322,0.0,2.73,1.7956,1.6727,6.314
29999,4.8788,1.9537,5.4265,5.0553,0.0,4.947
29998,1.2613,1.3383,2.3348,1.0448,0.2686,3.9616
29997,2.6471,0.6893,0.6893,3.1219,0.6009,6.4924
29996,5.0787,1.1175,3.5702,2.4853,1.4738,8.1071
29995,4.2904,1.1874,1.7913,3.8975,0.6059,2.0612
29994,4.4606,0.0,4.3745,3.7328,1.7187,3.8862
29993,4.5584,1.7407,3.0495,3.633,0.5714,3.9549
29992,0.6922,0.3153,0.7427,1.4627,0.2686,3.3694
29991,4.2162,1.4174,1.2479,2.9617,0.0,2.2223
29990,1.6056,0.0,2.2789,2.2625,0.6016,3.158
29989,1.8185,0.8112,1.4299,1.1006,0.8593,3.1223
29988,4.0045,2.6257,2.5302,2.3577,1.1984,4.0195
29987,1.0343,1.2066,1.6362,0.0,0.0,0.9937
29986,0.3398,0.0,2.3472,3.7247,0.7749,2.2501
29985,2.4026,1.6609,1.1274,0.657,0.8322,3.6143
29984,2.0274,0.1251,0.4989,2.5499,0.3243,3.3813
29983,2.8737,0.2164,1.1577,0.9273,0.1213,4.6285
29982,0.0,0.0,0.0,0.0,0.7932,1.0213
29981,1.1589,1.1589,1.1589,1.1589,0.7446,2.1691
29980,4.1087,1.4066,4.2351,3.8269,1.4795,3.9595
29979,1.7549,0.0,1.1809,0.6154,0.5848,2.4991
29978,4.4382,0.0,2.3201,1.6988,1.5179,4.3103
29977,3.7679,4.2664,3.6743,2.3472,1.0729,9.0183
29976,3.9463,4.3814,3.8249,2.4084,1.1338,9.2624
29975,4.9563,0.8465,3.4951,5.3132,1.6666,7.1706
29974,2.9028,0.0,1.4091,1.8028,0.0,1.4136
29973,0.5672,0.0,2.6268,2.2563,1.4762,4.7598
29972,2.7964,1.5352,6.1823,5.7784,1.2425,4.6757
29971,2.9457,0.0,1.3527,0.9227,0.5335,5.1776
29970,2.1661,0.0,0.9462,0.9462,0.5977,3.9583
29969,1.9029,1.0461,3.8236,1.2754,0.7978,5.8394
29968,2.7904,0.7283,3.1481,2.1443,0.6019,5.7339
29967,4.403,3.7635,2.9652,1.3505,2.0701,5.8851
29966,6.3044,1.2359,0.9803,2.255,2.0889,3.8117
29965,6.2485,0.0,1.5405,1.4259,1.2402,5.5242
29964,2.3483,1.0842,2.8184,1.9731,1.6664,4.9441
29963,1.2059,2.9801,0.4224,5.3965,1.4067,2.8382
29962,3.004,0.3753,5.8958,1.6582,0.0,7.4546
29961,2.826,1.3815,3.7993,4.8339,0.6936,6.6258
29960,6.7276,2.1748,3.1145,6.9697,1.36,6.0797
29959,1.4036,0.0,1.4036,2.0761,2.0761,7.1376
29958,0.0,0.0,0.9282,0.0,0.0,0.0
29957,3.7895,2.1466,0.5556,2.1511,1.3479,7.8559
29956,2.4453,1.6404,1.7494,1.9127,1.6627,7.2267
29955,2.5515,1.8424,1.7208,2.1889,0.7786,4.2257
29954,3.0719,1.2591,2.7757,3.5957,0.0,2.9603
29953,2.005,0.8618,1.5088,1.2168,1.0031,2.5132
29952,6.1345,1.7113,2.2113,2.5527,1.6628,7.0859
29951,5.7533,3.3266,0.8703,6.8287,0.7502,3.2874
29950,2.9354,0.0,0.919,0.9511,0.919,4.6614
29949,3.2748,0.8573,4.8754,3.9667,2.6263,7.0612
29948,1.7498,0.0,0.6087,1.3226,0.0,6.5165
29947,1.631,1.5562,1.3584,1.0529,0.5539,3.2846
29946,3.9174,1.2197,1.3475,1.6256,0.0,2.3265
29945,6.7559,0.0,2.2182,2.6,0.9272,4.4757
29944,3.8927,0.0,2.8143,3.7213,1.1696,4.9899
29943,5.0475,1.0477,4.353,2.5552,0.8174,7.3582
29942,4.1268,2.028,1.3567,2.4342,0.6805,5.4774
29941,3.377,0.741,3.3929,0.741,1.0984,6.8132
29940,2.0922,2.0906,2.5862,1.1983,0.4998,7.2859
29939,2.5431,1.2034,2.7462,2.1578,0.4376,4.9534
29938,3.2167,1.5146,2.6542,1.1709,0.9652,4.9138
29937,0.0,0.0,2.2385,2.433,0.0,2.8722
29936,3.5782,1.1065,1.1065,3.1033,0.0,3.8005
29935,5.934,2.4316,2.5912,2.1342,1.6707,6.8216
29934,4.2617,0.8807,1.0477,3.0995,1.1511,6.7292
29933,2.182,1.6466,1.4544,2.9547,1.4775,4.8832
29932,2.6688,0.0,1.4308,2.5614,0.4358,5.0647
29931,5.6319,1.6102,3.3582,2.4993,1.558,6.1516
29930,2.2981,0.7708,1.9579,0.7708,0.7708,1.878
29929,2.2436,0.7299,1.2767,2.6127,0.0,1.9029
29928,3.5491,1.4537,2.9413,2.2178,0.5215,4.9506
29927,4.5866,1.3297,3.9543,2.3906,2.8607,5.3296
29926,1.4673,1.8606,1.2642,0.6218,0.6425,0.6237
29925,2.2347,0.9946,1.8548,1.1999,0.6523,3.4505
29924,3.0424,1.1572,2.5555,1.8291,0.0,5.4701
29923,2.2963,0.0,2.8556,4.8693,0.0,4.0114
29922,3.7701,0.0,2.3149,0.5287,2.1246,5.9508
29921,1.6358,0.309,1.0707,1.7953,0.3954,3.4851
29920,3.8879,0.4466,0.4466,2.8389,1.1554,3.3438
29919,2.1781,0.734,0.2684,0.734,0.8938,0.9932
29918,4.3359,0.0,2.2073,2.2509,1.926,5.8698
29917,5.692,2.3982,2.6969,5.282,1.5106,6.8222
29916,0.0,0.0,0.0,0.0,0.0,0.0
29915,1.9558,0.5991,2.0913,1.903,0.4569,6.4544
29914,3.2356,2.6427,2.9357,1.8489,0.5401,4.6804
29913,3.0928,3.3673,2.851,2.2947,0.5562,2.4228
29912,1.1394,0.8427,1.2612,1.7268,0.3495,3.9265
29911,1.9086,0.8137,4.394,0.8137,1.8222,6.1314
29910,4.329,1.964,3.3571,7.6199,1.4853,7.0666
29909,4.0054,1.5924,1.2103,0.642,0.7651,0.4452
29908,3.6384,0.652,2.047,2.1988,1.3151,4.234
29907,1.2225,0.0,3.4034,1.9989,0.0,4.8277
29906,1.0967,1.0967,1.9248,2.59,0.7784,1.9248
29905,1.303,1.3659,0.9666,1.5661,0.1385,4.2469
29904,3.1998,1.9512,2.6792,3.3847,2.2837,2.3336
29903,4.5193,1.0722,3.3608,2.849,0.6349,6.1559
29902,1.9004,0.8171,2.2459,0.8171,0.8901,4.1851
29901,2.1667,0.0,0.4433,1.0534,0.55,2.7306
29900,4.1009,0.6168,3.8372,1.954,0.7249,7.059
29899,1.9213,0.0,0.0,2.587,1.3162,8.6392
29898,0.0,0.0,3.1875,2.4992,0.6584,3.0601
29897,3.5485,1.1499,1.7634,5.1589,0.7968,7.4159
29896,4.967,0.7413,3.4256,3.7654,0.3369,6.9735
29895,5.1186,2.5914,2.541,7.4791,0.989,6.6801
29894,1.7496,0.8293,1.6353,1.7052,0.0,3.7477
29893,2.7975,0.7278,1.3791,1.7892,1.2083,4.3743
29892,2.7046,1.9215,1.9215,1.6575,1.7108,2.7049
29891,1.6628,1.8047,2.2845,1.8047,2.7756,3.0105
29890,0.8902,0.0,2.1085,1.7064,0.0,4.1322
29889,1.8831,2.4057,3.5456,4.3939,2.1639,4.4187
29888,0.9436,0.0,2.9747,0.9436,0.0,1.3319
29887,4.4777,0.2826,3.5399,3.9597,0.1701,8.3901
29886,2.6327,0.0,0.5878,0.0,0.5878,2.6327
29885,1.5911,1.9997,0.772,1.6755,0.5862,2.7812
29884,5.8959,4.2236,0.0,3.598,0.0,4.6213
29883,1.8773,0.0,0.9242,0.0,0.0,1.8773
29882,7.3213,2.7667,2.404,4.0839,2.5634,8.7588
29881,2.9523,1.3238,0.0,1.3238,0.0,2.9523
29880,5.9482,1.3007,3.6384,5.2113,2.1031,7.7254
29879,2.2787,1.1332,1.9614,4.405,2.0712,6.1032
29878,1.6607,0.0,1.2423,0.8237,1.1487,3.9018
29877,3.791,0.0,1.7628,0.9869,0.0,2.3507
29876,2.1711,0.0,1.438,1.214,0.138,4.4079
29875,6.9635,1.305,3.0373,6.7563,2.441,7.5724
29874,6.9635,1.305,3.0373,6.7563,2.441,7.5724
29873,6.9635,1.305,3.0373,6.7563,2.441,7.5724
29872,6.9635,1.305,3.0373,6.7563,2.441,7.5724
29871,4.4063,1.572,3.9716,2.7035,1.4306,6.0351
29870,7.6074,2.5151,1.6549,8.842,0.6236,4.1465
29869,3.2699,0.4799,4.5599,4.4231,1.1467,7.2149
29868,4.0704,0.0,4.0373,6.6291,1.5865,5.4629
29867,3.0529,2.9255,2.5798,3.2883,0.6227,2.7721
29866,1.3103,0.0,3.2212,4.8488,3.2212,2.829
29865,1.9173,0.0,0.8306,0.8306,0.6756,3.9672
29864,0.0,0.0,0.8917,0.8917,0.7592,3.8794
29863,1.2126,0.0,1.3522,0.8194,0.661,5.446
29862,8.1917,4.0,5.1793,4.8103,1.1222,6.8202
29861,2.537,0.0,5.2719,3.7194,2.2143,3.5571
29860,1.9927,0.0,1.356,1.4146,0.5101,3.8858
29859,3.0591,0.0,2.5524,1.2348,1.3211,3.5615
29858,3.2629,0.0,0.8673,1.5063,0.0,0.8673
29857,5.5296,4.1244,1.5409,9.1675,1.2502,5.9063
29856,1.694,0.0,0.8306,2.0532,2.1827,5.3021
29855,1.8546,0.3833,1.4004,1.1904,0.0,5.7486
29854,3.8454,0.0,1.6939,1.511,0.8619,2.2546
29853,3.3527,0.7831,5.3965,2.1627,1.3747,5.0229
29852,0.6132,0.8426,1.7217,0.0,0.0,0.0
29851,3.6794,0.0,4.3912,0.9766,0.6325,4.4535
29850,1.2684,0.0,2.1513,0.0,0.3403,4.4941
29849,1.5598,0.0,1.3872,0.8489,0.0,4.7343
29848,0.6345,0.0,1.396,0.0,0.0,2.0313
29847,6.5477,2.0378,3.8848,4.1001,2.018,7.0776
29846,8.9848,2.6,2.7382,5.4544,1.0938,5.9946
29845,7.9494,0.0,2.1201,3.9911,3.214,6.0703
29844,7.603,0.8194,3.49,4.5938,2.9641,6.9706
29843,2.7778,0.8213,3.0544,3.5783,0.7336,4.1767
29842,2.7778,0.8213,3.0256,3.5495,0.7336,4.1479
29841,4.3888,1.6897,2.1348,3.1319,1.6455,4.4199
29840,3.2362,0.7695,2.6,3.2741,2.6091,3.0801
29839,1.6799,0.0,1.8179,1.6737,0.5894,4.1548
29838,4.0816,0.0,2.7318,2.5574,1.845,5.2931
29837,0.9258,0.0,0.6406,0.6406,0.6483,2.8256
29836,2.706,0.0,2.986,2.3425,0.0,5.9815
29835,2.9052,2.1392,2.7903,1.798,0.8594,9.2851
29834,5.318,0.0,2.6129,3.8149,0.0,5.861
29833,6.6979,1.5015,2.9019,4.5074,1.2411,9.9377
29832,2.8704,0.0,5.1767,3.862,2.1153,4.3487
29831,2.9769,2.6457,0.4899,0.0,0.635,8.3401
29830,5.0435,1.8678,0.3956,4.107,1.4833,2.7433
29829,2.2744,1.6647,3.0335,4.2744,1.538,7.1709
29828,0.8522,0.0,0.0,0.8522,0.0,3.4772
29827,2.8316,1.4342,2.9042,0.9607,1.575,1.0008
29826,1.8638,1.4052,2.2115,1.8632,0.3563,1.8718
29825,6.2895,2.9592,5.4554,9.4084,1.6642,6.6014
29824,1.3877,0.0,0.7976,1.1534,0.0,6.248
29823,1.3061,0.0,2.0743,2.136,2.4075,6.9228
29822,2.238,0.0,1.7766,2.4892,1.0671,4.6421
29821,0.9449,0.5484,2.9318,2.4258,0.9283,4.613
29820,3.6122,2.2669,3.2956,1.1967,0.2838,3.0143
29819,2.9022,0.7228,1.0153,1.1604,0.0,1.3345
29818,2.2496,1.2655,2.8622,3.1881,1.1787,3.7096
29817,3.8324,1.1115,0.0,1.8187,0.0,2.8723
29816,4.7775,0.0,1.3396,1.9806,0.5365,3.653
29815,4.1611,1.8584,6.8482,1.5518,2.8199,6.3235
29814,7.0016,0.0,1.3774,3.8018,0.7913,1.7467
29813,8.4449,0.7506,3.6734,5.6982,1.7618,8.2054
29812,3.623,2.2704,3.2999,1.2,0.2851,3.0173
29811,1.4613,0.0,0.9733,2.2805,0.8192,6.461
29810,2.3483,0.9563,0.3721,2.1088,0.0,2.8391
29809,5.9823,1.9963,0.3609,1.6162,0.0,5.7535
29808,2.6802,0.0,2.9294,0.0,0.6031,4.9316
29807,2.6802,0.0,2.9294,0.0,0.6031,4.9316
29806,3.4138,0.8489,1.1446,2.0943,0.8485,3.1946
29805,3.0358,1.306,1.7652,2.492,0.501,2.6335
29804,3.1026,1.9522,1.5713,2.7969,0.9643,4.6009
29803,0.0,0.0,0.5381,4.3592,1.6715,0.0
29802,4.6017,0.82,2.1876,4.5551,0.3882,5.796
29801,4.8696,1.4822,4.7644,7.1811,3.3204,7.2874
29800,6.0223,1.0422,2.4522,4.1574,1.2005,6.0554
29799,3.3065,0.0,0.9277,3.8962,2.0782,2.3616
29798,5.541,0.6883,4.651,1.2495,0.0,9.751
29797,2.4313,1.0561,1.0504,1.5108,0.766,2.6195
29796,2.6035,1.5455,1.9894,1.5419,0.2573,4.202
29795,0.9049,0.5516,1.2032,0.8339,0.4383,1.9095
29794,1.5873,0.8517,1.6255,0.8517,0.0,2.5943
29793,7.7059,0.0,3.5419,0.4874,2.1302,5.3764
29792,1.5006,2.1071,1.9467,1.7472,1.1509,5.1755
29791,4.9738,0.9447,3.1237,3.3439,3.1341,2.7609
29790,3.2799,0.0,0.8592,5.0322,0.7575,5.2375
29789,1.6854,2.0525,2.2615,3.5127,1.5083,5.0955
29788,4.3361,1.0199,2.9673,3.1942,0.0,7.48
29787,2.8144,0.6178,3.3195,3.3958,0.5386,6.0092
29786,4.0155,0.7567,2.6158,1.4707,0.6597,5.9896
29785,1.6788,0.0,1.7514,1.6711,0.5956,4.0725
29784,2.2089,0.8058,2.9833,1.5796,0.0,3.7749
29783,3.8419,0.7958,0.657,1.9041,0.0,3.1276
29782,2.054,0.3122,0.4825,1.6678,0.1289,2.1554
29781,2.3777,1.125,2.4997,1.125,0.9557,2.1691
29780,5.276,0.0,2.1063,0.8896,1.1502,5.9578
29779,1.8289,0.0,0.0,1.0215,1.7205,2.4027
29778,1.7987,0.0,1.1259,2.1867,0.8937,5.9182
29777,3.726,0.8463,3.9097,0.8463,2.4562,8.4073
29776,4.0143,0.7076,2.8485,2.8966,2.4195,3.7867
29775,4.2197,1.8887,5.1845,1.3229,1.5467,8.3502
29774,3.043,0.0,1.2937,2.4391,0.4709,4.9503
29773,1.4679,0.6628,1.7867,1.5073,0.4461,2.6242
29772,3.031,1.2912,0.378,2.6487,0.0,2.2717
29771,2.9966,1.276,3.1159,2.2952,2.7778,5.6884
29770,1.2434,1.6009,0.714,0.0,0.0,2.4498
29769,2.9583,1.7482,1.4253,2.262,0.1258,4.2371
29768,5.2053,0.0,0.764,0.764,0.5925,4.6722
29767,4.8888,1.2289,3.4827,2.7856,0.8236,5.1131
29766,2.009,1.0675,2.1784,1.5138,3.7381,5.5177
29765,2.2166,3.6727,1.7871,0.4125,2.0605,6.2072
29764,1.8851,1.7818,6.8414,1.3222,3.0064,6.6598
29763,1.2023,2.492,1.9186,3.8698,1.9186,3.1599
29762,2.7816,0.5399,2.1452,2.3773,0.5497,5.111
29761,2.4392,1.0888,2.3673,2.053,0.4452,4.9576
29760,3.3705,0.0,3.3241,2.5896,0.227,7.1714
29759,2.2675,1.9553,1.481,2.2179,0.0,5.2937
29758,3.5607,1.1747,3.1391,2.8167,0.3417,5.6258
29757,3.3997,1.0018,2.2884,2.9209,0.1942,4.5422
29756,2.4318,0.0,0.0,0.0,1.5538,1.6521
29755,1.815,1.764,0.7352,4.4206,1.3354,3.3912
29754,2.1355,0.6808,1.4457,2.0762,3.1661,5.8456
29753,1.9812,0.7508,1.6872,1.7124,1.8849,5.1855
29752,2.3561,0.0,2.0725,1.6995,0.7839,3.478
29751,0.0,0.9921,2.9665,0.0,0.0,2.2801
29750,8.8871,3.0182,5.3232,5.3331,0.5078,9.41
29749,4.7737,1.845,1.4548,3.3222,0.8291,3.666
29748,3.9689,0.9984,1.8949,3.4704,1.9056,2.8975
29747,2.7396,0.0,1.8643,3.6341,0.9035,5.8497
29746,2.6614,1.7926,1.7517,0.8594,0.4011,8.6287
29745,3.7023,0.3681,3.0226,2.6475,1.8428,6.0577
29744,3.0009,1.5564,3.6414,3.8717,0.0,6.3624
29743,0.6346,0.7811,1.177,0.7811,0.3486,4.9019
29742,4.4153,1.5525,1.1947,2.0512,0.3139,1.8512
29741,3.5607,2.7745,3.0804,4.1701,0.4512,4.4238
29740,2.4551,1.2213,1.2008,2.664,0.2141,2.7462
29739,5.092,2.7588,0.9749,6.0878,1.7681,10.0718
29738,1.5973,1.7079,3.3762,1.5973,0.0,2.0655
29737,4.2201,1.7686,4.5353,3.2519,1.1816,5.9257
29736,3.4731,2.0237,1.4495,2.8425,0.0,1.7654
29735,4.2505,1.2873,2.1597,4.8961,1.7614,5.0169
29734,3.5872,3.9372,2.4555,7.4244,3.8179,8.1801
29733,1.9647,1.5367,3.6895,2.6589,0.8759,3.7026
29732,3.9102,0.5708,2.3144,5.4833,3.894,6.4672
29731,1.9993,3.63,2.0723,1.437,3.7352,5.8074
29730,7.0689,2.3838,4.783,2.6642,1.1951,6.9418
29729,2.6158,0.5061,2.3482,2.4586,1.2805,5.3387
29728,6.2437,1.0534,1.0191,1.7747,0.0,3.3368
29727,4.4,1.9234,3.3807,5.6542,1.1857,4.9372
29726,6.7281,0.7031,3.1727,3.763,2.1026,4.3911
29725,3.5313,0.0,3.5708,2.1628,0.0,4.2033
29724,1.3476,1.3476,2.3713,0.8342,0.8342,2.4096
29723,3.777,0.957,0.5057,1.4955,0.0,5.3935
29722,0.78,0.78,0.7804,2.7563,1.3533,2.9137
29721,0.9592,2.0415,3.257,2.0415,0.9592,1.915
29720,1.1457,1.1457,1.1457,2.6625,0.0,1.1457
29719,1.1457,1.1457,1.1457,2.6625,0.0,1.1457
29718,1.9757,0.0,0.8616,0.0,0.0,6.3909
29717,3.8791,1.5543,1.5088,1.9093,1.0031,2.5132
29716,2.8194,0.0,1.0096,0.0,0.0,0.7507
29715,1.1802,0.0,0.0,1.3244,0.0,1.3244
29714,3.6821,1.1045,2.9624,2.6073,0.659,7.1791
29713,3.3901,0.0,2.486,3.3901,0.0,4.3538
29712,4.8902,1.0249,3.8692,2.5609,1.3188,8.1768
29711,1.8051,3.0717,1.9921,3.0366,0.0,1.9414
29710,2.6847,1.4755,0.6393,2.9579,0.0,3.5831
29709,1.7794,0.0,2.2509,0.6068,0.6094,3.2477
29708,4.8431,1.5956,2.1406,0.8613,2.3467,7.6108
29707,2.347,0.0,2.9471,5.159,2.3374,7.2997
29706,1.8069,0.2949,1.8557,1.5429,0.4698,5.2547
29705,4.9473,0.6499,2.1165,4.2384,2.0067,4.51
29704,0.5755,0.9882,0.4245,1.433,0.6349,2.4242
29703,1.6271,0.6542,0.7746,0.8247,0.1993,2.9009
29702,0.9303,1.6528,0.3444,4.8428,0.7424,1.9959
29701,3.0401,0.694,2.1658,6.0715,0.0,3.6297
29700,1.2729,1.2729,0.7887,0.0,0.0,4.0015
29699,9.3059,2.2868,3.9344,7.136,3.1104,11.4756
29698,2.5601,0.9397,0.9333,1.0883,0.0,5.6726
29697,2.8299,1.1724,1.8288,5.9727,0.5218,4.6992
29696,3.9843,0.6113,2.4099,1.2144,1.0766,4.2
29695,6.6212,2.05,1.2417,1.1304,2.6955,3.601
29694,2.0128,1.9458,2.1936,3.9288,0.0,4.0426
29693,2.3565,0.0,7.7103,4.0881,0.0,6.9795
29692,3.5644,0.8618,2.0205,1.7285,1.0031,4.0725
29691,5.2874,1.077,1.6343,2.4182,1.2008,6.0218
29690,0.0,2.4682,0.0,2.6404,0.0,2.9498
29689,2.005,0.8618,4.5898,1.2168,1.0031,4.4888
29688,5.8896,0.0,0.0,1.577,0.0,1.1344
29687,3.7598,1.7025,5.9498,4.8323,0.1659,6.8119
29686,4.3779,0.0,4.6044,0.7756,1.8087,2.892
29685,7.8267,3.338,1.3315,2.4808,0.6933,5.3587
29684,1.4641,1.0342,1.7102,0.6867,0.0,4.2073
29683,1.3254,0.4825,2.9547,0.4825,2.172,4.5411
29682,4.0741,1.558,5.1427,3.5267,1.6235,8.3909
29681,3.6511,2.3725,3.1339,4.1035,0.0,6.6022
29680,4.008,1.9407,2.7218,1.9407,2.1414,3.6539
29679,3.0607,1.6553,3.1701,1.8775,0.0,2.8046
29678,5.9066,1.7061,1.6834,3.7347,0.43,6.8281
29677,1.6441,1.6958,1.5296,0.7341,0.0,6.493
29676,3.2588,0.7763,2.6206,3.2921,2.6298,3.1008
29675,1.9674,0.0,2.0475,1.132,0.0,3.0166
29674,1.7358,0.0,1.7358,1.8161,1.7466,2.9159
29673,2.5855,0.8338,3.588,4.0641,0.5394,3.7704
29672,6.8873,1.3862,2.6826,1.244,0.4613,3.1211
29671,1.6843,0.0,1.8209,1.6784,0.5946,4.1634
29670,2.7451,0.7811,1.1755,3.8474,0.8485,4.6659
29669,2.7451,0.7811,1.1755,3.8474,0.8485,4.6659
29668,2.14,0.4714,1.2009,0.9991,0.5407,3.3754
29667,0.7398,1.8585,1.188,2.6301,2.1349,5.9117
29666,3.7752,1.8386,4.1763,2.1269,1.6917,6.582
29665,1.6746,0.0,1.8144,1.6682,0.5833,4.132
29664,3.7146,1.3264,0.0,2.5621,0.7234,7.1919
29663,3.2088,1.6446,2.3845,1.5929,1.6458,3.2992
29662,1.8831,0.996,0.0,0.0,0.0,0.0
29661,5.1554,0.8243,4.9218,3.5837,0.7775,5.7461
29660,3.2185,0.7641,2.5838,3.0671,2.5928,2.4181
29659,1.7382,1.2828,1.3034,2.2786,0.3596,2.9649
29658,4.0557,1.5486,4.0109,3.2995,1.8044,5.6988
29657,3.97,1.3825,2.803,3.075,2.3815,4.3391
29656,1.6799,0.0,1.8179,1.6737,0.5894,4.1548
29655,3.4778,1.3943,2.3416,2.3173,0.9473,4.4033
29654,2.9996,0.1677,1.632,1.905,0.319,3.2351
29653,2.0163,1.4704,1.0027,1.013,0.2166,0.7881
