bugid,c1,c2,c3,c4,c5,c6
5181,0.7122,0.0,0.0,0.0,0.0,4.9113
5180,3.2055,2.552,2.2784,2.6961,1.6368,3.8805
5179,6.2267,0.563,3.9516,4.2556,0.0,11.3741
5178,4.2983,1.241,3.6527,4.7058,0.9916,2.645
5177,2.3478,0.0,3.3069,1.1475,1.14,4.3932
5176,2.2554,1.4746,4.0937,4.9689,0.6868,5.6592
5175,1.7773,1.5093,3.0791,1.3645,0.0,3.6472
5174,4.4947,0.6725,2.7147,3.2697,0.0,5.589
5173,0.0,1.8322,2.5389,1.9342,0.0,3.0912
5172,2.825,1.0107,0.0,5.5498,0.0,4.0204
5171,0.0,0.0,0.0,0.0,0.0,0.0
5170,4.1313,0.7725,3.2443,2.8164,3.0904,3.997
5169,4.488,1.6291,2.3223,2.8042,2.0794,7.741
5168,0.5326,0.0,1.532,0.0,0.4632,4.5182
5167,4.1028,1.3181,1.5721,2.9708,1.135,9.7659
5166,6.2076,0.5904,1.4574,2.9825,1.9557,6.9125
5165,7.8968,0.8554,2.084,1.7495,0.0,6.2402
5164,1.2028,0.7218,2.2598,3.1091,0.3377,5.2977
5163,3.1608,0.7704,1.0121,3.0748,1.2533,7.9163
5162,4.2055,1.3675,2.1308,2.5715,1.8452,3.5834
5161,1.5478,1.4688,0.0,0.0,0.0,0.0
5160,3.53,0.9332,2.1911,2.5536,0.9387,6.4354
5159,3.3052,0.7268,2.6794,2.6151,0.6499,0.7911
5158,1.0743,1.0743,1.0489,1.0743,0.0,1.9732
5157,6.2935,3.8606,2.0481,5.0054,2.7026,4.5425
5156,4.6455,1.4717,2.5494,3.5937,1.974,6.4838
5155,1.711,2.1149,3.739,1.8153,0.0,6.9442
5154,3.5058,0.8421,3.3713,1.7855,1.0912,6.8317
5153,1.3372,0.0,1.0208,1.3372,2.0424,4.6781
5152,5.5862,1.1817,2.1476,1.163,0.4963,4.3389
5151,6.2027,0.4764,1.9855,2.1988,0.6762,7.1911
5150,2.5427,0.0,3.2349,2.5213,0.3852,8.3548
5149,3.6331,1.3686,3.7275,2.8746,2.4235,5.6974
5148,2.5991,0.0,3.7142,1.637,0.7706,2.0166
5147,4.2308,0.0,2.4529,3.09,1.8878,5.0172
5146,3.221,1.7798,5.3485,0.0,1.5105,3.3952
5145,3.2818,0.6612,4.7522,0.0,0.0,4.8849
5144,1.5667,1.2324,4.1671,2.2394,1.3027,8.6708
5143,5.1115,3.5535,2.2635,3.4811,0.4298,6.3136
5142,2.2568,0.0,0.0,0.0,0.0,0.0
5141,6.1704,0.44,2.3163,2.5442,1.918,7.5528
5140,4.4107,2.1131,5.4406,3.8257,1.873,8.7947
5139,2.4895,0.0,1.8875,1.4724,0.0,1.6975
5138,4.0583,0.6344,1.805,0.0,0.635,4.5906
5137,5.1542,0.0,3.6871,0.4871,0.7596,7.7307
5136,7.0212,5.7219,6.6251,5.6661,0.5406,7.7277
5135,5.8058,1.6292,1.1589,3.3322,0.7474,5.7378
5134,3.9063,2.5556,1.3075,2.4328,0.0,4.7164
5133,2.0334,0.979,2.5961,1.6007,1.4117,2.4445
5132,4.9064,3.0323,1.6568,2.0454,1.1097,5.8698
5131,2.0084,1.406,1.7515,3.1438,0.0,2.1222
5128,0.0,1.4564,1.9728,1.4564,0.0,0.0
5127,5.8512,1.3264,6.7599,4.5314,1.7761,7.6829
5126,3.831,3.5717,3.8947,4.7536,2.531,6.6323
5125,3.4085,0.7249,4.0654,5.2508,0.7122,12.7947
5124,7.8437,0.0,1.8856,0.8536,0.0,4.2562
5123,5.1896,1.0801,2.6071,3.9644,0.8431,3.3498
5122,0.6751,0.6751,3.7584,1.7038,1.0288,3.6792
5121,4.3415,0.0,3.7073,0.5701,2.8659,5.0166
5120,6.9963,0.7429,3.3032,0.9291,0.0,5.0255
5119,1.8212,0.828,1.9071,1.9446,0.7883,5.1884
5118,1.7196,0.8155,0.6395,2.6815,0.5725,1.1694
5117,3.5685,0.0,0.8881,2.1033,0.3979,4.5194
5116,1.5708,0.5122,2.6168,0.5122,0.9862,2.9916
5115,4.0494,0.0,0.5881,0.5374,0.0,3.7891
5114,8.3412,3.2728,4.7699,8.6333,3.2875,7.2984
5113,1.7015,0.0,1.7849,0.5514,1.1545,5.2412
5112,1.7802,1.0609,1.0609,3.0595,1.4793,0.7666
5111,2.6391,1.1491,3.3221,4.1462,2.1356,2.3069
5110,3.0012,1.2089,1.8753,3.2203,2.0498,3.8685
5109,0.0,1.4483,1.1442,2.6522,0.0,1.2752
5108,4.3189,1.0244,2.9919,2.3062,1.0805,7.5972
5107,4.6444,0.0,1.6703,1.5359,0.0,6.0276
5106,4.4968,0.6142,2.4072,2.5897,1.3181,4.1062
5105,3.6826,2.7716,2.0309,2.9346,0.0,6.3636
5104,4.205,0.8023,3.0002,2.8685,0.0,5.7184
5103,4.2403,0.8618,2.0398,2.4361,1.0031,6.3272
5102,5.2004,1.048,2.5924,1.9861,1.1066,6.306
5101,3.2279,1.6519,1.9498,1.6584,0.4797,3.4118
5100,6.6423,1.4943,4.3196,4.449,1.1656,9.168
5099,3.3173,0.0,1.7079,2.5415,0.9577,5.1664
5098,2.3581,1.3017,1.0821,2.2173,0.7312,4.5957
5097,5.2009,0.2658,3.3861,2.6165,2.5095,8.3527
5096,1.0788,1.0788,0.0,2.3336,0.0,6.616
5095,6.3389,0.0,2.5121,4.324,0.0,6.8972
5094,3.3006,1.0575,0.0,2.0082,1.7462,6.1019
5093,0.8594,1.4391,1.3762,3.3531,0.0,1.9888
5092,0.9971,0.603,1.8676,0.0,0.0,3.6861
5091,4.8565,1.1208,0.4011,0.8288,0.4011,3.1722
5090,1.291,0.8969,1.4296,2.7601,0.7577,3.9604
5089,3.8614,1.7341,1.8338,3.1736,0.0,4.577
5088,2.9914,0.347,3.7152,3.2514,0.5062,7.4437
5087,3.3583,1.2847,0.6315,2.592,0.0,0.6405
5086,5.7473,1.3317,4.1486,2.5637,0.9858,8.3083
5085,2.1721,0.0,0.7653,0.6713,0.0,3.8344
5084,3.9483,0.0,1.001,1.8753,4.5269,7.4817
5083,4.2895,0.9897,0.0,2.5765,1.5869,1.5869
5082,2.045,1.8508,0.0,2.3355,1.5419,4.7011
5081,0.6731,0.0,0.0,2.6371,0.0,4.5192
5080,0.8386,0.0,1.3822,0.0,0.0,1.788
5079,1.0068,1.0068,0.8873,1.3469,1.3469,4.1469
5078,2.8807,0.0,2.8582,1.8038,0.0,3.9611
5077,9.3254,1.5997,2.9407,5.828,0.3854,6.5263
5076,4.9057,1.9821,1.6603,3.1065,0.6822,2.8385
5075,1.4406,2.243,3.955,0.9337,0.0,2.5694
5074,5.22,1.1173,1.6339,3.1753,0.972,5.3504
5073,0.7703,2.4163,0.7583,0.0,0.0,3.1324
5072,3.7728,0.0,1.4201,4.901,0.0,6.8375
5071,3.2703,2.2365,3.8455,3.863,0.8789,6.7725
5070,3.9619,1.2688,2.3521,2.9233,0.8658,4.1014
5069,2.8067,0.0,2.4637,4.2558,1.5091,5.2704
5068,3.7441,2.3992,2.8889,1.9271,0.0,4.5436
5067,2.4986,0.8198,3.3421,2.8365,3.2383,6.1362
5066,3.8838,1.1195,3.1631,1.7116,0.0,5.0682
5065,2.9589,0.2021,4.0553,3.6817,1.3193,4.0018
5064,5.997,3.2239,7.9641,5.9994,1.9613,5.7948
5063,1.7842,0.0,2.0182,1.6808,1.0897,7.5192
5062,5.288,0.41,2.6552,1.9633,0.0,6.987
5061,2.6856,1.2284,3.8689,1.4793,1.7259,4.1494
5060,6.9518,1.5774,4.3692,3.1748,0.5014,3.723
5059,2.9165,0.0,2.1149,0.728,0.0,4.5494
5058,5.296,0.7235,1.871,4.0948,1.1106,6.0558
5057,5.8792,1.4445,5.5439,3.0731,0.6901,3.6381
5056,6.3835,1.9696,4.308,2.3787,1.6408,7.7586
5055,4.9467,2.0136,3.8972,1.9218,0.0,8.159
5054,4.375,1.208,2.4681,4.4334,1.2893,6.6584
5053,0.0,0.8269,0.0,0.0,0.0,0.0
5052,1.6043,0.0,1.2085,0.0,0.0,0.3726
5051,5.5897,1.3894,2.2465,2.6778,0.8079,4.2942
5050,2.9363,1.8387,2.6533,4.2349,3.0204,5.8005
5049,0.7206,0.7206,0.7092,0.7206,0.9078,1.4501
5048,0.0,3.6328,1.9764,4.7345,0.0,4.9199
5047,2.9855,0.0,3.7161,4.6401,0.3671,8.009
5046,3.6421,2.4423,1.396,1.643,0.0,7.8095
5045,3.2899,0.291,1.8907,0.7723,0.0,2.4289
5044,3.0219,1.5954,5.4235,4.1762,0.7904,11.3852
5043,2.5672,0.0,2.9934,1.6936,1.2236,7.8389
5040,0.0,0.8068,1.2105,3.4708,1.1917,0.7887
5039,0.0,0.8068,1.2105,3.4708,1.1917,0.7887
5038,1.6082,0.0,0.7099,0.7811,0.1579,1.5965
5037,1.7216,0.875,0.0,1.7216,1.7216,0.875
5036,6.5464,3.2942,4.2594,5.374,0.916,8.3963
5035,4.8705,3.8582,1.696,2.3489,0.0,7.5464
5034,4.3895,0.4763,1.4666,3.2773,0.8488,2.0227
5033,8.6576,0.0,2.4736,2.2083,2.9743,6.8612
5032,5.3913,2.3528,4.3798,5.7418,1.4886,6.7115
5031,1.5188,1.8095,1.8095,4.3998,1.8095,1.7274
5030,4.9169,1.8398,3.4887,2.5892,1.8026,5.4566
5029,3.223,0.0,4.0748,5.3487,0.0,10.4438
5028,3.0272,0.5946,3.4196,1.68,0.0,2.2582
5027,4.8551,0.4786,1.4284,1.4858,0.4218,3.5943
5026,7.7298,2.7357,1.9686,5.7775,0.0,4.3011
5025,1.7183,0.226,0.1888,1.6862,0.8629,4.9647
5024,0.0,0.0,1.1413,0.0,0.7354,4.4839
5023,6.7121,0.0,3.2676,1.8655,0.0,3.765
5022,0.6851,0.6851,2.8218,0.6851,0.0,3.1135
5021,5.569,0.3174,2.4192,2.2339,1.0627,3.8694
5020,3.4242,0.0,0.0,3.3973,2.3069,6.8145
5019,2.436,0.0,2.0962,1.4164,0.6537,1.4164
5018,6.3861,0.0,2.5496,1.2914,0.0,8.8689
5017,3.0991,0.0,3.8438,0.0,0.0,6.6115
5016,2.7147,0.8072,2.4127,0.0,0.0,4.9944
5015,5.293,0.0,2.1905,1.074,1.6409,7.115
5014,3.9553,0.7724,1.1423,0.0,0.3699,3.7318
5013,1.0281,0.9237,1.6422,0.9237,2.7299,6.7807
5012,5.1378,2.1456,5.504,2.8556,1.4911,7.6802
5011,0.8604,0.0,1.7894,2.7557,1.4977,2.5231
5010,3.1252,5.5521,1.1917,6.4853,1.0864,6.5393
5009,4.2493,1.1144,2.9285,4.0727,0.8813,6.1314
5008,2.9233,1.4035,0.7019,4.1646,1.2413,2.1417
5007,3.5515,1.4996,0.645,2.9119,1.7507,4.423
5006,8.3983,1.4012,4.7159,4.5702,4.41,6.9189
5005,2.7614,0.0,2.4782,0.7821,0.0,5.5873
5004,0.0,0.0,0.0,1.2808,0.8696,0.6697
5003,0.0,0.0,0.0,0.0,0.0,0.5849
5002,1.5621,0.0,2.7926,2.3777,2.2643,6.2654
5001,3.0425,2.4388,2.9756,3.3735,1.786,1.8159
5000,4.1907,2.8939,1.598,5.1745,0.8474,7.122
4999,10.0033,2.1651,5.0593,4.8299,1.4228,10.5005
4998,3.2984,1.3855,3.6351,1.3855,0.0,6.1686
4997,3.8554,0.8773,4.4245,5.4334,0.0,2.6019
4996,3.3477,1.0704,2.2694,1.6763,1.2569,8.7246
4995,4.005,1.3035,2.8236,1.7054,0.9595,6.1278
4994,0.0,0.0,1.1412,4.0286,0.0,8.3511
4993,0.42,0.0,3.9675,0.42,0.0,0.9108
4992,1.169,0.0,0.7945,1.169,1.898,5.2122
4991,3.6803,0.723,2.0593,4.263,0.0,6.5939
4990,1.7948,1.4213,0.0,1.4213,0.0,4.5238
4989,0.8379,4.758,2.1805,5.8611,0.2168,2.2841
4988,3.1355,0.8157,1.4535,1.0195,0.0,2.473
4987,6.2462,0.8587,4.5416,4.5418,0.553,6.9957
4986,4.3616,0.0,4.2373,0.0,1.7453,8.0366
4985,3.7857,2.771,3.4011,0.6599,0.8288,5.2156
4984,4.0869,0.0,2.8979,0.5178,0.7052,4.6936
4983,2.5275,0.0,1.9057,1.9057,1.3304,3.8949
4982,0.1912,0.0,1.8945,0.1912,0.4464,4.7862
4981,3.9898,1.5468,3.1153,3.4637,1.345,5.4121
4980,6.3009,3.3021,2.541,4.2456,0.9273,3.5595
4979,1.2118,0.0,3.6992,0.8365,0.0,6.0889
4978,4.0708,4.4775,3.7016,3.5141,4.8101,6.6892
4977,2.2226,0.7807,1.8306,0.5937,0.0,4.3311
4976,1.4512,2.5674,0.7046,2.5131,0.3266,5.9629
4975,3.2786,0.0,2.116,3.5592,0.6734,4.7998
4974,2.6015,3.8864,0.5712,3.3328,0.0,5.8515
4973,6.3117,1.2094,5.4385,7.9492,3.8751,16.9001
4972,5.4436,0.5039,2.8888,3.8023,1.6228,9.9846
4971,5.0192,0.0,1.3123,2.1676,1.3123,1.1512
4970,0.0,1.2784,2.0461,1.2784,0.0,0.0
4969,5.3763,0.9597,0.5897,7.4003,1.5411,7.3843
4968,4.8326,2.0808,1.0777,1.9326,0.0,1.6003
4967,6.5778,1.2649,4.1371,6.2783,3.7447,8.6294
4966,3.4598,0.0,1.8272,0.7402,0.6065,8.4832
4965,5.3374,0.8198,4.4989,3.3169,0.8168,9.8398
4964,5.3374,0.8198,4.4989,3.3169,0.8168,9.8398
4963,2.5563,1.1049,1.9099,5.3903,3.6208,0.8076
4962,1.867,3.1502,2.4222,1.0129,0.0,5.1493
4961,2.2013,1.0114,1.7444,1.4257,1.5375,2.4339
4960,6.365,3.6285,4.4802,4.8819,0.531,6.0705
4959,7.8867,2.3359,4.2207,4.4769,0.497,10.2929
4958,4.0839,4.2073,5.4823,4.9082,0.0,10.4826
4957,2.6254,4.3733,0.0,2.7052,2.5782,5.2102
4956,0.6302,1.2979,0.7265,0.0,0.9857,4.5762
4955,2.3822,0.0,0.0,1.3662,0.0,2.4357
4954,3.9056,1.1382,1.1382,1.1382,2.6146,4.5521
4953,0.8235,1.0937,3.426,5.2708,1.567,4.7101
4952,5.8127,0.0,2.7805,2.852,0.567,9.1147
4951,0.9054,1.2347,3.088,0.9421,0.0,3.7908
4950,1.4808,3.1982,3.9116,5.4664,1.0568,8.0055
4949,6.6862,1.1249,3.0266,1.3488,2.5126,8.4397
4948,1.751,0.5985,1.9922,0.0,0.4197,5.7671
4947,1.2747,1.6782,1.6327,1.6782,0.0,3.2739
4946,1.2747,1.6782,1.6327,1.6782,0.0,3.2739
4945,3.7932,2.4217,3.4913,3.0479,1.5171,5.2314
4944,10.4934,0.8382,5.69,1.081,0.2115,10.5626
4943,1.1842,1.498,2.525,3.9325,0.1962,11.5334
4942,5.5306,0.0,2.4181,2.4943,1.6351,4.1925
4941,4.6607,0.0,1.0461,2.1043,1.0461,4.0354
4940,3.9937,1.389,6.1206,5.2748,1.2446,2.7937
4939,4.9785,0.8907,3.8128,2.4364,0.0,3.5548
4938,2.3322,0.7629,1.4502,1.8837,0.0,3.6433
4937,3.9349,0.0,2.4655,1.546,1.546,5.335
4936,0.9174,0.3237,2.5802,0.8205,0.2932,4.7681
4935,6.1736,1.4202,4.6871,6.9072,5.4657,9.6737
4934,7.1387,0.0,1.4899,2.0688,1.3279,3.5797
4933,1.7288,1.6037,3.0664,1.6108,0.0,6.5091
4932,2.4054,3.654,0.4301,1.3705,0.664,4.2843
4931,1.3922,2.0291,1.7381,5.0789,1.7381,5.5366
4930,2.1236,2.0009,1.12,2.3769,1.0625,3.0059
4929,3.7956,0.0,1.3657,4.6589,1.457,4.1139
4928,3.0291,0.7241,1.7342,1.6954,0.8428,3.5065
4927,6.8475,0.7973,5.4443,4.2352,2.7871,5.4567
4926,0.771,0.771,1.267,2.5625,0.0,5.1925
4925,2.9869,0.0,1.5432,0.5955,0.732,2.8677
4924,5.604,0.0,1.617,0.0,0.0,3.7537
4923,8.0071,0.0,1.2049,0.6855,1.2236,8.0672
4922,4.2972,0.0,2.2492,1.0067,1.0117,7.3709
4921,1.1569,1.3069,0.0,1.3069,0.0,3.2411
4920,7.8751,0.0,3.3707,0.8233,1.0515,3.343
4919,8.5515,0.0,0.0,0.0,0.7892,8.1467
4918,5.7279,0.0,0.9302,0.0,0.0,3.8225
4917,5.7279,0.0,0.9302,0.0,0.0,3.8225
4916,1.4248,0.818,5.6631,2.8603,3.0326,7.146
4915,4.6828,2.4202,1.7888,2.7586,0.7641,7.8818
4914,3.3727,1.2908,3.5508,0.6879,1.7767,2.8056
4913,4.239,0.0,3.089,1.2839,1.9405,3.597
4912,7.5984,0.4636,2.774,2.0394,0.8448,5.096
4911,3.4163,0.0,1.0521,1.0521,0.0,1.5121
4910,5.6709,0.6858,1.3706,0.9683,1.2035,3.4592
4909,5.1304,0.0,4.8221,5.8908,2.5611,14.6583
4908,1.6184,0.0,3.0882,4.6376,1.5917,5.6248
4907,4.6484,2.4961,4.8586,4.1908,2.5308,6.383
4906,3.0294,0.8645,3.3471,1.2205,1.0061,4.2461
4905,2.1888,1.7309,0.4674,1.2475,1.3075,3.1071
4904,2.0111,0.8645,2.8248,1.2205,1.0061,4.6596
4903,5.3535,1.6859,4.3207,9.4358,1.4016,11.5682
4902,1.2512,0.7672,1.941,1.3932,0.0,2.572
4901,1.6613,2.9375,0.0,3.6131,0.0,4.4952
4900,3.5895,0.7757,1.6999,3.7307,1.6999,5.1278
4899,8.6566,2.1916,3.5469,2.9471,1.3042,3.8018
4898,3.3914,0.0,3.6775,3.2898,3.0354,7.8262
4897,2.1692,0.0,1.7054,2.5403,1.2776,2.983
4896,5.3725,0.9983,0.0,2.5651,0.9723,3.8137
4895,0.886,0.6175,1.1118,0.886,0.0,0.7055
4894,5.4851,0.0,0.0,1.5424,0.0,2.4101
4893,4.6896,0.0,0.8252,3.9011,2.1028,8.2044
4892,2.1992,1.1055,0.5435,1.7181,1.1746,3.4928
4891,1.0246,1.1055,0.5435,0.5435,0.0,2.263
4890,11.814,1.4501,4.5545,2.0253,0.8887,8.6115
4889,5.2113,0.9093,2.0989,1.0343,1.8483,6.9618
4888,5.4754,1.7304,0.8046,1.9201,2.7593,6.3334
4887,1.42,0.8002,3.0508,3.2793,0.8268,4.038
4886,3.2095,1.5207,2.0597,4.0104,3.557,9.0066
4885,5.2217,2.3856,1.5923,6.7385,0.6779,2.3597
4884,3.9539,1.7369,0.0,3.0469,1.1469,5.2275
4883,1.2462,1.3694,0.4715,2.6156,0.0,1.2462
4881,7.7933,3.6475,0.5602,6.494,1.0981,5.6779
4880,1.4529,0.5405,3.8132,0.5391,1.2621,4.6981
4879,3.8195,0.0,5.8113,2.9898,0.0,6.1721
4878,2.4358,0.0,3.7117,3.4864,0.0,7.0373
4877,1.4758,0.0,1.2253,1.8791,1.8791,7.1427
4876,3.4903,0.0,1.7833,0.0,0.0,0.7027
4875,3.8943,1.6461,2.4679,3.9593,1.0964,4.4058
4874,0.3098,0.9282,2.5649,0.9282,0.0,3.1709
4873,6.4502,0.0,3.124,1.023,1.0922,4.0534
4872,6.5963,1.5309,6.1558,3.27,1.344,7.6841
4871,4.0375,0.6967,2.7122,2.8016,0.2959,2.1323
4870,2.9987,2.0312,2.4888,1.0719,0.0,1.7282
4869,2.1275,0.0,3.7826,1.804,0.0,10.1624
4868,5.8995,0.5305,5.7252,0.6547,0.0,3.5563
4867,3.0618,0.0,1.2348,2.2473,0.0,2.0558
4866,5.2512,1.721,2.8011,5.0256,0.5231,6.6809
4865,6.3426,0.0,3.1608,1.6303,1.9089,7.1956
4864,3.4649,0.3634,2.1065,3.7064,0.5933,8.0514
4863,1.0446,1.0038,1.5038,4.5839,1.369,6.5861
4862,3.9123,0.0,2.028,4.2582,0.536,4.6659
4861,0.7158,1.3841,6.0447,8.2349,1.277,6.2292
4860,3.4874,0.0,1.7217,1.4319,0.0,7.5933
4859,6.5278,0.0,2.1927,4.985,3.6567,7.2927
4858,2.7782,0.0,3.3835,1.0135,0.991,1.5099
4857,4.3237,0.0,3.2118,0.5392,0.0,5.9518
4856,5.9646,0.673,6.184,5.1011,2.0761,3.2421
4855,1.7012,0.9767,0.7245,1.7012,0.0,4.9496
4854,7.6084,1.9976,1.6707,1.2519,1.3672,3.3875
4853,3.8322,1.727,1.3869,0.0,0.0,2.1101
4852,7.7053,1.879,1.314,4.5235,0.0,5.2015
4851,3.6712,0.0,0.4959,1.9308,0.0,2.5305
4850,3.236,0.0,1.3475,0.6894,0.6582,2.9983
4849,0.0,0.0,0.0,1.1684,0.0,3.7488
4848,4.9461,3.2475,1.6144,5.7142,3.3362,5.3158
4847,0.0,0.0,0.0,1.2384,1.2384,3.1744
4846,4.805,1.8346,2.6478,3.8943,3.9478,0.8482
4845,0.6515,0.0,2.6514,0.0,0.0,5.8484
4844,1.7097,0.0,2.1324,0.0,0.0,5.6691
4843,0.8643,0.0,0.0,0.0,0.0,6.6139
4842,0.5903,1.8087,1.9109,3.0697,0.0,3.3393
4841,0.0,1.7894,2.5159,1.9043,0.6117,3.5192
4840,1.6889,1.7519,0.6766,2.4905,0.0,8.7583
4839,4.0266,0.0,2.9814,1.9139,0.0,5.6004
4838,3.1879,0.0,7.6789,3.7497,1.6635,8.1488
4837,0.8475,1.6997,6.9943,3.1415,1.5167,8.1269
4836,1.5521,0.0,0.721,0.7349,0.0,0.8172
4835,0.6741,0.0,3.6187,0.0,0.0,2.4931
4834,2.698,1.2805,2.3963,2.2737,0.0,6.3732
4833,4.4338,2.2856,3.6797,4.5856,1.2246,7.5516
4832,4.6061,0.9538,0.691,2.9973,0.0,1.3167
4831,4.2368,0.0,2.7628,1.5635,0.0,5.4759
4830,5.9901,1.4588,2.7332,3.1697,0.7493,6.2527
4829,5.1698,0.0,4.0243,6.2009,3.9868,11.7513
4828,5.7849,0.8469,3.7644,3.8595,2.363,6.2058
4827,9.5793,2.1297,2.9708,4.2885,0.3609,10.9941
4826,6.3988,0.9795,2.0149,1.7562,1.1305,7.3976
4825,2.1769,1.5837,5.4443,3.0349,2.2391,6.71
4824,3.9892,0.9013,3.6209,1.0765,0.0,5.486
4823,2.8476,2.9919,3.0402,2.4308,0.0,7.593
4822,5.7378,3.2532,1.6727,7.0198,2.7824,9.2844
4821,0.0,1.5629,0.5531,5.0303,2.116,0.7405
4820,2.0111,0.8645,2.5676,1.2205,1.9806,2.495
4819,1.9558,0.0,3.1556,1.9866,0.0,9.8077
4818,5.4887,1.5864,0.0,3.1793,1.1712,3.4355
4817,2.009,0.0,1.3265,1.8342,0.0,2.3831
4816,6.5847,0.0,4.0151,4.3922,0.0,4.5622
4815,1.8533,2.8401,5.541,2.3766,2.9452,7.1961
4814,8.1295,0.0,4.9549,3.19,2.2506,7.1393
4813,6.578,2.0928,4.0313,1.7436,1.9425,5.4069
4812,4.3228,1.0746,4.4749,3.8358,0.0,4.0152
4811,2.8253,0.0,1.3537,0.7637,0.0,2.7792
4810,4.4194,2.223,0.0,1.867,0.7828,3.8566
4809,3.7984,0.9158,2.4509,2.8243,1.8341,3.1118
4808,5.2499,1.3884,3.5145,3.9106,1.5154,5.8955
4807,6.7429,2.5651,5.3897,3.4979,1.3912,8.1106
4806,3.9928,2.3183,4.3307,2.5799,2.3232,6.3159
4805,6.2301,3.3689,7.7352,3.4767,1.6492,5.6457
4804,4.3266,1.3438,4.5485,3.5334,0.8785,5.1875
4803,3.999,0.0,4.2033,0.5385,1.106,4.4468
4802,2.8325,0.0,1.7782,0.9125,0.0,1.8636
4801,2.2485,1.2675,2.3647,0.0,1.0972,4.0556
4800,6.9483,0.0,2.8662,0.0,3.6709,5.9001
4799,2.9153,0.0,4.0474,1.3023,0.0,5.7596
4798,3.1471,1.1353,3.0984,1.0733,0.0,3.738
4797,3.8148,0.0,3.9838,2.2582,1.542,3.007
4796,1.6962,1.4205,3.2666,0.8984,0.9477,4.3707
4795,0.687,0.8822,1.5075,1.5692,0.0,4.7521
4794,2.1771,0.0,0.9943,3.6564,1.5567,7.01
4793,3.0032,0.0,2.1297,0.0,2.1297,2.1297
4792,1.6886,2.5979,4.0384,2.8273,3.1803,2.8568
4791,0.8112,0.6604,0.8112,0.0,0.8112,1.2281
4790,0.0,0.0,0.7819,0.0,0.0,0.7461
4789,2.9951,0.0,0.7865,3.1473,2.154,5.369
4788,4.4154,0.0,0.0,2.3655,4.4154,6.2006
4787,4.656,1.1912,2.5216,1.3181,2.553,9.0592
4786,3.5279,1.0128,4.7257,3.2552,1.5353,9.1402
4785,3.3901,0.8216,0.2498,1.2248,0.6817,2.2581
4784,3.7973,3.6634,5.492,3.6744,0.6097,6.0741
4783,2.7057,1.7318,1.4034,1.8174,1.5821,1.5207
4782,5.4811,1.0754,6.4469,4.7595,1.9204,5.5275
4781,1.0397,1.2257,1.119,0.5347,1.2257,3.159
4780,3.1291,1.2963,0.7408,2.1812,0.0,3.1753
4779,0.5067,0.0,0.9478,1.7285,0.0,1.9664
4778,3.9435,1.4786,4.5453,1.9723,1.0938,5.0501
4777,1.4426,0.0,1.9746,0.9288,1.5554,4.5431
4776,2.7005,0.0,2.0819,0.9588,1.6703,4.7272
4775,5.182,0.0,2.6894,5.0042,1.7787,2.7994
4774,3.0089,2.2534,4.0231,1.5247,2.6502,3.5299
4773,1.9435,1.47,4.5742,0.7819,1.0784,4.2057
4772,5.4032,1.2365,3.9853,2.6926,3.1016,5.6203
4771,2.5085,0.6988,3.127,1.8437,0.0,5.4764
4770,2.4124,0.0,3.1739,1.5923,0.6227,3.6102
4769,3.4852,2.0809,0.752,4.1059,1.4043,7.0792
4768,4.034,0.0,1.2624,1.9377,1.2624,3.481
4767,4.3688,0.0,3.6394,4.5064,3.7779,1.3697
4766,4.3607,0.0,5.4777,0.9819,0.0,4.3607
4765,1.3613,0.9719,1.228,0.4778,0.0,3.7248
4764,2.4419,1.194,1.8211,1.1965,0.0,5.9167
4763,0.9322,2.6986,0.7622,3.8933,0.0,2.6436
4762,4.179,1.5745,5.6184,1.7911,1.7918,8.3533
4761,3.2783,1.4489,2.0407,2.0641,1.0586,2.7437
4760,1.4239,3.2455,1.9942,1.8809,0.4981,3.8498
4759,8.7634,3.0294,2.6302,5.5728,1.0179,10.0819
4758,0.0,1.2293,3.1895,3.7814,1.4228,3.1913
4757,3.3653,3.7753,0.0,1.3988,0.0,7.4074
4756,3.5689,0.9249,2.7965,2.669,2.0688,6.0631
4755,6.4265,1.1318,5.7393,5.628,0.0,3.7884
4754,2.0255,1.4179,1.1862,3.1022,0.0,3.6779
4753,3.4132,0.0,2.8059,1.7464,1.8353,7.2472
4752,3.4594,0.0,2.7468,3.7379,3.1985,5.3924
4751,8.3101,0.0,0.0,2.7275,1.8304,2.2771
4750,2.5387,0.0,2.0694,1.6746,1.0026,5.2339
4749,2.8152,0.0,3.4319,2.2799,0.6227,5.3502
4748,3.1119,0.0,1.2346,2.2131,0.6944,4.0394
4747,0.0,0.0,0.0,0.0,0.7824,1.4535
4746,6.043,0.7053,5.1711,5.1666,2.426,9.4866
4745,2.8685,0.0,0.0,0.0,0.0,2.8695
4744,7.042,0.6467,2.3759,0.6467,0.6035,6.1393
4743,0.7912,1.4203,4.2375,3.5597,2.4734,4.0714
4742,2.8808,0.8597,1.0726,0.5126,0.0,5.1168
4741,4.2747,0.0,5.09,1.9115,0.7646,7.7238
4740,2.9035,0.0,0.0,0.0,0.0,2.9005
4739,3.8364,0.0,3.1759,2.6993,1.198,6.2891
4738,6.0418,2.4447,4.1505,3.7759,4.0995,4.9065
4737,3.1439,1.9685,3.3175,1.4713,0.0,6.6536
4736,6.8657,0.7439,3.0883,1.0503,3.8254,5.4555
